"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"336","유료직업소개소","11_50_02_P","4191000","2025419100714500003","2025-02-11","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 개운동 441 개운1차한신휴플러스아파트 상가","강원특별자치도 원주시 서원대로 391, 개운1차한신휴플러스아파트 상가 상가1동 104호 (개운동)","26448","치악인력사무소","2025-06-13 12:58:15","U","2025-06-15 02:40:00","","284146.815688508","425993.009304842","개인","유료",
"337","유료직업소개소","11_50_02_P","4191000","2023419100714500003","2023-07-20","","03","폐업","40","폐업","2024-01-26","","","","","","","강원특별자치도 원주시 단계동 794-13","강원특별자치도 원주시 북원로2246번길 45, 1층 (단계동)","26424","한마음일자리센터","2024-01-26 10:43:50","U","2024-01-28 02:40:00","","282943.313699741","427372.969328468","개인","유료",
"338","유료직업소개소","11_50_02_P","4191000","2013419019114500001","2013-01-21","","03","폐업","40","폐업","2014-07-31","","","","","","220-943","강원특별자치도 원주시 단구동 1455번지 1호","강원특별자치도 원주시 송림길 74 (단구동)","220-943","뉴강원","2014-07-31 10:45:28","I","2023-06-13 00:00:00","","284591.073148468","425835.799925144","개인","유료",
"339","유료직업소개소","11_50_02_P","4191000","2013419019114500002","2013-03-06","","03","폐업","40","폐업","2014-02-25","","","","","","220-160","강원특별자치도 원주시 행구동 1440번지 1호","강원특별자치도 원주시 오리현길 236 (행구동)","","바나바간병","2014-02-25 18:38:46","I","2023-06-13 00:00:00","","287814.956845904","426438.392178082","개인","유료",
"340","유료직업소개소","11_50_02_P","4191000","2013419019114500004","2013-06-04","","03","폐업","40","폐업","2015-11-09","","","","033 744 8299","","220-100","강원특별자치도 원주시 단계동 924번지 1호","강원특별자치도 원주시 이화3길 41, 1층 (단계동)","220-939","휴먼코리아","2015-11-09 17:33:08","I","2023-06-13 00:00:00","","282525.955986624","426677.695339195","개인","유료",
"341","유료직업소개소","11_50_02_P","4191000","2013419019114500005","2013-08-21","","03","폐업","40","폐업","2017-11-27","","","","033 761 0416","","220-844","강원특별자치도 원주시 흥업면 흥업리 67번지 2층","강원특별자치도 원주시 흥업면 울업1길 2, 2층","220-844","복드림04인력사무소","2017-11-27 14:12:40","I","2023-06-13 00:00:00","","281529.820086258","422674.367918345","개인","유료",
"342","유료직업소개소","11_50_02_P","4191000","2013419019114500006","2013-09-09","","03","폐업","40","폐업","2014-07-01","","","","","","220-934","강원특별자치도 원주시 관설동 1743번지 11호 1층","강원특별자치도 원주시 단관길 188, 1층 (관설동)","220-934","(주)제이원뮤직","2015-01-30 16:30:53","I","2023-06-13 00:00:00","","285270.033777844","424385.718448273","법인","유료",
"343","유료직업소개소","11_50_02_P","4191000","2013419019114500007","2013-09-16","","03","폐업","40","폐업","2015-07-17","","","","033 765 6579","","220-041","강원특별자치도 원주시 명륜동 5번지 2호","강원특별자치도 원주시 원일로 3, 2층 (명륜동)","220-041","강원공조기능인력시스템","2015-07-17 13:08:34","I","2023-06-13 00:00:00","","284500.580323221","427338.66178791","개인","유료",
"344","유료직업소개소","11_50_02_P","4191000","2013419019114500008","2013-10-11","","03","폐업","40","폐업","2015-04-24","","","","033 766 0496","","410-837","경기도 고양시 일산동구 장항동 759번지 1호 삼라마이다스빌 510호","경기도 고양시 일산동구 무궁화로 8-19, 510호 (장항동, 삼라마이다스빌)","410-837","거성인력","2015-04-27 16:06:33","I","2023-06-13 00:00:00","","179369.462813933","462105.031418558","개인","유료",
"345","유료직업소개소","11_50_02_P","4191000","2001419011511500017","2001-06-15","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 태장동 128번지 1호 24통 2반 동보렉스아파트 801 1004","강원특별자치도 원주시 치악로 2031-1, 801동 1004호 (태장동,동보렉스아파트)","","원주제1직업소개소","2003-04-30 16:47:45","I","2023-06-13 00:00:00","","285016.968171511","429241.315585825","개인","유료",
"346","유료직업소개소","11_50_02_P","4191000","2001419011511500018","2001-07-10","","03","폐업","40","폐업","","","","","","","","대구광역시 수성구 만촌동 991번지 32호 17통 3반","대구광역시 수성구 충의로4길 40 (만촌동)","","정통인력","2003-04-30 16:50:36","I","2023-06-13 00:00:00","","348703.262860871","264092.811129653","개인","유료",
"347","유료직업소개소","11_50_02_P","4191000","2001419011511500019","2001-07-24","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 일산동 152호 5통 4반","강원특별자치도 원주시 무실로 52-9 (일산동)","","금성인력공사","2003-04-30 16:54:35","I","2023-06-13 00:00:00","","283871.885339248","427646.913573422","개인","유료",
"348","유료직업소개소","11_50_02_P","4191000","2001419011511500020","2001-09-11","","03","폐업","40","폐업","","","","","","","","서울특별시 노원구 중계동 359번지 1호 2통 8반 주공아파트 504 1309","서울특별시 노원구 중계로 230, 504동 1309호 (중계동,주공아파트)","","원주제1직업안내소","2003-04-30 16:57:55","I","2023-06-13 00:00:00","","206630.714120071","461164.120761815","개인","유료",
"349","유료직업소개소","11_50_02_P","4191000","2001419011511500022","2001-11-29","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 판부면 금대리 531호 2통 1반","","","경원개발","2003-04-30 17:12:00","I","2023-06-13 00:00:00","","","","개인","유료",
"350","유료직업소개소","11_50_02_P","4191000","2001419011511500023","2001-11-29","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 판부면 금대리 531호 2통 1반","","","경원개발","2003-04-30 17:17:54","I","2023-06-13 00:00:00","","","","개인","유료",
"351","유료직업소개소","11_50_02_P","4191000","2001419011511500024","2001-12-31","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 단구동 1588번지 4호 64통 3반 청솔2차아파트 202 712","강원특별자치도 원주시 단구로 408, 202동 712호 (단구동,청솔2차아파트)","","그린직업소개소","2003-04-30 17:20:11","I","2023-06-13 00:00:00","","284447.05855957","424881.562196764","개인","유료",
"352","유료직업소개소","11_50_02_P","4191000","2001419011511500025","2001-06-15","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 개운동 393번지 26호","강원특별자치도 원주시 강변로 385 (개운동)","","강원인력","2004-12-15 11:33:54","I","2023-06-13 00:00:00","","285196.073322726","427070.371596651","개인","유료",
"353","유료직업소개소","11_50_02_P","4191000","2001419011511500026","2001-10-23","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 명륜동 26호 남부시장 지하상가","강원특별자치도 원주시 치악로 1803 (명륜동,남부시장 지하상가)","","대흥인력","2005-01-18 16:43:54","I","2023-06-13 00:00:00","","284505.128476342","427202.926014401","개인","유료",
"354","유료직업소개소","11_50_02_P","4191000","2002419011511500001","2002-01-31","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 단계동 793호 16통 2반 단계아파트 24 501","강원특별자치도 원주시 서원대로 205, 24동 501호 (단계동,단계아파트)","","문화인력","2005-12-05 10:18:24","I","2023-06-13 00:00:00","","282862.617213034","427247.715737805","개인","유료",
"355","유료직업소개소","11_50_02_P","4191000","2002419011511500003","2002-03-06","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 일산동 333번지 7호 21통 6반 우보삼성아파트 2 709","","","시몬직업소개소","2004-06-29 13:06:31","I","2023-06-13 00:00:00","","283186.299074594","427470.746890719","개인","유료",
"356","유료직업소개소","11_50_02_P","4191000","2002419011511500005","2002-04-16","","03","폐업","40","폐업","","","","","","","","경기도 성남시수정구 태평동 6856호 14통","경기도 성남시 수정구 성남대로1237번길 6-18 (태평동)","","골프아카데미","2003-10-02 15:35:59","I","2023-06-13 00:00:00","","211158.439873248","437656.857680806","개인","유료",
"357","유료직업소개소","11_50_02_P","4191000","2002419011511500007","2002-05-22","","03","폐업","40","폐업","","","","","","","","강원특별자치도 원주시 단계동 808번지 1호 34통 2반 라이프타운 101 805","","","삼성인력공사","2005-10-18 13:19:53","I","2023-06-13 00:00:00","","282406.852736425","428094.957948485","개인","유료",
"358","유료직업소개소","11_50_02_P","4191000","2022419028614500002","2022-04-21","","03","폐업","40","폐업","2024-05-07","","","","","","","강원특별자치도 원주시 문막읍 건등리 1470-5","강원특별자치도 원주시 문막읍 원문로 1722, 2층 201호","26371","대진인력","2024-05-08 16:31:06","U","2024-05-10 02:40:00","","273056.579732273","423962.590478322","개인","유료",
"359","유료직업소개소","11_50_02_P","4191000","2022419028614500007","2022-06-13","","03","폐업","40","폐업","2023-06-27","","","","","","","강원특별자치도 원주시 단구동 493-2","강원특별자치도 원주시 치악로 1718, 1층 (단구동)","26445","미소인력","2023-06-29 16:54:56","U","2023-07-01 02:40:00","","284738.671542944","426413.648014833","개인","유료",
"360","유료직업소개소","11_50_02_P","4191000","2010419019114500019","2010-09-27","","03","폐업","40","폐업","2014-04-30","","","","033 764 9192","","220-939","강원특별자치도 원주시 단계동 908번지 2호","강원특별자치도 원주시 이화1길 38-15 (단계동)","","(주)사람과환경","2014-04-30 11:35:11","I","2023-06-13 00:00:00","","282779.969496573","427042.244090785","법인","유료",
"361","유료직업소개소","11_50_02_P","4191000","2010419019114500021","2010-10-15","","03","폐업","40","폐업","2012-05-23","","","","7651618","","220-943","강원특별자치도 원주시 단구동 1453번지 8호","강원특별자치도 원주시 단구로 278 (단구동)","","동국인력","2012-05-23 14:34:38","I","2023-06-13 00:00:00","","284715.468350113","425818.718560986","개인","유료",
"362","유료직업소개소","11_50_02_P","4191000","2011419019114500001","2011-01-20","","03","폐업","40","폐업","2020-10-19","","","","","","","강원특별자치도 원주시 문막읍 문막리 250번지 27호","강원특별자치도 원주시 문막읍 문막시장1길 91","26373","행복개발","2020-10-19 15:06:00","I","2023-06-13 00:00:00","","272191.336234304","423035.465452077","개인","유료",
"363","유료직업소개소","11_50_02_P","4191000","2011419019114500003","2011-11-14","","03","폐업","40","폐업","2023-03-06","","","","033 740 8880","","","강원특별자치도 원주시 원동 282번지 2호","강원특별자치도 원주시 무실로 122 (원동)","220-902","믿음간병","2023-03-07 10:48:32","I","2023-06-13 00:00:00","","283475.405063077","427263.653922714","개인","유료",
"364","유료직업소개소","11_50_02_P","4191000","2011419019114500004","2011-12-07","","03","폐업","40","폐업","2022-08-10","","","","0337471611","","","강원특별자치도 원주시 학성동 980번지 2호 2층","강원특별자치도 원주시 원문로 66 (학성동)","220-963","원주기업도시주민주식회사","2022-08-10 11:23:31","I","2023-06-13 00:00:00","","283116.379702977","428760.157428239","법인","유료",
"365","유료직업소개소","11_50_02_P","4191000","2011419019114500005","2011-12-14","","03","폐업","40","폐업","2012-01-12","","","","","","220-070","강원특별자치도 원주시 인동 38번지 8호","강원특별자치도 원주시 중앙로 18-1 (인동)","220-070","삼손인력공사","2012-01-12 13:52:47","I","2023-06-13 00:00:00","","284496.378341373","427538.711847891","개인","유료",
