"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조기수","다중이용업소여부",
"624","세탁업","06_20_01_P","4291000","4291000-205-1996-00001","1996-10-02","","01","영업/정상","01","영업","","","","","033378 8715","53.11","","강원특별자치도 정선군 신동읍 예미리 692-2 3통","강원특별자치도 정선군 신동읍 의림로 285","26138","제일세탁소","2016-01-29 10:23:59","I","2023-06-13 00:00:00","일반세탁업","345852.071709247","414088.883699328","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"625","세탁업","06_20_01_P","4291000","4291000-205-1987-00020","1987-05-09","","01","영업/정상","01","영업","","","","","","33.92","","강원특별자치도 정선군 임계면 송계리 761-2","강원특별자치도 정선군 임계면 백두대간로 1356","26110","원주세탁소","2015-09-08 09:49:50","I","2023-06-13 00:00:00","일반세탁업","363517.934963328","445203.847004491","일반세탁업","3","0","1","1","0","0","","","","임대","0","0","0","0","N",
"626","세탁업","06_20_01_P","4291000","4291000-205-1991-00002","1991-09-17","","01","영업/정상","01","영업","","","","","033 5626354","105.60","","강원특별자치도 정선군 임계면 송계리 766-1","강원특별자치도 정선군 임계면 송계5길 5","26110","유일세탁소","2020-12-28 20:03:57","I","2023-06-13 00:00:00","일반세탁업","363588.876709667","445315.181253843","일반세탁업","1","0","1","1","0","0","","","","임대","0","0","0","0","N",
"627","세탁업","06_20_01_P","4291000","4291000-205-2012-00002","2012-03-12","","01","영업/정상","01","영업","","","","","033 562 7082","112.86","","강원특별자치도 정선군 정선읍 봉양리 46-25","강원특별자치도 정선군 정선읍 녹송로 90","26122","빛나라컴퓨터드라이클리닝","2018-03-27 15:33:52","I","2023-06-13 00:00:00","일반세탁업","347931.527853457","432747.690915823","일반세탁업","0","0","1","1","0","0","","","","임대","1","0","0","1","N",
"628","세탁업","06_20_01_P","4291000","4291000-205-2006-00003","2006-10-24","","01","영업/정상","01","영업","","","","","","550.00","","강원특별자치도 정선군 남면 무릉리 822-2","강원특별자치도 정선군 남면 무릉2로 37","26146","주식회사씨존플러스","2019-03-13 10:30:52","I","2023-06-13 00:00:00","일반세탁업","357432.005985419","417791.377595689","일반세탁업","0","0","0","0","0","0","","","","임대","0","0","0","0","N",
"629","세탁업","06_20_01_P","4291000","4291000-205-2007-00001","2007-01-24","","01","영업/정상","01","영업","","","","","033 5927322","33.00","","강원특별자치도 정선군 남면 무릉리 611-24","강원특별자치도 정선군 남면 무릉1로 115","26146","희망나눔세탁소","2019-03-29 09:04:00","I","2023-06-13 00:00:00","일반세탁업","357429.168754883","417312.778110081","일반세탁업","1","0","1","1","0","0","","","","임대","0","0","0","0","N",
"630","세탁업","06_20_01_P","4291000","4291000-205-2006-00001","2006-02-28","","01","영업/정상","01","영업","","","","","033 5633571","16.83","","강원특별자치도 정선군 북평면 북평리 697-2","강원특별자치도 정선군 북평면 북평7길 24","26101","우리세탁소","2014-01-21 15:25:57","I","2023-06-13 00:00:00","일반세탁업","347447.758390626","439723.601080355","일반세탁업","0","0","0","0","0","0","","","","임대","0","0","0","0","N",
"631","세탁업","06_20_01_P","4291000","4291000-205-2004-00001","2004-06-01","","01","영업/정상","01","영업","","","","","","26.70","","강원특별자치도 정선군 여량면 여량리 269-24","강원특별자치도 정선군 여량면 서동로 2922-1","26106","부자세탁소","2014-01-21 16:17:49","I","2023-06-13 00:00:00","일반세탁업","352474.528337226","442458.236933115","일반세탁업","0","0","1","1","0","0","","","","임대","0","0","0","0","N",
"632","세탁업","06_20_01_P","4291000","4291000-205-2004-00002","2004-06-16","","01","영업/정상","01","영업","","","","","033 5634556","39.76","","강원특별자치도 정선군 정선읍 봉양리 224-1","강원특별자치도 정선군 정선읍 정선로 1317","26131","세탁박사","2018-09-07 17:38:21","I","2023-06-13 00:00:00","일반세탁업","346986.079148813","432092.479434844","일반세탁업","1","0","0","0","0","0","","","","임대","0","0","0","0","N",
"633","세탁업","06_20_01_P","4291000","4291000-205-2005-00001","2005-05-10","","01","영업/정상","01","영업","","","","","033 5928272","66.00","","강원특별자치도 정선군 사북읍 사북리 294-14","강원특별자치도 정선군 사북읍 파랑새길 20","26150","스카이세탁","2008-06-23 11:12:11","I","2023-06-13 00:00:00","일반세탁업","361950.631295916","415051.856793276","일반세탁업","0","0","1","1","0","0","","","","임대","1","0","0","0","N",
"634","세탁업","06_20_01_P","4291000","4291000-205-1994-00001","1994-06-16","","01","영업/정상","01","영업","","","","","033 5918919","26.40","","강원특별자치도 정선군 고한읍 고한리 96-49 18통1반","강원특별자치도 정선군 고한읍 고한2길 75","26155","그린세탁소","2004-10-19 00:00:00","I","2023-06-13 00:00:00","일반세탁업","364388.651275947","412723.684800583","일반세탁업","2","0","1","1","0","0","","","","자가","0","0","0","0","N",
"635","세탁업","06_20_01_P","4291000","4291000-205-2003-00003","2003-03-21","","01","영업/정상","01","영업","","","","","033 5907700","0.00","","강원특별자치도 정선군 사북읍 사북리 424","강원특별자치도 정선군 사북읍 하이원길 265","26154","강원랜드고객세탁소","2021-05-04 13:57:08","I","2023-06-13 00:00:00","일반세탁업","361518.513221455","413851.267613498","일반세탁업","0","0","0","0","0","0","","","","","3","0","0","0","N",
"636","세탁업","06_20_01_P","4291000","4291000-205-2011-00002","2011-09-14","","01","영업/정상","01","영업","","","","","033 378 3555","29.58","","강원특별자치도 정선군 신동읍 조동리 200-9","강원특별자치도 정선군 신동읍 함백로 319-2","26141","백광세탁소","2016-08-05 09:24:26","I","2023-06-13 00:00:00","일반세탁업","348121.917681208","413909.529015165","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"637","세탁업","06_20_01_P","4291000","4291000-205-2024-00001","2024-02-02","","01","영업/정상","01","영업","","","","","","57.90","","강원특별자치도 정선군 고한읍 고한리 62-290","강원특별자치도 정선군 고한읍 고한6길 22-1, 1층","26155","나미리세탁소","2024-02-02 14:56:12","I","2024-02-04 00:16:04","일반세탁업","364580.360876429","412554.279247005","일반세탁업","1","0","1","1","0","0","","","","","3","0","0","1","N",
"638","세탁업","06_20_01_P","4311000","4311000-205-2016-00001","2016-09-20","","01","영업/정상","01","영업","","","","","033441 8482","33.30","","강원특별자치도 화천군 사내면 사창리 422-8","강원특별자치도 화천군 사내면 사내로 12","24154","마마운동화빨래방","2020-11-11 18:26:33","I","2023-06-13 00:00:00","운동화전문세탁업","245836.204804152","507652.639622801","운동화전문세탁업","1","0","1","0","0","0","","","","임대","3","1","0","4","N",
"639","세탁업","06_20_01_P","4311000","4311000-205-2002-00001","2002-03-16","","01","영업/정상","01","영업","","","","","033 4418822","29.70","","강원특별자치도 화천군 화천읍 하리 44-23","강원특별자치도 화천군 화천읍 중앙로 10","24129","날아라 세탁맨","2020-11-11 18:24:53","I","2023-06-13 00:00:00","일반세탁업","261773.248605954","511555.981912263","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"640","세탁업","06_20_01_P","4311000","4311000-205-2000-00022","2000-05-01","","01","영업/정상","01","영업","","","","","033 4410445","28.40","","강원특별자치도 화천군 사내면 사창리 971-2 1통1반","강원특별자치도 화천군 사내면 포화로 1146","24157","솔향빨래방","2010-07-20 12:51:58","I","2023-06-13 00:00:00","일반세탁업","245783.336331631","507484.643340488","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"641","세탁업","06_20_01_P","4311000","4311000-205-2004-00001","2004-02-24","","01","영업/정상","01","영업","","","","","033 4422191","22.96","","강원특별자치도 화천군 화천읍 하리 34-10 4통1반","강원특별자치도 화천군 화천읍 상승로 45-11","24121","새하얀크리닝","2020-11-11 18:25:12","I","2023-06-13 00:00:00","일반세탁업","261653.831877152","511598.527774164","일반세탁업","2","1","1","1","0","0","","","","자가","0","0","0","0","N",
"642","세탁업","06_20_01_P","4311000","4311000-205-2000-00020","2000-01-12","","01","영업/정상","01","영업","","","","","033 4414424","40.00","","강원특별자치도 화천군 사내면 사창리 445-2","강원특별자치도 화천군 사내면 사내로 54-1","24154","24시빨래방","2020-11-11 18:24:31","I","2023-06-13 00:00:00","일반세탁업","245593.441192411","507863.290973713","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"643","세탁업","06_20_01_P","4311000","4311000-205-2000-00017","2000-01-12","","01","영업/정상","01","영업","","","","","033 4424141","50.55","","강원특별자치도 화천군 화천읍 하리 43-98","강원특별자치도 화천군 화천읍 상승로 50-1","24123","크린크린크리닝","2013-03-18 13:25:20","I","2023-06-13 00:00:00","일반세탁업","261753.902023344","511629.516188255","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"644","세탁업","06_20_01_P","4311000","4311000-205-2014-00003","2014-06-03","","01","영업/정상","01","영업","","","","","","83.60","","강원특별자치도 화천군 화천읍 하리 34-10 (2층)","강원특별자치도 화천군 화천읍 상승로 45-11, 2층","24121","씨엔씨운동화빨래방","2019-07-12 14:16:46","I","2023-06-13 00:00:00","운동화전문세탁업","261653.831877152","511598.527774164","운동화전문세탁업","2","0","2","0","0","0","","","","임대","1","0","0","1","N",
"645","세탁업","06_20_01_P","4311000","4311000-205-2000-00002","2000-01-12","","01","영업/정상","01","영업","","","","","033 4422995","22.50","","강원특별자치도 화천군 화천읍 하리 00 2통","강원특별자치도 화천군 화천읍 중앙로4길 10","24129","백광기계세탁소","2020-11-11 18:21:51","I","2023-06-13 00:00:00","일반세탁업","261802.091920607","511497.125325859","일반세탁업","2","0","1","1","0","0","","","","","0","0","0","0","N",
"646","세탁업","06_20_01_P","4311000","4311000-205-2000-00003","2000-01-12","","01","영업/정상","01","영업","","","","","033 4414620","17.40","","강원특별자치도 화천군 사내면 사창리 00 1통3반","강원특별자치도 화천군 사내면 사내로 40-1","24154","남양세탁소","2020-11-11 18:22:13","I","2023-06-13 00:00:00","일반세탁업","245681.287091131","507756.958810776","일반세탁업","2","0","1","1","0","0","","","","","0","0","0","0","N",
"647","세탁업","06_20_01_P","4311000","4311000-205-2000-00004","2000-01-12","","01","영업/정상","01","영업","","","","","033 4423700","28.50","","강원특별자치도 화천군 화천읍 하리 63-2","강원특별자치도 화천군 화천읍 중앙로3길 16-5","24124","현대세탁소","2020-11-11 18:22:39","I","2023-06-13 00:00:00","일반세탁업","261876.096167441","511609.081043358","일반세탁업","2","0","1","1","0","0","","","","","0","0","0","0","N",
"648","세탁업","06_20_01_P","4311000","4311000-205-2000-00010","2000-01-12","","01","영업/정상","01","영업","","","","","033 4422726","25.00","","강원특별자치도 화천군 화천읍 하리 68","강원특별자치도 화천군 화천읍 화천새싹길 16","24123","화천세탁소","2020-11-11 18:23:41","I","2023-06-13 00:00:00","일반세탁업","261861.535800074","511715.514275283","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"649","세탁업","06_20_01_P","4311000","4311000-205-2000-00014","2000-01-12","","01","영업/정상","01","영업","","","","","033 4425054","24.40","","강원특별자치도 화천군 간동면 유촌리 601-1","강원특별자치도 화천군 간동면 파로호로 925","24138","용화사","2020-11-12 17:33:15","I","2023-06-13 00:00:00","일반세탁업","269308.300379015","506046.639604388","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"650","세탁업","06_20_01_P","4311000","4311000-205-2025-00002","2025-04-30","","01","영업/정상","01","영업","","","","","","64.00","","강원특별자치도 화천군 화천읍 신읍리 638-2","강원특별자치도 화천군 화천읍 옹기점길 14","24113","충성 세탁산업","2025-04-30 14:35:02","I","2025-05-02 00:20:40","일반세탁업","261222.000441177","512565.597651346","일반세탁업","0","0","0","0","0","0","","","","임대","2","0","0","2","N",
"651","세탁업","06_20_01_P","4311000","4311000-205-2025-00001","2025-04-16","","01","영업/정상","01","영업","","","","","","70.54","","강원특별자치도 화천군 상서면 산양리 738-35","강원특별자치도 화천군 상서면 영서로 7733","24101","바울빨래방","2025-04-16 13:37:41","I","2025-04-18 00:10:33","일반세탁업","257976.392420345","523089.015687311","일반세탁업","0","0","0","0","0","0","","","","자가","1","0","0","2","N",
"652","세탁업","06_20_01_P","4321000","4321000-205-1991-00001","1991-07-10","","01","영업/정상","01","영업","","","","","033 4811066","37.91","","강원특별자치도 양구군 양구읍 상리 227-28","강원특별자치도 양구군 양구읍 사명길 69","24531","소양세탁소","2018-03-09 17:29:03","I","2023-06-13 00:00:00","일반세탁업","286601.654915784","511854.791018213","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","0","N",
"653","세탁업","06_20_01_P","4321000","4321000-205-2011-00001","2011-07-25","","01","영업/정상","01","영업","","","","","033 481 7834","21.00","","강원특별자치도 양구군 양구읍 상리 261-2","강원특별자치도 양구군 양구읍 해시계로 24-8","24536","고은세탁소","2013-09-27 15:13:46","I","2023-06-13 00:00:00","일반세탁업","286726.033892662","511772.642173976","일반세탁업","1","0","1","0","0","0","","","","자가","0","0","0","1","N",
