"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","욕실수","발한실여부","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"245","목욕장업","11_44_01_P","4311000","4311000-202-2019-00001","2019-01-15","","01","영업/정상","01","영업","","","","","033 4404595","252.00","","강원특별자치도 화천군 사내면 사창리 459-8","강원특별자치도 화천군 사내면 상록길 1-5","24155","토마토 수영장","2021-08-18 13:21:12","I","2023-06-13 00:00:00","목욕장업 기타","245535.668535229","507720.789158712","목욕장업 기타","1","0","1","0","0","0","0","N","","","","자가","0","0","N",
"246","목욕장업","11_44_01_P","4311000","4311000-202-2021-00001","2021-07-15","","01","영업/정상","01","영업","","","","","033 4414624","112.50","","강원특별자치도 화천군 화천읍 상리 20-10","강원특별자치도 화천군 화천읍 상승로8길 15-19","24115","장애인복지센터 목욕탕","2021-07-15 14:11:16","I","2023-06-13 00:00:00","공동탕업","261756.020866974","512331.731352463","공동탕업","2","1","0","0","1","1","1","N","","","","","0","0","N",
"247","목욕장업","11_44_01_P","4311000","4311000-202-2025-00001","2025-07-11","","01","영업/정상","01","영업","","","","","","180.07","","강원특별자치도 화천군 하남면 원천리 444-2","강원특별자치도 화천군 하남면 원천새싹길 6-1","24145","하남 작은목욕탕","2025-08-12 18:35:09","U","2025-08-15 02:40:00","공동탕업","258535.744473494","506423.115464581","공동탕업","0","0","0","0","0","0","3","Y","","","","","0","0","N",
"248","목욕장업","11_44_01_P","4311000","4311000-202-2024-00001","2024-11-27","","01","영업/정상","01","영업","","","","","033 4414115","267.31","","강원특별자치도 화천군 하남면 서오지리 364-10","강원특별자치도 화천군 하남면 영서로 5076-2","24147","화천운기석찜질방","2025-03-05 13:46:12","U","2025-03-07 02:40:00","찜질시설서비스영업","255694.518633941","505616.449407823","찜질시설서비스영업","0","0","0","0","0","0","0","Y","","","","임대","0","0","N",
"249","목욕장업","11_44_01_P","4321000","4321000-202-1998-00001","1998-12-09","","01","영업/정상","01","영업","","","","","033 4820364","413.75","","강원특별자치도 양구군 양구읍 상리 527-6","강원특별자치도 양구군 양구읍 양록길 28","24529","신협사우나","2023-01-26 10:54:25","I","2023-06-13 00:00:00","공동탕업","286368.246222826","511967.608795965","공동탕업","3","0","2","3","0","0","4","N","","","","","0","0","N",
"250","목욕장업","11_44_01_P","4321000","4321000-202-2004-00001","2004-02-20","","01","영업/정상","01","영업","","","","","033 4802622","364.12","","강원특별자치도 양구군 동면 임당리 590","강원특별자치도 양구군 동면 금강산로 1699","24507","동면문화복지센터목욕탕","2023-01-26 13:15:23","I","2023-06-13 00:00:00","공동탕업","291341.865487285","522731.661340782","공동탕업","2","1","0","0","1","1","2","N","","","","자가","0","0","N",
"251","목욕장업","11_44_01_P","4321000","4321000-202-2004-00003","2004-10-14","","01","영업/정상","01","영업","","","","","03348155031","168.78","","강원특별자치도 양구군 방산면 현리 28-10","강원특별자치도 양구군 방산면 평화로 51-37","","방산면종합복지회관","2023-01-26 13:15:14","I","2023-06-13 00:00:00","공동탕업","282831.7502198","523333.598336189","공동탕업","2","1","1","0","0","0","2","N","","","","자가","0","0","N",
"252","목욕장업","11_44_01_P","4321000","4321000-202-2004-00002","2004-10-13","","01","영업/정상","01","영업","","","","","033 4814031","192.00","","강원특별자치도 양구군 국토정중앙면 용하리 416-1","강원특별자치도 양구군 국토정중앙면 삼팔선로 9","24554","남면종합복지회관","2023-01-26 13:15:38","I","2023-06-13 00:00:00","공동탕업","290655.262276379","512233.216442972","공동탕업","2","1","1","0","0","0","2","N","","","","","0","0","N",
"253","목욕장업","11_44_01_P","4321000","4321000-202-2006-00001","2006-02-09","","01","영업/정상","01","영업","","","","","033 4812420","212.25","","강원특별자치도 양구군 양구읍 상리 193-21","강원특별자치도 양구군 양구읍 중심로 134-43","24545","양구불가마한증막","2023-11-22 15:31:12","U","2023-11-24 02:40:00","찜질시설서비스영업","","","찜질시설서비스영업","1","1","1","1","1","1","0","Y","","","","임대","0","0","N",
"254","목욕장업","11_44_01_P","4321000","4321000-202-2007-00001","2007-07-23","","01","영업/정상","01","영업","","","","","033 481 0707","163.47","","강원특별자치도 양구군 해안면 현리 12-6","강원특별자치도 양구군 해안면 펀치볼로 1357-6","24563","해안면노인복지센터","2023-01-26 13:15:31","I","2023-06-13 00:00:00","공동탕업","299624.119119367","532428.656794048","공동탕업","0","1","0","0","0","0","2","N","","","","자가","0","0","N",
"255","목욕장업","11_44_01_P","4321000","4321000-202-1986-00001","1986-09-11","","01","영업/정상","01","영업","","","","","033 4812733","120.98","","강원특별자치도 양구군 양구읍 상리 235","강원특별자치도 양구군 양구읍 중앙길 68","24536","평화탕","2023-01-26 11:00:15","I","2023-06-13 00:00:00","공동탕업","286694.272778176","511710.181253394","공동탕업","3","0","2","0","0","0","2","N","","","","","0","0","N",
"256","목욕장업","11_44_01_P","4321000","4321000-202-2019-00001","2019-11-04","","01","영업/정상","01","영업","","","","","","1068.12","","강원특별자치도 양구군 양구읍 고대리 471-1","강원특별자치도 양구군 양구읍 성곡로 173-7","24514","양구 첨성대 불가마 찜질방","2023-06-12 13:44:14","U","2023-06-14 02:40:00","목욕장업 기타","286567.692622505","514871.50999316","목욕장업 기타","1","1","1","0","1","0","2","N","","","","자가","0","0","N",
"257","목욕장업","11_44_01_P","4331000","4331000-202-2024-00001","2024-10-11","","01","영업/정상","01","영업","","","","","033460 2321","432.01","","강원특별자치도 인제군 남면 신남리 334-6","","","남면목욕탕","2024-10-11 14:17:06","I","2024-10-13 00:12:39","공동탕업","295046.080127921","496717.391780343","공동탕업","1","0","1","3","0","0","2","N","","","","자가","0","0","N",
"258","목욕장업","11_44_01_P","4331000","4331000-202-1991-00001","1991-02-07","","01","영업/정상","01","영업","","","","","033 4610920","491.00","","강원특별자치도 인제군 기린면 현리 652-14","강원특별자치도 인제군 기린면 내린천로 4027, 주건축물제1동 1층","24661","기린목욕탕","2022-11-30 10:46:46","I","2023-06-13 00:00:00","공동탕업","315653.167461855","495612.97141254","공동탕업","2","0","0","0","0","0","2","Y","","","","","0","0","N",
"259","목욕장업","11_44_01_P","4331000","4331000-202-1987-00001","1987-12-24","","01","영업/정상","01","영업","","","","","033461 0557","115.01","","강원특별자치도 인제군 인제읍 상동리 362-1","강원특별자치도 인제군 인제읍 인제로205번길 2","24631","대도사우나","2025-07-15 17:44:44","U","2025-07-17 02:40:00","공동탕업","302856.990617227","508090.526043698","공동탕업","3","1","0","0","0","0","1","Y","","","","","0","0","N",
"260","목욕장업","11_44_01_P","4331000","4331000-202-2011-00001","2011-09-05","","01","영업/정상","01","영업","","","","","033 4602361","169.65","","강원특별자치도 인제군 상남면 상남리 102-1","강원특별자치도 인제군 상남면 상남로38번길 6","24664","상남복지회관","2022-03-28 09:34:57","I","2023-06-13 00:00:00","목욕장업 기타","310808.230198439","486401.26903877","목욕장업 기타","3","1","1","1","0","0","4","Y","","","","임대","0","0","N",
"261","목욕장업","11_44_01_P","4331000","4331000-202-2013-00001","2013-05-22","","01","영업/정상","01","영업","","","","","16443366","342.98","","강원특별자치도 인제군 기린면 북리 632","강원특별자치도 인제군 기린면 상하답로 130","24654","사우나","2025-10-01 16:49:40","U","2025-10-03 02:40:00","공동탕업","313347.093858807","500672.838290134","공동탕업","7","0","1","1","0","0","0","Y","","","","자가","0","0","Y",
"262","목욕장업","11_44_01_P","4331000","4331000-202-2015-00001","2015-03-26","","01","영업/정상","01","영업","","","","","033 463 6366","340.83","","강원특별자치도 인제군 북면 원통리 307","강원특별자치도 인제군 북면 갈골로2길 21","24622","원통불가마","2023-09-07 13:20:53","U","2023-09-09 02:40:00","찜질시설서비스영업","306967.383555819","514173.182071708","찜질시설서비스영업","0","0","0","0","0","0","2","Y","","","","자가","0","0","Y",
"263","목욕장업","11_44_01_P","4331000","4331000-202-2015-00002","2015-11-27","","01","영업/정상","01","영업","","","","","033 4635000","335.15","","강원특별자치도 인제군 인제읍 귀둔리 1061","강원특별자치도 인제군 인제읍 필례약수길 72","24643","필례 게르마늄 온천","2022-03-28 09:39:10","I","2023-06-13 00:00:00","공동탕업","320103.418972366","509065.474894042","공동탕업","1","0","1","1","0","0","2","N","","","","자가","0","2","N",
"264","목욕장업","11_44_01_P","4331000","4331000-202-2021-00001","2021-03-31","","01","영업/정상","01","영업","","","","","","269.29","","강원특별자치도 인제군 서화면 천도리 589 서화면종합복지회관","강원특별자치도 인제군 서화면 천도로81번길 27, 서화면종합복지회관","24603","서화문화복지타운 목욕탕","2023-12-04 15:26:56","U","2023-12-06 02:40:00","공동탕업","305643.63871887","524990.983272067","공동탕업","2","1","1","1","0","0","2","Y","","","","","0","0","N",
"265","목욕장업","11_44_01_P","4331000","4331000-202-2004-00001","2004-01-12","","01","영업/정상","01","영업","","","","","033 4625858","708.00","","강원특별자치도 인제군 북면 원통리 667","강원특별자치도 인제군 북면 금강로 56","24613","굿모닝 사우나","2022-11-30 10:49:11","I","2023-06-13 00:00:00","공동탕업","305603.724510322","514221.025918779","공동탕업","0","0","0","0","0","0","0","N","","","","자가","0","0","N",
"266","목욕장업","11_44_01_P","4331000","4331000-202-1989-00001","2000-01-18","","01","영업/정상","01","영업","","","","","033 4611155","172.00","","강원특별자치도 인제군 남면 신남리 395","강원특별자치도 인제군 남면 신남로 67","24648","소원목욕탕","2022-03-28 09:38:51","I","2023-06-13 00:00:00","공동탕업","294840.748093263","496792.35350551","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"267","목욕장업","11_44_01_P","4341000","4341000-202-1998-00001","1998-01-24","","01","영업/정상","01","영업","","","","","033 6823020","565.06","","강원특별자치도 고성군 거진읍 거진리 284-8","강원특별자치도 고성군 거진읍 거탄진로 121","24717","바다사우나","2023-01-11 17:33:18","I","2023-06-13 00:00:00","공동탕업","326902.812225561","550209.333561195","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"268","목욕장업","11_44_01_P","4341000","4341000-202-1995-00001","1995-08-12","","01","영업/정상","01","영업","","","","","033 6360013","2225.50","","강원특별자치도 고성군 토성면 원암리 331-2","강원특별자치도 고성군 토성면 고성대로 47-24","24768","일성콘도온천사우나","2023-01-27 10:11:14","I","2023-06-13 00:00:00","공동탕업","331627.272688906","523921.362834984","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"269","목욕장업","11_44_01_P","4341000","4341000-202-1991-00004","1991-09-25","","01","영업/정상","01","영업","","","","","033635 9300","995.23","","강원특별자치도 고성군 토성면 원암리 362-1","강원특별자치도 고성군 토성면 고성대로 75-16","24768","현대설악탕","2025-04-17 10:51:18","U","2025-04-19 02:40:00","공동탕업","331792.603314893","524101.034298754","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"270","목욕장업","11_44_01_P","4341000","4341000-202-1991-00001","1991-07-27","","01","영업/정상","01","영업","","","","","033 6330107","2745.16","","강원특별자치도 고성군 토성면 원암리 403-1","강원특별자치도 고성군 토성면 미시령옛길 1153","24768","오션플레이 사우나","2025-05-09 15:09:56","U","2025-05-11 02:40:00","공동탕업","330773.968639857","524312.561018691","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"271","목욕장업","11_44_01_P","4341000","4341000-202-1980-00001","1980-11-14","","01","영업/정상","01","영업","","","","","033 682 1234","157.80","","강원특별자치도 고성군 거진읍 거진리 240-12","강원특별자치도 고성군 거진읍 거진시장뒷길 18","24715","동아목욕탕","2023-01-11 17:02:45","I","2023-06-13 00:00:00","공동탕업","326824.325915863","550462.50337308","공동탕업","1","0","1","1","0","0","2","Y","","","","","0","0","N",
"272","목욕장업","11_44_01_P","4341000","4341000-202-2005-00001","2005-07-20","","01","영업/정상","01","영업","","","","","033 638 5362","896.43","","강원특별자치도 고성군 죽왕면 삼포리 988-127","강원특별자치도 고성군 죽왕면 순포로 188","24750","설악썬밸리리조트사우나","2023-01-11 17:04:55","I","2023-06-13 00:00:00","공동탕업","332106.6892848","535433.575343822","공동탕업","5","2","0","0","1","1","0","N","","","","","0","0","N",
"273","목욕장업","11_44_01_P","4341000","4341000-202-1988-00001","1988-11-24","","01","영업/정상","01","영업","","","","","033 6820823","241.20","","강원특별자치도 고성군 현내면 대진리 189-8","강원특별자치도 고성군 현내면 한나루로 69","24704","현내면복지회관","2023-03-16 11:33:30","I","2023-06-13 00:00:00","공동탕업","324436.436541182","555538.596990302","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
