"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"458","옥외광고업","04_15_01_P","4181000","2012418024108500009","2012-06-27","","03","폐업","40","폐업","2018-12-13","","","","033 253 0955","","","강원특별자치도 춘천시 우두동 ***-**","강원특별자치도 춘천시 충열로 **-* (우두동)","200-939","주식회사 광고발전소","2019-01-11 10:19:40","I","2023-06-13 00:00:00","","264583.597559436","488839.71089516","간판,현수막,옥외광고물 제작 및 제조",
"459","옥외광고업","04_15_01_P","4181000","2012418024108500010","2012-08-22","","03","폐업","40","폐업","2017-10-20","","","","033 244 5800","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 춘천로 *** (후평동)","200-961","종합광고 원플러스","2017-10-23 11:56:14","I","2023-06-13 00:00:00","","265707.479460274","486826.739740724","간판.현수막등 옥외광고물제작 및 제조",
"460","옥외광고업","04_15_01_P","4181000","2015418023908500005","2016-12-19","","03","폐업","40","폐업","2018-08-07","","","","","","","강원특별자치도 춘천시 석사동 ***-**","강원특별자치도 춘천시 효석로**번길 **, *층 (석사동)","24382","우성산업","2018-11-22 11:44:38","I","2023-06-13 00:00:00","","264985.438813087","484479.060391221","옥외광고업 제작,설치",
"461","옥외광고업","04_15_01_P","4181000","2015418023908500008","2015-12-24","","03","폐업","40","폐업","2021-02-24","","","","","","","강원특별자치도 춘천시 온의동 ***-*","강원특별자치도 춘천시 충혼길**번길 *-** (온의동)","24438","디컴미디어","2021-02-26 09:31:11","I","2023-06-13 00:00:00","","263252.642531248","484374.581182559","옥외광고업",
"462","옥외광고업","04_15_01_P","4181000","2016418023908500001","2021-06-09","","03","폐업","40","폐업","2021-06-09","","","","","","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 퇴계공단길 ** (퇴계동)","24427","디자인클라우드 협동조합","2021-06-11 09:59:04","I","2023-06-13 00:00:00","","265091.867995329","482505.457489483","옥외광고물 설치.제작",
"463","옥외광고업","04_15_01_P","4181000","2016418023908500002","2016-02-16","","03","폐업","40","폐업","2017-11-01","","","","042 624 8449","","","강원특별자치도 춘천시 효자동 ***-**","강원특별자치도 춘천시 공지로 ***-* (효자동)","24372","(주)이엑스쏠라","2017-11-02 10:56:43","I","2023-06-13 00:00:00","","264343.518009885","485220.763516057","옥외광고업",
"464","옥외광고업","04_15_01_P","4181000","2012418024108500012","2012-11-21","","03","폐업","40","폐업","2016-01-18","","","","033 262 3374","","","강원특별자치도 춘천시 남산면 강촌리 ***-**","강원특별자치도 춘천시 남산면 강촌로 **","200-911","강촌간판","2016-01-28 09:06:05","I","2023-06-13 00:00:00","","255754.411309954","479114.902255787","옥외광고물제작 및 제조.간판.현수막",
"465","옥외광고업","04_15_01_P","4181000","2013418024108500002","2013-01-14","","03","폐업","40","폐업","2018-01-19","","","","","","","강원특별자치도 춘천시 동내면 신촌리 ***-**","강원특별자치도 춘천시 동내면 향군길 **","200-881","중앙기획","2018-01-22 09:18:53","I","2023-06-13 00:00:00","","267300.384147367","483009.647777281","옥외광고물제조 및 간판현수막제작",
"466","옥외광고업","04_15_01_P","4181000","2013418024108500004","2014-04-25","","03","폐업","40","폐업","2014-04-25","","","","","","","경기도 성남시 수정구 신흥동 ****","경기도 성남시 수정구 수정남로 *** (신흥동)","461-812","미소광고","2014-04-25 15:51:47","I","2023-06-13 00:00:00","","212745.685931517","438027.357483241","옥외광고물 제작 및 제조,간판,현수막",
"467","옥외광고업","04_15_01_P","4181000","2013418024108500009","2020-05-12","","03","폐업","40","폐업","2023-01-04","","","","033 242 4117","","","강원특별자치도 춘천시 동산면 봉명리 ***-*","강원특별자치도 춘천시 동산면 원무동길 ***","24410","계룡산업건설(주)","2023-01-04 13:36:02","I","2023-06-13 00:00:00","","269860.028394837","474377.120289476","옥외광고업",
"468","옥외광고업","04_15_01_P","4181000","2005418011108200032","2013-07-29","","03","폐업","40","폐업","2021-06-09","","","","033 261 8895","","","강원특별자치도 춘천시 동내면 신촌리 ***-*","강원특별자치도 춘천시 동내면 동내로 **-*","200-881","합자회사 신세계건설","2021-06-10 09:51:12","I","2023-06-13 00:00:00","","266775.680108554","483235.389549533","도장,철물,시설물유지관리,옥외광고물,옥외광고업",
"469","옥외광고업","04_15_01_P","4181000","2005418011108200033","2013-07-31","","03","폐업","40","폐업","2021-06-09","","","","033 262 5493","","","강원특별자치도 춘천시 동내면 신촌리 ***-*","강원특별자치도 춘천시 동내면 동내로 **-*","","(합)태진산업","2021-06-10 09:50:46","I","2023-06-13 00:00:00","","266820.278911653","483226.881485672","철물,강구조물,옥외광고물공사,시설물유지관리,옥외광고업",
"470","옥외광고업","04_15_01_P","4181000","2005418011108200034","2005-09-27","","03","폐업","40","폐업","2008-09-29","","","","033 2642180","","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 공지로 ***  (효자동)","","(자)강일건업","2008-12-17 11:45:06","I","2023-06-13 00:00:00","","264744.790372812","484893.863565142","토목,도장,석공사,철물,철콘,옥외광고,상하수도설비",
"471","옥외광고업","04_15_01_P","4181000","2005418011108200036","2010-06-03","","03","폐업","40","폐업","2012-06-27","","","","2422085","","","강원특별자치도 춘천시 동내면 고은리 ***-*","강원특별자치도 춘천시 동내면 고은길 **","200-881","(주)창성기업","2012-06-28 09:23:29","I","2023-06-13 00:00:00","","268271.389201394","482455.629876944","철물,철근콘크리트,옥외광고물공사,철문,창호,토목공사",
"472","옥외광고업","04_15_01_P","4181000","2005418011108200037","2008-09-04","","03","폐업","40","폐업","2020-11-09","","","","033 253 1320","","","강원특별자치도 춘천시 중앙로*가 **","강원특별자치도 춘천시 중앙로 **-*, *층 (중앙로*가)","","한일산업","2020-11-09 13:32:01","I","2023-06-13 00:00:00","","264023.547884124","486753.796530807","도장공사,금속구조물,창호공사,건축공사,토목공사,옥외광고",
"473","옥외광고업","04_15_01_P","4181000","2017418023908500014","2023-09-13","","03","폐업","40","폐업","2023-09-13","","","","","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 후석로**번길 **, *층 (석사동)","24388","디자인쟁이","2023-09-13 11:39:35","U","2023-09-15 02:40:00","","265404.225685143","484140.093121292","현수막,옥외광고",
"474","옥외광고업","04_15_01_P","4181000","2017418023908500015","2017-10-30","","03","폐업","40","폐업","2021-06-10","","","","","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 효석로 ***, *층 (석사동)","24388","디자인 캔버스","2021-06-14 09:20:51","I","2023-06-13 00:00:00","","265401.276607724","484086.21603036","현수막,옥외광고물 제작 설치등",
"475","옥외광고업","04_15_01_P","4181000","2018418023908500001","2020-06-26","","03","폐업","40","폐업","2020-06-26","","","","","","","강원특별자치도 춘천시 동내면 사암리 ***-*","강원특별자치도 춘천시 동내면 대룡산길 **-*","24408","라인종합광고인테리어","2020-06-29 10:49:56","I","2023-06-13 00:00:00","","267553.645347933","482060.8239376","옥외광고물 제작등",
"476","옥외광고업","04_15_01_P","4181000","2012418024108500005","2012-11-21","","04","취소/말소/만료/정지/중지","70","취소","","","","","","","","강원특별자치도 춘천시 근화동 ***-*","강원특별자치도 춘천시 공지로***번길 ** (근화동)","200-931","0","2012-11-21 23:11:44","I","2023-06-13 00:00:00","","263219.797257352","485879.513301523","옥외광고물",
"477","옥외광고업","04_15_01_P","4191000","2023419103808500001","2025-05-13","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 원주시 봉산동 ***-**","강원특별자치도 원주시 동부순환로 *** (봉산동)","26454","거성산업","2025-05-13 17:58:06","U","2025-05-15 02:40:00","","286354.73540446","427636.680193033","간판제작, 광고물 인쇄",
"478","옥외광고업","04_15_01_P","4191000","2016419025508500005","2025-08-21","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 원주시 문막읍 왕건로 ***-*","26367","문막광고간판","2025-08-21 17:29:47","U","2025-08-23 02:40:00","","","","옥외광고물 제작 및 설치",
"479","옥외광고업","04_15_01_P","4191000","2018419025508500012","2022-07-27","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 원주시 학성동 ***-*","강원특별자치도 원주시 강변로 ***-*, *층 (학성동)","26430","디자인 먹닮","2022-11-17 16:54:19","I","2023-06-13 00:00:00","","284360.827248847","428281.103598039","옥외광고업 등",
"480","옥외광고업","04_15_01_P","4191000","2003419008508200007","2003-04-07","","01","영업/정상","20","정상","","","","","033 748 1826","","","강원특별자치도 원주시 호저면 만종리 ***","강원특별자치도 원주시 호저면 원문로 ***","220-924","한양간판광고","2022-08-11 13:39:05","I","2023-06-13 00:00:00","","281052.136342672","429128.42229951","광고업",
"481","옥외광고업","04_15_01_P","4191000","2003419008508200010","2022-04-01","","01","영업/정상","20","정상","","","","","033 7660290","","","강원특별자치도 원주시 판부면 서곡리 ****-*","강원특별자치도 원주시 판부면 오성마을길 **","26400","세명종합광고","2022-04-20 14:47:54","I","2023-06-13 00:00:00","","284082.279406647","424588.62140544","광고업",
"482","옥외광고업","04_15_01_P","4191000","2005419008508200007","2014-07-03","","01","영업/정상","20","정상","","","","","033 762 6046","","","강원특별자치도 원주시 단구동 ***-**","강원특별자치도 원주시 강변로 *** (단구동)","220-940","웰디자인기획","2014-07-04 11:09:02","I","2023-06-13 00:00:00","","285155.539192935","426395.664075031","광고업",
"483","옥외광고업","04_15_01_P","4191000","2005419008508200017","2005-10-17","","01","영업/정상","20","정상","","","","","033 748 6618","","","강원특별자치도 원주시 관설동 ****-**","강원특별자치도 원주시 라옹정길 **-** (관설동)","","중앙애드","2014-04-18 14:30:02","I","2023-06-13 00:00:00","","285186.982719702","424802.908024746","광고업",
"484","옥외광고업","04_15_01_P","4191000","2006419008408200001","2006-02-08","","01","영업/정상","20","정상","","","","","033 7454481","","","강원특별자치도 원주시 일산동 ***-*","강원특별자치도 원주시 일산초교길 ** (일산동)","","동우종합광고","2014-04-18 11:09:32","I","2023-06-13 00:00:00","","283531.180308739","427578.157448276","광고업",
"485","옥외광고업","04_15_01_P","4191000","2003419008508200020","2022-06-09","","01","영업/정상","20","정상","","","","","033762 3362","","","강원특별자치도 원주시 단구동 ***-*","강원특별자치도 원주시 치악로 ****-* (단구동)","220-942","주식회사 제일광고","2022-06-09 17:26:58","I","2023-06-13 00:00:00","","284963.689315892","425624.423710032","옥외광고업",
"486","옥외광고업","04_15_01_P","4191000","2004419008508200004","2012-12-20","","01","영업/정상","20","정상","","","","","033 7474737","","","강원특별자치도 원주시 봉산동 ***-*","강원특별자치도 원주시 동부순환로 ***-** (봉산동)","26454","대성애드","2018-02-26 09:53:03","I","2023-06-13 00:00:00","","286578.733531809","428017.736770276","광고업",
"487","옥외광고업","04_15_01_P","4191000","2004419008508200007","2025-01-13","","01","영업/정상","20","정상","","","","","033 762 3898","","","강원특별자치도 원주시 관설동 ****-* 원주단관 청솔*차아파트","강원특별자치도 원주시 시청로 ***, ***동 ****호 (관설동, 원주단관 청솔*차아파트)","26469","정문그래픽스","2025-01-13 15:04:40","U","2025-01-15 02:40:00","","285373.172880629","424065.748294676","현수막, 간판, 광고, 디자인",
"488","옥외광고업","04_15_01_P","4191000","2006419008408200005","2006-04-10","","01","영업/정상","20","정상","","","","","033 761 5239","","","강원특별자치도 원주시 관설동 ****-*","강원특별자치도 원주시 치악고교길 **-** (관설동)","220-934","부흥애드","2014-04-18 13:29:55","I","2023-06-13 00:00:00","","285060.655284413","424106.269874125","광고",
"489","옥외광고업","04_15_01_P","4191000","2006419008408200007","2014-07-15","","01","영업/정상","20","정상","","","","","033 761 1005","","","강원특별자치도 원주시 단구동 ****-**","강원특별자치도 원주시 천매봉길 **-* (단구동)","","(주) 명진이엔지","2014-07-15 17:28:11","I","2023-06-13 00:00:00","","283464.898261386","425192.898460845","광고업",
"490","옥외광고업","04_15_01_P","4191000","2004419008508200016","2004-10-01","","01","영업/정상","20","정상","","","","","033 765 4749","","","강원특별자치도 원주시 인동 **-*","강원특별자치도 원주시 치악로 ****-* (인동)","220-070","새시대광고","2013-12-27 17:21:18","I","2023-06-13 00:00:00","","284544.765319674","427530.966576553","광고업",
"491","옥외광고업","04_15_01_P","4191000","2004419008508200017","2017-11-01","","01","영업/정상","20","정상","","","","","033 7464196","","","강원특별자치도 원주시 흥업면 사제리 **","강원특별자치도 원주시 흥업면 봉현길 **","26356","네모종합간판","2017-11-01 13:56:23","I","2023-06-13 00:00:00","","279111.738872957","425401.323389558","광고업",
