"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"138","관광숙박업","03_11_01_P","4231000","CDFI2260031991000002","1991-09-10","","02","휴업","02","휴업","","2025-01-01","2025-12-31","","033-742-6309","","217-070","강원특별자치도 속초시 노학동 456-2","강원특별자치도 속초시 싸리재길 247-41 (노학동)","","사조마을설악휴양콘도미니엄","2025-03-04 13:02:58","U","2025-03-06 02:40:00","","336573.40414367","520978.186766288","관광숙박업","","","7","","","","","5","2","219","20903","SAJOMAEUL SEORAK RESORT","TOURIST ACCOMODATION(RESORT)","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","휴양콘도미니엄업",
"139","관광숙박업","03_11_01_P","4231000","CDFI2260031991000003","1991-02-01","","02","휴업","02","휴업","","2025-01-01","2026-12-31","","","","217-070","강원특별자치도 속초시 노학동 746-68","강원특별자치도 속초시 관광로408번길 23 (노학동)","24859","설악온천리조트 앤 호텔","2025-02-26 15:57:57","U","2025-03-01 02:40:00","","334849.939955388","522595.537979852","관광숙박업","","","6","","","","","4","2","134","13881","","","0","0","","0","0","","0","1619.62","","0","","","","","","","0","","","","1620","휴양콘도미니엄업",
"140","관광숙박업","03_11_01_P","4231000","CDFI2260032014000001","2014-05-27","","03","폐업","03","폐업","2023-06-30","","","","033-630-0900","","217-811","강원특별자치도 속초시 조양동 1288-22","강원특별자치도 속초시 동해대로 3915 (조양동)","24894","더클래스 300 멤버쉽","2023-07-17 16:58:09","U","2023-07-19 02:40:00","","340151.940023322","521366.686826799","관광숙박업","","일반상업지역","18","학교정화(상대)","","","호텔","15","3","306","1449","","","0","0","","0","0","","0","1449.21","","0","","","","","","","200000000","","","","1449","관광호텔업",
"141","관광숙박업","03_11_01_P","4231000","CDFI2260032016000001","2016-12-27","","03","폐업","03","폐업","2017-07-24","","","","","","","강원특별자치도 속초시 교동 658-49","강원특별자치도 속초시 교동로1길 8 (교동)","24835","든마루","2021-02-11 13:01:28","I","2023-06-13 00:00:00","","338403.674397142","523090.609342701","관광숙박업","","일반상업지역","5","학교정화(상대)","","","숙박시설","5","0","5","0","","","0","0","","0","0","","0","486.24","","0","","","","","","","0","","","","486","호스텔업",
"142","관광숙박업","03_11_01_P","4231000","CDFI2260031973000001","1973-05-18","","03","폐업","03","폐업","2022-11-15","","","","636-7101","","217-120","강원특별자치도 속초시 설악동 151","강원특별자치도 속초시 설악산로 1042 (설악동)","","(주)설악산관광호텔","2022-11-17 15:31:43","I","2023-06-13 00:00:00","","330334.427805578","520067.732514193","관광숙박업","관광사업","보전녹지지역","4","기타","","","호텔","3","1","0","0","","","0","0","","0","0","","0","3020","","0","","","","","","","50000000","","","","3020","관광호텔업",
"143","관광숙박업","03_11_01_P","4231000","CDFI2260031978000001","1978-04-01","","03","폐업","03","폐업","2016-09-02","","","","033-636-7711","","217-120","강원특별자치도 속초시 설악동 74-3","강원특별자치도 속초시 설악산로 852-15 (설악동)","","(주)호텔 설악파크","2016-09-02 14:28:14","I","2023-06-13 00:00:00","","332532.438388878","519629.073409644","관광숙박업","관광사업","자연녹지지역","10","기타","","","호텔","7","3","0","0","","","0","0","","0","0","","0","16325.8","","0","","","","","","","0","","","","16326","관광호텔업",
"144","관광숙박업","03_11_01_P","4231000","CDFI2260031990000001","1990-11-21","","03","폐업","03","폐업","2024-08-21","","","","033-638-8640","","","강원특별자치도 속초시 중앙동 478-19","강원특별자치도 속초시 청초호반로 317 (중앙동)","24837","이스턴관광호텔","2024-08-22 16:42:20","U","2024-08-24 02:40:00","","339332.386608755","523401.861475178","관광숙박업","관광사업","일반상업지역","7","기타","","","숙박시설","6","1","40","4907","","","0","0","","0","0","","0","4907.43","","0","","","","","","","200000000","","","","4907","관광호텔업",
"145","관광숙박업","03_11_01_P","4231000","CDFI2260032001000001","2001-12-29","","03","폐업","03","폐업","2020-11-09","","","","","","217-050","강원특별자치도 속초시 청학동 482-52","강원특별자치도 속초시 중앙로 104 (청학동)","","에스관광호텔","2020-11-11 12:58:13","I","2023-06-13 00:00:00","","338988.642532759","523249.222043988","관광숙박업","관광사업","","0","","","","","0","0","0","0","S Tourist Hotel","Tourist Hotel","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","관광호텔업",
"146","관광숙박업","03_11_01_P","4231000","CDFI2260032022000001","2022-05-13","","03","폐업","03","폐업","2025-04-01","","","","","","","강원특별자치도 속초시 노학동 1031-8","강원특별자치도 속초시 학사평길 46 (노학동)","24867","daystar","2025-04-02 17:05:05","U","2025-04-04 02:40:00","","333668.497636813","523212.560408437","관광숙박업","","자연녹지지역","2","","","","숙박시설","2","0","1","0","","","0","0","","0","0","","0","151.92","","0","","","","","","","800000000","","","","152","호스텔업",
"147","관광숙박업","03_11_01_P","4231000","CDFI2260032023000003","2023-06-12","","01","영업/정상","13","영업중","","","","","","","","강원도 속초시 장사동 453-5","강원도 속초시 영랑호반길 567-3 (장사동)","24805","더펠리스","2023-12-07 11:37:01","U","2023-12-09 02:40:00","","","","관광숙박업","","자연녹지지역","3","기타","","","단독주택","3","0","4","0","","","0","0","","0","0","","0","340.58","","0","","","","","","","500000000","","","","341","호스텔업",
"148","관광숙박업","03_11_01_P","4231000","CDFI2260032022000004","2022-10-17","","01","영업/정상","13","영업중","","","","","033-633-7755","","","강원특별자치도 속초시 교동 1019-6","강원특별자치도 속초시 청초호반로 202 (교동)","24854","속초 비즈니스호텔 카멜","2023-01-19 11:58:06","I","2023-06-13 00:00:00","","338415.335911612","522775.106918887","관광숙박업","","","7","","","","","7","0","40","1613","","","0","0","","0","0","","0","1612.77","","0","","","","","","","0","","","","1613","관광호텔업",
"149","관광숙박업","03_11_01_P","4231000","CDFI2260032006000001","2006-07-19","","01","영업/정상","13","영업중","","","","","033-630-7000","","","강원특별자치도 속초시 대포동 245-5","강원특별자치도 속초시 동해대로 3705, 외 8필지 (대포동)","24902","마레몬스관광호텔","2024-01-29 13:59:03","U","2024-01-31 02:40:00","","340676.644410418","519441.621379438","관광숙박업","관광사업","자연녹지지역","13","기타","","","숙박시설","11","2","148","16144","","","0","0","","0","0","","0","16144.38","","0","","","","","","","8659999700","","","","16144","관광호텔업",
"150","관광숙박업","03_11_01_P","4231000","CDFI2260032024000003","2024-09-06","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 장사동 186-7","강원특별자치도 속초시 장성천길 61-35 (장사동)","24802","비로소, 겨울 하늘","2024-09-06 14:22:30","I","2024-09-08 00:13:45","","335761.398819553","523935.010642743","관광숙박업","","자연녹지지역","2","","","","숙박시설","2","0","6","0","","","0","0","","0","0","","0","253.92","","0","","","","","","","0","","","","254","호스텔업",
"151","관광숙박업","03_11_01_P","4231000","CDFI2260032024000002","2024-08-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 교동 658-52","강원특별자치도 속초시 교동로1길 10, 속초관광호텔 베리트 (교동)","24835","속초관광호텔 베리트","2024-09-04 11:41:36","U","2024-09-07 02:40:00","","338421.142386643","523104.373380398","관광숙박업","","일반상업지역","13","","","","숙박시설","11","2","40","2783","","","0","0","","0","0","","0","2782.84","","0","","","","","","","0","","","","2783","관광호텔업",
"152","관광숙박업","03_11_01_P","4231000","CDFI2260032023000002","2023-03-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 설악동 726-2","강원특별자치도 속초시 장재터마을3길 25 (설악동)","24904","주황집","2023-12-05 14:45:07","U","2023-12-07 02:40:00","","336947.830406426","518234.270322536","관광숙박업","","주거지역","1","주택가주변","","","단독주택","1","0","1","0","","","0","0","","0","0","","0","87.67","","0","","","","","","","0","","","","88","호스텔업",
"153","관광숙박업","03_11_01_P","4231000","CDFI2260032006000002","2006-09-13","","01","영업/정상","13","영업중","","","","","033-635-6644","","","강원특별자치도 속초시 대포동 790-14","강원특별자치도 속초시 동해대로 3691 (대포동)","24902","베니키아 호텔 산과바다 대포항","2024-10-23 10:26:19","U","2024-10-26 02:40:00","","340856.176102209","519316.037080866","관광숙박업","관광사업","일반상업지역","9","기타","","","호텔","9","1","63","3734","","","0","0","","0","0","","0","3733.51","","0","","","","","","","600000000","","","","3734","관광호텔업",
"154","관광숙박업","03_11_01_P","4231000","CDFI2260032014000002","2014-07-15","","01","영업/정상","13","영업중","","","","","033-630-0900","","217-080","강원특별자치도 속초시 조양동 1290-14","강원특별자치도 속초시 동해대로 3919 (조양동)","24894","더클래스300콘도미니엄","2024-10-23 14:39:32","U","2024-10-26 02:40:00","","340161.172859462","521430.791842787","관광숙박업","","일반상업지역","16","학교정화(상대)","","","숙박시설","15","1","120","9111","","","0","0","","0","0","","0","848.16","","0","","","","","","","200000000","","","","848","휴양콘도미니엄업",
"155","관광숙박업","03_11_01_P","4231000","CDFI2260032017000001","2017-06-28","","01","영업/정상","13","영업중","","","","","033-634-1000","","","강원특별자치도 속초시 대포동 908-1","강원특별자치도 속초시 대포항길 186 (대포동)","24900","롯데리조트 속초","2025-02-19 16:12:09","U","2025-02-21 02:40:00","","341368.867554951","521043.560941235","관광숙박업","","자연녹지지역","12","기타","","","숙박시설","9","3","173","53231","Lotte Resort Sokcho","Tourist Accomodation(Hotel)","0","0","","0","0","","0","0","","0","","","","","","","511748506000","","","","0","관광호텔업",
"156","관광숙박업","03_11_01_P","4231000","CDFI2260032017000002","2017-10-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 청호동 1354-2","강원특별자치도 속초시 미리내길 17-1 (청호동)","24885","엘림 호스텔","2021-06-15 15:18:34","I","2023-06-13 00:00:00","","339705.269006087","522220.645525275","관광숙박업","","상업지역","3","기타","","삼성화재해상보험주식회사","숙박시설","3","0","9","0","","","0","0","","0","0","","0","345.96","","0","","","","","","","640000000","","","","346","호스텔업",
"157","관광숙박업","03_11_01_P","4231000","CDFI2260032017000003","2017-06-28","","01","영업/정상","13","영업중","","","","","033-634-1000","","","강원특별자치도 속초시 대포동 908-1 롯데리조트속초","강원특별자치도 속초시 대포항길 186, 롯데리조트속초 (대포동)","24900","롯데리조트 속초","2025-02-19 16:17:35","U","2025-02-21 02:40:00","","341368.867554951","521043.560941235","관광숙박업","","자연녹지지역","12","기타","","","숙박시설","9","3","219","41595","Lotte Resort Sokcho","Tourist Accomodation(Condominium)","0","0","","0","0","","0","7006","","0","","","","","","","0","","","","7006","휴양콘도미니엄업",
"158","관광숙박업","03_11_01_P","4231000","CDFI2260032018000001","2018-02-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 동명동 466-46","강원특별자치도 속초시 설악금강대교로 193 (동명동)","24824","스테이호스텔","2024-05-31 17:55:02","U","2024-06-02 02:40:00","","339512.995015945","523892.217133573","관광숙박업","","일반상업지역","7","기타","","","호텔","7","0","24","953","","","0","0","","0","0","","0","952.77","","0","","","","","","","1999000060","","","","953","호스텔업",
"159","관광숙박업","03_11_01_P","4231000","CDFI2260032019000001","2019-07-24","","01","영업/정상","13","영업중","","","","","033-633-0936","","","강원특별자치도 속초시 조양동 1466-2","강원특별자치도 속초시 해오름로 151 (조양동)","24887","더 티(the T)","2025-06-13 17:29:24","U","2025-06-15 02:40:00","","340492.836995677","521762.832103414","관광숙박업","","일반주거지역","5","아파트지역","","","호텔","5","0","7","989","the T","TOURIST ACCOMODATION(HOSTEL)","0","0","","0","0","","0","952.7","","0","","","","","","","2247000060","","","","953","호스텔업",
"160","관광숙박업","03_11_01_P","4231000","CDFI2260032020000001","2020-05-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 대포동 575-2","강원특별자치도 속초시 해오름로 129 (대포동)","24888","속초비치호스텔","2023-10-12 16:35:48","U","2023-10-14 02:40:00","","340589.195789146","521544.560614715","관광숙박업","","일반상업지역","4","","","","호텔","3","1","8","501","SOKCHO BEACH HOSTEL","TOURIST ACCOMODATION(HOSTEL)","0","0","","0","0","","0","500.84","","0","","","","","","","150000000","","","","501","호스텔업",
