"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","자본금의규모","사업자등록번호",
"195","후원방문판매업체","08_26_05_P","6530000","20156530000301000002","2015-02-02","","03","폐업","4","폐업","2015-09-16","","","","0334327136","","250-911","강원특별자치도 홍천군 홍천읍 희망리 ***번지 *호","강원특별자치도 홍천군 홍천로*길 *, *층","","마임 홍천북부지사","2018-11-08 00:00:00","I","2023-06-16 00:19:48","","277811.57281594","465582.431077321","후원방문판매업","0","2230463931",
"196","후원방문판매업체","08_26_05_P","6530000","20156530000301000003","2015-02-06","","03","폐업","4","폐업","","","","","0330000000","","240-809","강원특별자치도 동해시 천곡동  ****번지","강원특별자치도 동해시 대학로 ** (천곡동)","","김정문알로에 동해지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","386801.390804773","448655.28704167","후원방문판매업","0","2220340753",
"197","후원방문판매업체","08_26_05_P","6530000","20156530000301000004","2015-03-03","","03","폐업","4","폐업","","","","","0330000000","","220-934","강원특별자치도 원주시 관설동  ****번지 *호 *층","강원특별자치도 원주시 단관길 ***, *층 (관설동)","","태경상사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","285117.526343849","424640.839878269","후원방문판매업","0","",
"198","후원방문판매업체","08_26_05_P","6530000","20156530000301000005","2015-03-12","","03","폐업","4","폐업","2018-07-03","","","","0335738245","","","강원특별자치도 삼척시 남양동  **번지 **호","강원특별자치도 삼척시 중앙로 ***, *층 (남양동)","","마임 삼척서부지사","2018-07-03 00:00:00","I","2023-06-16 00:19:48","","391760.303811655","439984.154028105","후원방문판매업","0","2220994741",
"199","후원방문판매업체","08_26_05_P","6530000","20136530000301000003","2013-08-12","","03","폐업","4","폐업","2020-03-31","","","","0335529077","","235-800","강원특별자치도 태백시 황지동  ***번지 **호","강원특별자치도 태백시 서학*길 ***-* (황지동)","","아모레퍼시픽 태백특약점","2020-03-26 00:00:00","I","2023-06-16 00:19:48","","376324.382947278","407788.544917884","후원방문판매업","0","2280148195",
"200","후원방문판매업체","08_26_05_P","6530000","20136530000301000099","2013-08-20","","03","폐업","4","폐업","2022-12-27","","","","0336482508","","25531","강원특별자치도 강릉시 옥천동  ***번지","강원특별자치도 강릉시 율곡로 ****, *층 (옥천동,삼성디지털프라자)","","아모레퍼시픽 신강릉특약점","2022-12-27 00:00:00","I","2023-06-16 00:19:48","","367066.083029131","474531.525554304","후원방문판매업","0","2260113462",
"201","후원방문판매업체","08_26_05_P","6530000","20136530000301000098","2013-08-20","","03","폐업","4","폐업","","","","","0337470338","","220-935","강원특별자치도 원주시 단계동  ***번지 *호","강원특별자치도 원주시 원문로 ***-* (단계동)","","아모레퍼시픽 원주사랑특약점","2017-06-05 00:00:00","I","2023-06-16 00:19:48","","282475.755884541","428655.149657366","후원방문판매업","0","2241545043",
"202","후원방문판매업체","08_26_05_P","6530000","20226530000301000046","2022-06-27","","03","폐업","4","폐업","2024-08-07","","","","","","25500","강원특별자치도 강릉시 교동  ****번지 *호 현대하이빌아파트 ***동 ****호","강원특별자치도 강릉시 원대로***번길 **, ***동 ****호(교동, 현대 하이빌 아파트)","","파이진예섬대리점","2024-08-13 00:00:00","U","2024-08-15 02:40:00","","365890.345998159","475308.949085891","후원방문판매업","0","7652701549",
"203","후원방문판매업체","08_26_05_P","6530000","20226530000301000047","2022-06-27","","03","폐업","4","폐업","2023-05-15","","","","","","25814","강원특별자치도 동해시 단봉동  **번지 *호 ELYSIUM ***동 ***호","강원특별자치도 동해시 구미택지*길 **, ***동 ***호(단봉동, ELYSIUM)","","스마일 동해 1호점","2024-08-19 00:00:00","U","2024-08-21 02:40:00","","388017.203134617","443812.014769028","후원방문판매업","0","4693500894",
"204","후원방문판매업체","08_26_05_P","6530000","20226530000301000048","2022-06-27","","03","폐업","4","폐업","2022-10-31","","","","","","25620","강원특별자치도 강릉시 강동면 상시동리 ***번지 **호","강원특별자치도 강릉시 강동면 와천로 ***-**","","파이진뷰티점","2022-10-31 00:00:00","I","2023-06-16 00:19:48","","372290.219775417","471110.54681952","후원방문판매업","0","3672901316",
"205","후원방문판매업체","08_26_05_P","6530000","20226530000301000049","2022-06-27","","03","폐업","4","폐업","2022-08-25","","","","","","25502","강원특별자치도 강릉시 교동  ****번지 *호 강릉교동풍림아이원아파트 ***동 ****호","강원특별자치도 강릉시 화부산로**번길 **, ***동 ****호(교동, 강릉 교동 풍림아이원 아파트)","","파이진수선화대리점","2022-08-29 00:00:00","I","2023-06-16 00:19:48","","366463.859104553","474867.14246799","후원방문판매업","0","5575500883",
"206","후원방문판매업체","08_26_05_P","6530000","20226530000301000050","2022-06-27","","03","폐업","4","폐업","2023-12-07","","","","","","25583","강원특별자치도 강릉시 입암동  ***번지 *호 입암현대아파트 ***동 ***호","강원특별자치도 강릉시 용지로 **, ***동 ***층(입암동, 입암현대아파트)","","파이진김윤정글로벌","2023-12-07 00:00:00","U","2023-12-09 02:40:00","","368414.739042021","473988.120012389","후원방문판매업","0","3672201675",
"207","후원방문판매업체","08_26_05_P","6530000","20226530000301000051","2022-06-28","","03","폐업","4","폐업","2023-09-21","","","","","","25723","강원특별자치도 동해시 발한동  ***번지 *호","강원특별자치도 동해시 발한천윗길 *(발한동)","","파이진스마일동해2호점","2023-09-21 00:00:00","U","2023-09-23 02:40:00","","385862.096863696","452169.54365926","후원방문판매업","0","1931901642",
"208","후원방문판매업체","08_26_05_P","6530000","20226530000301000052","2022-07-13","","03","폐업","4","폐업","2024-03-07","","","","","","26391","강원특별자치도 원주시 무실동  ****번지 *호 영신프라자","강원특별자치도 원주시 시청로 **, 영신프라자 *층(무실동)","","다모아대박5락실","2024-03-13 00:00:00","U","2024-03-15 02:40:00","","282212.867026178","426408.618514418","후원방문판매업","0","5592001703",
"209","후원방문판매업체","08_26_05_P","6530000","20226530000301000053","2022-07-13","","03","폐업","4","폐업","2025-01-06","","","","","","26490","강원특별자치도 원주시 단구동  ****번지 *호 ***호","강원특별자치도 원주시 토지길 **-*, ***호(단구동)","","인셀덤원주단구대리점","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","284762.522533624","424867.321350151","후원방문판매업","0","1800502274",
"210","후원방문판매업체","08_26_05_P","6530000","20136530000301000078","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","200-936","강원특별자치도 춘천시 석사동  ***번지 *호","강원특별자치도 춘천시 퇴계로 *** (석사동)","","뉴랜드알로에 북부본부","2017-06-08 00:00:00","I","2023-06-16 00:19:48","","265015.004575747","484149.723458304","후원방문판매업","0","",
"211","후원방문판매업체","08_26_05_P","6530000","20136530000301000183","2013-08-02","","03","폐업","4","폐업","","","","","0336454296","","210-050","강원특별자치도 강릉시 성남동  ***번지 *호","","","코리아나화장품 강릉스타점","2017-06-05 00:00:00","I","2023-06-16 00:19:48","","367025.044466832","473875.292591077","후원방문판매업","0","2260931772",
"212","후원방문판매업체","08_26_05_P","6530000","20156530000301000006","2015-06-17","","03","폐업","4","폐업","2020-09-10","","","","0332638284","","","강원특별자치도 춘천시 운교동  ***번지 *호","강원특별자치도 춘천시 춘천로 ***-*, *층 (운교동)","","마임 춘천운교지사","2020-09-11 00:00:00","I","2023-06-16 00:19:48","","264390.350466027","486244.790709752","후원방문판매업","0","6261901138",
"213","후원방문판매업체","08_26_05_P","6530000","20136530000301000184","2013-08-22","","03","폐업","4","폐업","","","","","0000000000","","","","강원특별자치도 인제군 인제읍 비봉로 **-*","","알즈너 균형대리점","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","302811.057917138","507908.423334437","후원방문판매업","0","2230728217",
"214","후원방문판매업체","08_26_05_P","6530000","20156530000301000008","2015-09-01","","03","폐업","4","폐업","2021-11-24","","","","0335538700","","","강원특별자치도 태백시 황지동  **번지 ***호","강원특별자치도 태백시 새시장길 ** (황지동)","","마임 태백중부지사","2021-11-26 00:00:00","I","2023-06-16 00:19:48","","376918.912068668","409922.655746975","후원방문판매업","0","2221004323",
"215","후원방문판매업체","08_26_05_P","6530000","20156530000301000009","2015-09-21","","03","폐업","4","폐업","","","","","","","","","강원특별자치도 삼척시 중앙로 *** (남양동)","","마임 삼척남부지사","2017-06-07 00:00:00","I","2023-06-16 00:19:48","","391821.208754411","440310.397481932","후원방문판매업","0","6401900120",
"216","후원방문판매업체","08_26_05_P","6530000","20156530000301000010","2015-10-06","","03","폐업","4","폐업","2020-06-24","","","","0335417727","","","강원특별자치도 삼척시 도계읍 도계리 ***번지 **호","강원특별자치도 삼척시 도계읍 도계로*길 *","","마임 도계지사","2020-06-24 00:00:00","I","2023-06-16 00:19:48","","381378.766120699","416813.671164916","후원방문판매업","0","5080254038",
"217","후원방문판매업체","08_26_05_P","6530000","20216530000301000015","2021-05-14","","03","폐업","4","폐업","2025-01-06","","","","","","25489","강원특별자치도 강릉시 교동  **번지 *호 교동한신아파트","강원특별자치도 강릉시 명륜로 **-*, ***동 ***호 (교동, 교동한신아파트)","","빌리스인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","367272.559742729","475648.903285786","후원방문판매업","0","6042751671",
"218","후원방문판매업체","08_26_05_P","6530000","20216530000301000017","2021-06-14","","03","폐업","4","폐업","2022-10-05","","","","","","26479","강원특별자치도 원주시 무실동  ****번지 *호 더샵원주센트럴파크*단지 ***동 ***호","강원특별자치도 원주시 한지공원길 ***, ***동 ***호(무실동, 더샵원주센트럴파크*단지)","","라움","2022-10-06 00:00:00","I","2023-06-16 00:19:48","","283020.812079354","426329.396293938","후원방문판매업","0","3732601076",
"219","후원방문판매업체","08_26_05_P","6530000","20216530000301000018","2021-06-14","","03","폐업","4","폐업","2024-07-01","","","","","","26444","강원특별자치도 원주시 개운동  ***번지 **호 ***호","강원특별자치도 원주시 행구로 **, ***호(개운동)","","소울스킨(Soul skin)","2024-07-03 00:00:00","U","2024-07-05 02:40:00","","","","후원방문판매업","0","2020594827",
"220","후원방문판매업체","08_26_05_P","6530000","20216530000301000019","2021-07-16","","03","폐업","4","폐업","2025-01-06","","","","","","25807","강원특별자치도 동해시 동회동  ***번지 *호 대동,현대아파트 **동 ***호","강원특별자치도 동해시 청운*길 **, **동 ***호(동회동, 대동,현대아파트)","","인셀덤 헬레나","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","386177.814049483","444870.370953969","후원방문판매업","0","2143207957",
"221","후원방문판매업체","08_26_05_P","6530000","20216530000301000020","2021-07-16","","03","폐업","4","폐업","2024-02-01","","","","","","24443","강원특별자치도 춘천시 퇴계동  ***번지 *호","강원특별자치도 춘천시 춘주로***번길 **(퇴계동)","","나오미 뷰티","2024-02-08 00:00:00","U","2024-02-11 02:40:00","","263869.914959175","484589.681992795","후원방문판매업","0","4244400608",
"222","후원방문판매업체","08_26_05_P","6530000","20216530000301000021","2021-07-16","","03","폐업","4","폐업","2025-01-06","","","","","","25347","강원특별자치도 평창군 대관령면 횡계리 ***번지 **호","강원특별자치도 평창군 대관령면 올림픽로 ***","","인셀덤 해린","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","350326.988545106","463892.900177199","후원방문판매업","0","5411801539",
"223","후원방문판매업체","08_26_05_P","6530000","20216530000301000023","2021-08-23","","03","폐업","4","폐업","2025-01-06","","","","","","26469","강원특별자치도 원주시 관설동  ****번지 *호 단관코아루아파트 ***동 ****호","강원특별자치도 원주시 시청로 ***, ***동 ****호(관설동, 단관 코아루 아파트)","","조이 인셀덤","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","285222.656837732","423985.324457781","후원방문판매업","0","6941301968",
"224","후원방문판매업체","08_26_05_P","6530000","20216530000301000024","2021-08-23","","03","폐업","4","폐업","2022-03-02","","","","","","26371","강원특별자치도 원주시 문막읍 건등리 ****번지 *호 원주문막주공아파트 ***동 ***호","강원특별자치도 원주시 문막읍 원문로 ****, ***동 ***호(원주문막주공아파트)","","인셀덤 뷰티","2022-03-08 00:00:00","I","2023-06-16 00:19:48","","273200.363902826","424218.439237995","후원방문판매업","0","7154400896",
