"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"178","안경업","01_02_01_P","4191000","PHMB220184190023082200004","2018-06-28","","01","영업/정상","13","영업중","","","","","033-811-5788","","","강원특별자치도 원주시 단계동 1123번지 AK플라자","강원특별자치도 원주시 봉화로 1, AK플라자 3층 (단계동)","26437","아프리카안경원주AK점","2020-08-19 18:20:22","I","2023-06-13 00:00:00","","282120.73395865","427477.545400161","1","1","1","1","1","1","1","1","1","46.4",
"179","안경업","01_02_01_P","4191000","PHMB220184190023082200003","2018-05-30","","01","영업/정상","13","영업중","","","","","033-747-5059","","","강원특별자치도 원주시 중앙동 66번지 1호","강원특별자치도 원주시 중앙로 126, 2층 (중앙동)","26428","으뜸50안경 원주점","2018-10-29 17:14:55","I","2023-06-13 00:00:00","","284122.744987438","428016.182014708","1","1","1","1","2","1","1","1","1","97.82",
"180","안경업","01_02_01_P","4191000","PHMB220194190023082200005","2019-08-09","","01","영업/정상","13","영업중","","","","","033-748-6501","","","강원특별자치도 원주시 반곡동 2056번지 4호","강원특별자치도 원주시 배울로 19, 103호 (반곡동)","26466","아이즈온 안경원","2019-08-09 13:45:10","I","2023-06-13 00:00:00","","286303.92359726","424639.692581146","1","1","1","1","1","1","1","1","1","54",
"181","안경업","01_02_01_P","4191000","PHMB220194190023082200007","2019-09-16","","01","영업/정상","13","영업중","","","","","033-734-7155","","","강원특별자치도 원주시 지정면 가곡리 1495번지 1호","강원특별자치도 원주시 지정면 신지정로 322, 204,205,206호","26353","아이데코안경 원주1호점","2023-09-14 18:17:49","U","2023-09-16 02:40:00","","277216.381416408","431537.498667285","1","1","0","1","1","1","1","1","1","202.92",
"182","안경업","01_02_01_P","4191000","PHMB220204190023082200003","2020-07-01","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 학성동 1085-3","강원특별자치도 원주시 원문로 93, 1층 (학성동)","26412","고안경","2024-05-21 16:29:42","U","2024-05-23 02:40:00","","282902.902704817","428673.328083349","1","1","1","1","2","1","1","2","1","52.84",
"183","안경업","01_02_01_P","4191000","PHMB220224190023082200003","2022-08-24","","01","영업/정상","13","영업중","","","","","033-733-1388","","","강원특별자치도 원주시 지정면 가곡리 1345-11","강원특별자치도 원주시 지정면 무릉로 15","26353","아이프로젝트(EYE PROJECT) 안경 기업도시점","2024-11-01 10:27:10","U","2024-11-03 02:40:00","","277413.117777848","430677.249509998","1","0","0","1","1","0","0","0","0","283.48",
"184","안경업","01_02_01_P","4191000","PHMB220224190023082200004","2022-10-13","","01","영업/정상","13","영업중","","","","","033-735-2421","","","강원특별자치도 원주시 지정면 가곡리 1347-3","강원특별자치도 원주시 지정면 신지정로 212, 201호","26353","으뜸플러스안경 원주기업도시점","2022-10-14 14:53:09","I","2023-06-13 00:00:00","","277310.982456688","430657.461188099","1","0","0","1","1","0","0","0","0","124.36",
"185","안경업","01_02_01_P","4191000","PHMB219924190023082200001","1992-01-24","","01","영업/정상","13","영업중","","","","","033-742-4302","","","","강원특별자치도 원주시 무실로 182 (단계동)","26434","글라스스토리 렌즈스토리 원주단계점","2017-09-04 15:35:57","I","2023-06-13 00:00:00","","283125.943357781","426975.404734288","1","1","1","0","0","0","0","0","0","194.8",
"186","안경업","01_02_01_P","4191000","PHMB220154190023082200005","2015-10-16","","01","영업/정상","13","영업중","","","","","033-746-0018","","","","강원특별자치도 원주시 서원대로 157 (단계동)","26436","안경백화점 터미널점","2023-12-26 16:57:27","U","2023-12-28 02:40:00","","282263.285","427352.095","3","3","3","1","2","1","2","5","5","408.96",
"187","안경업","01_02_01_P","4191000","PHMB220184190023082200002","2018-04-11","","01","영업/정상","13","영업중","","","","","033-744-6914","","","강원특별자치도 원주시 단계동 1123 AK플라자","강원특별자치도 원주시 봉화로 1, AK플라자 지하2층 (단계동)","26437","글라스타안경 원주롯데마트점","2023-06-20 15:14:26","U","2023-06-22 02:40:00","","282120.73395865","427477.545400161","1","1","1","1","1","1","1","1","1","27",
"188","안경업","01_02_01_P","4191000","PHMB220194190023082200004","2019-05-24","","01","영업/정상","13","영업중","","","","","033-763-4004","","","강원특별자치도 원주시 무실동 1062번지 1호 이마트","강원특별자치도 원주시 북원로 1928, 이마트 (무실동)","26395","두쏠아이원주점","2019-05-24 10:10:16","I","2023-06-13 00:00:00","","281366.703634706","424684.582635502","1","1","1","1","1","1","1","2","2","0",
"189","안경업","01_02_01_P","4191000","PHMB220204190023082200001","2020-02-18","","01","영업/정상","13","영업중","","","","","033-744-1316","","","강원특별자치도 원주시 지정면 가곡리 1349번지 2호","강원특별자치도 원주시 지정면 신지정로 172, 현대프라자 103호","26353","아이글라스","2020-02-18 10:29:53","I","2023-06-13 00:00:00","","277670.173420342","430623.032728189","1","1","1","1","2","1","1","1","1","44.08",
"190","안경업","01_02_01_P","4191000","PHMB220204190023082200002","2020-02-19","","01","영업/정상","13","영업중","","","","","033-731-7033","","","강원특별자치도 원주시 중앙동 59번지 10호","강원특별자치도 원주시 원일로 122-1 (중앙동)","26428","으뜸플러스안경 원주점","2020-02-19 11:00:54","I","2023-06-13 00:00:00","","283960.212224758","428023.771957032","1","1","1","11","1","1","0","1","1","48.96",
"191","안경업","01_02_01_P","4191000","PHMB220224190023082200001","2022-02-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 1857-16","강원특별자치도 원주시 능라동길 31, 1층 104,105호 (무실동)","26392","이노티안경 렌즈미 무실점","2022-07-19 10:47:12","I","2023-06-13 00:00:00","","282200.247831965","426126.863879167","1","0","0","1","1","0","0","0","0","83",
"192","안경업","01_02_01_P","4191000","PHMB219994190023082200003","1999-06-01","","01","영업/정상","13","영업중","","","9999-12-31","","033-747-0097","","220-955","강원특별자치도 원주시 우산동 202번지 1호","강원특별자치도 원주시 상지대길 73 (우산동)","26340","상지안경","2008-10-06 00:00:00","I","2023-06-13 00:00:00","","282725.13805028","430176.813783814","1","1","1","0","0","0","0","0","0","0",
"193","안경업","01_02_01_P","4191000","PHMB220004190023082200001","2000-01-12","","01","영업/정상","13","영업중","","","","","033-763-9333","","","강원특별자치도 원주시 흥업면 흥업리 586번지 5호","강원특별자치도 원주시 흥업면 남원로 71","26403","서전안경원","2019-08-13 20:06:40","I","2023-06-13 00:00:00","","281473.471231231","422686.611099098","1","1","1","0","0","0","0","0","0","0",
"194","안경업","01_02_01_P","4191000","PHMB220004190023082200003","2000-05-25","","01","영업/정상","13","영업중","","","","","033-746-1787","","220-701","강원특별자치도 원주시 일산동 97번지 3호","강원특별자치도 원주시 일산로 20 (일산동)","26426","연세대학교의과대학 구내안경원","2015-01-02 09:59:09","I","2023-06-13 00:00:00","","283743.070501419","427862.326128302","1","1","1","1","1","1","1","1","1","0",
"195","안경업","01_02_01_P","4191000","PHMB220014190023082200001","2001-04-03","","01","영업/정상","13","영업중","","","","","033-760-5152","","","강원특별자치도 원주시 흥업면 매지리 1875번지 연세대학교","강원특별자치도 원주시 흥업면 연세대길 1, 연세대학교","26493","연세대구내안경원","2019-08-13 20:04:58","I","2023-06-13 00:00:00","","279802.842138498","420075.310262165","1","1","1","0","0","0","0","0","0","0",
"196","안경업","01_02_01_P","4191000","PHMB220014190023082200002","1991-07-19","","01","영업/정상","13","영업중","","","","","033-742-4780","","220-956","강원특별자치도 원주시 일산동 51번지 7호","강원특별자치도 원주시 원일로 133 (일산동)","26427","상운당안경원","2011-06-17 11:40:27","I","2023-06-13 00:00:00","","283889.781904835","428069.335776755","1","1","1","1","1","1","1","1","1","0",
"197","안경업","01_02_01_P","4191000","PHMB220034190023082200002","2003-02-03","","01","영업/정상","13","영업중","","","9999-12-31","","033-742-9010","","220-903","강원특별자치도 원주시 중앙동 72번지 3호","강원특별자치도 원주시 평원로 59 (중앙동)","26428","구공공안경원","2008-10-06 00:00:00","I","2023-06-13 00:00:00","","284155.876072339","428086.527846661","1","1","1","0","0","0","0","0","0","0",
"198","안경업","01_02_01_P","4191000","PHMB220244191050082200001","2024-06-14","","01","영업/정상","13","영업중","","","","","033-762-7963","","","강원특별자치도 원주시 무실동 1085-1","강원특별자치도 원주시 행가리1길 9 (무실동)","26396","꼼꼼안경","2025-10-17 18:21:49","U","2025-10-19 02:40:00","","281374.240784647","424918.432343278","1","0","0","1","1","0","0","0","0","125.27",
"199","안경업","01_02_01_P","4191000","PHMB220254191050082200002","2025-03-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 1852-2","강원특별자치도 원주시 능라동길 75, 휴먼시티 202호 (무실동)","26392","으뜸50안경-원주2호점","2025-03-11 11:27:51","I","2025-03-13 00:11:06","","282345.463563421","426053.001948438","1","0","0","1","1","0","0","0","0","0",
"200","안경업","01_02_01_P","4191000","PHMB220234191050082200002","2023-09-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 1512-3 한솔프라자","강원특별자치도 원주시 서원대로 410, 한솔프라자 108호 (단구동)","26484","모디안경","2023-09-22 09:41:49","I","2023-09-24 00:17:57","","284152.113549263","425730.460245435","1","0","0","1","1","0","0","0","0","85",
"201","안경업","01_02_01_P","4191000","PHMB220254191050082200001","2025-01-07","","01","영업/정상","13","영업중","","","","","033-813-2727","","","강원특별자치도 원주시 태장동 770-6","강원특별자치도 원주시 현충로 11, 1층 103호 (태장동)","26326","행복한 안경원","2025-01-07 21:35:25","I","2025-01-09 00:11:18","","284537.648215626","428741.171594053","1","0","0","1","1","0","0","0","0","53",
"202","안경업","01_02_01_P","4191000","PHMB220074190023082200001","2007-11-12","","04","취소/말소/만료/정지/중지","24","직권폐업","2015-03-06","","","","033-747-0111","","220-957","강원특별자치도 원주시 일산동 223번지 2호","강원특별자치도 원주시 원일로 157 (일산동)","220-957","이노티안경콘텍트원주점","2015-03-08 15:52:13","I","2023-06-13 00:00:00","","283783.284232824","428239.675929882","1","1","1","1","1","1","1","1","1","0",
"203","안경업","01_02_01_P","4191000","PHMB219944190023082200002","1994-12-15","","04","취소/말소/만료/정지/중지","24","직권폐업","2015-03-06","","","","033-742-5465","","220-050","강원특별자치도 원주시 일산동 101번지 25호","강원특별자치도 원주시 무실로 22 (일산동)","220-050","일공일안경원","2015-03-08 15:52:54","I","2023-06-13 00:00:00","","283995.189264798","427756.094369263","1","1","1","0","0","0","0","0","0","0",
"204","안경업","01_02_01_P","4191000","PHMB220124190023082200003","2012-03-29","","04","취소/말소/만료/정지/중지","24","직권폐업","2021-08-27","","","","033-743-7003","","220-150","강원특별자치도 원주시 무실동 1641번지 9호 102호~103호","강원특별자치도 원주시 시청로 74 (무실동, 102호,103호)","26388","안경이야기","2021-08-27 13:39:46","I","2023-06-13 00:00:00","","282143.07569671","426463.489317021","1","1","1","1","1","1","1","1","1","98.04",
"205","안경업","01_02_01_P","4201000","PHMB220244201026082200001","2024-02-20","","02","휴업","02","휴업","","2025-09-16","2026-03-31","","070-8733-2290","","","","강원특별자치도 강릉시 경강로 2092, 1층 (금학동)","25540","윙크렌즈스토어강릉점","2025-09-17 11:37:53","U","2025-09-19 02:40:00","","367019.277868591","474121.430438255","1","0","0","1","1","0","0","0","0","26.43",
"206","안경업","01_02_01_P","4201000","PHMB219964200028082200004","1996-07-25","","03","폐업","03","폐업","2009-03-23","","","","","","","강원특별자치도 강릉시 성내동 6-14","","","아이맥스안경","2009-03-23 15:54:37","I","2023-06-13 00:00:00","","","","0","0","0","0","0","0","0","0","0","0",
"207","안경업","01_02_01_P","4201000","PHMB219974200028082200002","1997-09-11","","03","폐업","03","폐업","2009-03-30","","","","","","","강원특별자치도 강릉시 금학동 16-2","","","GN하슬라안경원","2009-03-30 13:51:28","I","2023-06-13 00:00:00","","","","0","0","0","0","0","0","0","0","0","0",
"208","안경업","01_02_01_P","4201000","PHMB219984200028082200001","1998-03-07","","03","폐업","03","폐업","2020-12-25","","","","","","210-958","강원특별자치도 강릉시 포남1동 1240번지 2호","강원특별자치도 강릉시 강릉대로 398 (포남동)","25572","윤 안경","2020-12-25 14:16:32","I","2023-06-13 00:00:00","","368144.02497379","475848.027270191","2","1","1","1","1","1","1","1","2","49.84",
"209","안경업","01_02_01_P","4201000","PHMB219984200028082200002","1998-04-24","","03","폐업","03","폐업","2014-06-17","","","","","","210-933","강원특별자치도 강릉시 옥천동 369번지 10호","강원특별자치도 강릉시 경강로 2197 (옥천동)","210-933","맑은눈안경.콘텍트","2014-06-23 13:14:53","I","2023-06-13 00:00:00","","367749.224316719","474892.790562623","2","1","1","2","1","1","1","1","1","0",
