"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"1693","담배소매업","11_43_02_P","4181000","2018418027705600057","2018-08-07","","03","폐업","2","폐업처리","2024-09-23","","","","","","","강원특별자치도 춘천시 교동 138번지","강원특별자치도 춘천시 교동길 2 (교동)","24261","(GS25)춘천향교점","2024-09-23 16:41:21","U","2024-09-25 02:40:00","","264546.954597129","486741.443037305","20180807","제7조의3제2항에따른경우",
"1694","담배소매업","11_43_02_P","4181000","2021418034905600104","2021-12-01","","03","폐업","2","폐업처리","2023-03-27","","","","","","","강원특별자치도 춘천시 우두동 1086 춘천우두엘에이치천년나무1단지","강원특별자치도 춘천시 우두로 130, 상가동 1층 101~103호 (우두동, 춘천우두엘에이치천년나무1단지)","24221","지에스25 춘천우두LH점","2023-03-27 11:42:47","I","2023-06-13 00:00:00","","264782.498980618","490184.342293441","20211201","제7조의3제2항에따른경우",
"1695","담배소매업","11_43_02_P","4181000","2021418034905600105","2021-12-02","","03","폐업","2","폐업처리","2024-06-11","","","","","","","강원특별자치도 춘천시 요선동 8-50","강원특별자치도 춘천시 서부대성로44번길 7-1(요선동)","24271","강서미니슈퍼","2024-06-11 14:27:18","U","2024-06-13 02:40:00","","263944.124003808","486921.043689691","20211202","제7조의3제2항에따른경우",
"1696","담배소매업","11_43_02_P","4181000","2003418001605600061","2003-04-08","","03","폐업","2","폐업처리","2007-06-18","","","","033 2529369","","","강원특별자치도 춘천시 신동 371번지 11호","","","올미구판장","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264792.203354586","491791.372537202","","",
"1697","담배소매업","11_43_02_P","4181000","2003418001605600062","2003-04-10","","03","폐업","2","폐업처리","2003-12-23","","","","","","","강원특별자치도 춘천시 효자동 679번지 26호 (효1)","","","풍물상품권","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","263734.137087812","485727.655014324","","",
"1698","담배소매업","11_43_02_P","4181000","2003418001605600063","2003-04-12","","03","폐업","2","폐업처리","2007-01-02","","","","033 2408000","","","강원특별자치도 춘천시 삼천동 792호","강원특별자치도 춘천시 스포츠타운길 317 (삼천동)","","두산산업개방(주)두산리조트","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","260973.682494517","485795.52502275","","",
"1699","담배소매업","11_43_02_P","4181000","2003418001605600064","2003-04-14","","03","폐업","2","폐업처리","2003-10-08","","","","033 2622610","","","강원특별자치도 춘천시 석사동 722번지 2호 그랜드(아)상가105호","강원특별자치도 춘천시 우석로101번길 20 (석사동,그랜드(아)상가105호)","","그랜드비디오","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","266560.329209555","485150.524863204","","",
"1700","담배소매업","11_43_02_P","4181000","2003418001605600068","2003-04-22","","03","폐업","2","폐업처리","2005-01-19","","","","033 2639441","","","강원특별자치도 춘천시 서면 안보리 509번지 7호","강원특별자치도 춘천시 서면 경춘로 509","","춘천휴게소","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","250000.955045335","482339.862655951","","",
"1701","담배소매업","11_43_02_P","4181000","2003418001605600070","2003-04-22","","03","폐업","2","폐업처리","2005-08-08","","","","033 2438106","","","강원특별자치도 춘천시 온의동 515호","강원특별자치도 춘천시 경춘로 2342 (온의동)","","춘천축협축산물판매장강남점","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","263244.686473259","484697.696269724","","",
"1702","담배소매업","11_43_02_P","4181000","2003418001605600071","2003-04-22","","03","폐업","2","폐업처리","2005-08-08","","","","033 2523211","","","강원특별자치도 춘천시 후평동 559번지 10호 (후1)","강원특별자치도 춘천시 후석로 436 (후평동,(후1))","","춘천축협본소공단판매장","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","265333.764226926","487564.100535317","","",
"1703","담배소매업","11_43_02_P","4181000","2003418001605600072","2003-04-25","","03","폐업","2","폐업처리","2020-01-23","","","","033-241-4622","","","강원특별자치도 춘천시 후평동 692번지 19  호 (후2)","강원특별자치도 춘천시 춘천로 306-2 (후평동,(후2))","","동아연초","2020-01-23 13:15:01","I","2023-06-13 00:00:00","","265638.131042765","486801.412348919","20030425","2009년11월법개정전자료",
"1704","담배소매업","11_43_02_P","4181000","2003418001605600073","2003-04-25","","03","폐업","2","폐업처리","2005-06-30","","","","033 2426760","","","강원특별자치도 춘천시 소양로3가 171번지 4호","강원특별자치도 춘천시 중앙로68번길 22 (소양로3가)","","백양과이슬","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","263701.370643637","486758.119532069","","",
"1705","담배소매업","11_43_02_P","4181000","2003418001605600074","2003-04-25","","03","폐업","2","폐업처리","2004-07-23","","","","033 2621356","","","강원특별자치도 춘천시 동내면 사암리 1226번지 2호","","","우리상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","267384.711419983","482198.248444909","","",
"1706","담배소매업","11_43_02_P","4181000","2003418001605600075","2003-04-25","","03","폐업","2","폐업처리","2005-09-15","","","","033 2435847","","","강원특별자치도 춘천시 효자동 608호 (효2)","강원특별자치도 춘천시 서부대성로 176 (효자동,(효2))","","GS25춘천대성점","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264871.931966911","486128.1888441","","",
"1707","담배소매업","11_43_02_P","4181000","2003418001605600076","2003-04-29","","03","폐업","2","폐업처리","2006-07-19","","","","033 2619354","","","강원특별자치도 춘천시 동내면 거두리 952번지 1호","강원특별자치도 춘천시 동내면 거두택지길4번길 11-4","","남부지업사","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","266173.290772272","483511.884997354","","",
"1708","담배소매업","11_43_02_P","4181000","2015418027705600139","2015-12-21","","03","폐업","2","폐업처리","2020-11-04","","","","","","","","강원특별자치도 춘천시 남산면 방하로 297","24464","더시크릿가든캠프지라운드","2020-11-04 14:18:12","I","2023-06-13 00:00:00","","248646.724417994","474214.581052864","20151221","제7조의3제2항에따른경우",
"1709","담배소매업","11_43_02_P","4181000","2015418027705600141","2015-12-30","","03","폐업","2","폐업처리","2021-01-18","","","","","","","","강원특별자치도 춘천시 영서로 2478-1 (근화동)","24245","위드미 춘천 근화대로점","2021-01-18 11:43:41","I","2023-06-13 00:00:00","","262645.445","486565.645","20151230","제7조의3제2항에따른경우",
"1710","담배소매업","11_43_02_P","4181000","2016418027705600001","2016-01-04","","03","폐업","2","폐업처리","2017-06-22","","","","","","","","강원특별자치도 춘천시 남면 충효로 799-34, 상가 2호","24468","포시즌","2017-06-22 13:33:31","I","2023-06-13 00:00:00","","255428.037001183","470860.502214685","20160104","제7조의3제2항에따른경우",
"1711","담배소매업","11_43_02_P","4181000","2016418027705600003","2016-01-05","","03","폐업","2","폐업처리","2017-12-01","","","","","","","","강원특별자치도 춘천시 후석로46번길 8, 1층 (석사동)","24387","(주)코리아세븐 춘천으뜸점","2017-12-01 16:55:48","I","2023-06-13 00:00:00","","265249.607499797","484200.431186435","20160105","제7조의3제2항에따른경우",
"1712","담배소매업","11_43_02_P","4181000","2016418027705600004","2016-01-07","","03","폐업","2","폐업처리","2019-07-08","","","","","","","","강원특별자치도 춘천시 지석로 115, 101,102호 (석사동, 현진에버빌1차 상가)","24415","세븐일레븐춘천에버빌점","2019-07-08 13:54:03","I","2023-06-13 00:00:00","","265693.641466819","483446.071307173","20160107","제7조의3제2항에따른경우",
"1713","담배소매업","11_43_02_P","4181000","2015418027705600126","2015-11-11","","03","폐업","2","폐업처리","2015-11-17","","","","","","","","강원특별자치도 춘천시 백령로138번길 20 (효자동)","24289","상호없음","2015-11-17 17:45:03","I","2023-06-13 00:00:00","","265352.92658409","485927.362756597","20151111","제7조의3제2항에따른경우",
"1714","담배소매업","11_43_02_P","4181000","2016418027705600006","2016-01-15","","03","폐업","2","폐업처리","2024-08-14","","","","033-244-8850","","","","강원특별자치도 춘천시 삭주로 89-8, 102,103,104호 (후평동, 에리트아파트)","24253","세븐일레븐춘천한림대에리트점","2024-08-14 14:55:32","U","2024-08-17 02:40:00","","265169.602985857","487195.395357005","20160115","제7조의3제2항에따른경우",
"1715","담배소매업","11_43_02_P","4181000","2016418027705600007","2016-01-19","","03","폐업","2","폐업처리","2017-03-20","","","","033-252-9154","","","","강원특별자치도 춘천시 효자로 113 (효자동)","24335","춘천도매물류&마트 (효자점)","2017-03-20 14:22:17","I","2023-06-13 00:00:00","","264478.463764263","485843.392211145","20160119","제7조의3제2항에따른경우",
"1716","담배소매업","11_43_02_P","4181000","2019418031905600004","2019-01-15","","03","폐업","2","폐업처리","2024-11-12","","","","","","","강원특별자치도 춘천시 우두동 381번지 19호","강원특별자치도 춘천시 새청말길 27, 102호 (우두동)","24229","브로콜리 마켓 우두점","2024-11-12 15:53:24","U","2024-11-14 02:40:00","","264756.5192309","488636.562273981","20190115","제7조의3제2항에따른경우",
"1717","담배소매업","11_43_02_P","4181000","2019418031905600005","2019-01-21","","03","폐업","2","폐업처리","2021-03-30","","","","","","","강원특별자치도 춘천시 죽림동 7번지 1호","강원특별자치도 춘천시 명동길 23, 117호 (죽림동)","24354","송림기술주식회사 춘천지점(세븐일레븐 명동길점)","2021-03-30 13:59:06","I","2023-06-13 00:00:00","","263842.035869062","486445.18470071","20190121","제7조의3제2항에따른경우",
"1718","담배소매업","11_43_02_P","4181000","2001418001605600109","2001-09-10","","03","폐업","2","폐업처리","2006-02-14","","","","033 2419187","","","강원특별자치도 춘천시 요선동 1번지 3호","강원특별자치도 춘천시 모수물길 7 (요선동)","","춘광상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264050.710423461","487172.558443295","","",
"1719","담배소매업","11_43_02_P","4181000","2001418001605600110","2001-09-12","","03","폐업","2","폐업처리","2003-04-12","","","","033 2426790","","","강원특별자치도 춘천시 약사동 60번지 1호","","","가나전기조명","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","263883.112908358","486058.848083812","","",
"1720","담배소매업","11_43_02_P","4181000","2001418001605600111","2001-09-17","","03","폐업","2","폐업처리","2011-11-25","","","","033 2569209","","","강원특별자치도 춘천시 소양로2가 49호 서부시장 상가4,5,16,17호","","","대림슈퍼","2011-11-25 10:43:45","I","2023-06-13 00:00:00","","","","20010917","2009년11월법개정전자료",
"1721","담배소매업","11_43_02_P","4181000","2001418001605600113","2001-09-21","","03","폐업","2","폐업처리","2008-11-12","","","","033 2432540","","","강원특별자치도 춘천시 조양동 48번지 1   호","강원특별자치도 춘천시 시청길10번길 16 (조양동)","","현대상회","2008-11-12 17:17:06","I","2023-06-13 00:00:00","","264099.311169448","486536.709866083","20010921","2009년11월법개정전자료",
"1722","담배소매업","11_43_02_P","4181000","2001418001605600114","2001-09-24","","03","폐업","2","폐업처리","2002-07-26","","","","033 2520914","","","강원특별자치도 춘천시 교동 137번지 1호","강원특별자치도 춘천시 삭주로 32 (교동)","","플러스","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264596.592188196","486800.745518197","","",
"1723","담배소매업","11_43_02_P","4181000","2001418001605600116","2001-09-26","","03","폐업","2","폐업처리","2005-07-13","","","","033 2435588","","","강원특별자치도 춘천시 퇴계동 381번지 1호","강원특별자치도 춘천시 영서로 2195 (퇴계동)","","대한통운마트춘천점","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264048.38885859","484444.290618198","","",
"1724","담배소매업","11_43_02_P","4181000","2001418001605600117","2001-09-26","","03","폐업","2","폐업처리","2003-02-20","","","","033 2416857","","","강원특별자치도 춘천시 교동 93번지 94호 2통 2반","강원특별자치도 춘천시 향교뒷길 8 (교동)","","교동언덕슈퍼","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","264521.357498235","486994.92159234","","",
"1725","담배소매업","11_43_02_P","4181000","2001418001605600118","2001-09-27","","03","폐업","2","폐업처리","2003-02-14","","","","033 2547311","","","강원특별자치도 춘천시 후평동 684번지 26호 (후1)","강원특별자치도 춘천시 춘천로 279 (후평동,(후1))","","한울슈퍼","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","265392.996199068","486702.227859639","","",
"1726","담배소매업","11_43_02_P","4181000","2001418001605600119","2001-09-27","","03","폐업","2","폐업처리","2003-11-26","","","","033 2554236","","","강원특별자치도 춘천시 약사동 159번지 1호","","","월드마트","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","263443.702753856","485762.982417053","","",
