"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"1185","미용업","05_18_01_P","4201000","4201000-213-2022-00028","2022-10-25","","01","영업/정상","01","영업","","","","","","75.79","","강원특별자치도 강릉시 홍제동 1031-2","강원특별자치도 강릉시 선수촌로 72, 203호 (홍제동)","25522","바미살롱","2022-10-25 10:43:09","I","2023-06-13 00:00:00","일반미용업","364787.0099711","474404.543110063","종합미용업","3","0","2","0","0","0","4","","","","","0","0","0","N",
"1186","미용업","05_18_01_P","4201000","4201000-213-2022-00032","2022-11-16","","01","영업/정상","01","영업","","","","","","25.47","","강원특별자치도 강릉시 포남동 1313-5","강원특별자치도 강릉시 하평길 68-6, 1층 (포남동)","25569","도원헤어","2023-10-06 11:38:24","U","2023-10-08 02:40:00","일반미용업","368804.782050905","475891.53530471","종합미용업","3","0","1","0","0","0","2","","","","","0","0","0","N",
"1187","미용업","05_18_01_P","4191000","4191000-211-2009-00034","2009-07-28","","01","영업/정상","01","영업","","","","","033 735 4663","47.46","","강원특별자치도 원주시 원동 310-10","강원특별자치도 원주시 남산로48번길 42, 1층 (원동)","26439","휘오레미용실","2025-07-03 10:02:07","U","2025-07-05 02:40:00","일반미용업","283900.15233718","426979.636085606","일반미용업","2","1","1","1","0","0","2","","","","임대","0","0","0","N",
"1188","미용업","05_18_01_P","4191000","4191000-211-2009-00037","2009-10-05","","01","영업/정상","01","영업","","","","","033 765 4611","57.42","","강원특별자치도 원주시 단구동 1473-2","강원특별자치도 원주시 치악로1534번길 14-1, 1층 (단구동)","26452","헤어파트너","2018-06-19 11:15:28","I","2023-06-13 00:00:00","일반미용업","285574.103620292","424844.587712027","일반미용업","4","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1189","미용업","05_18_01_P","4191000","4191000-211-2009-00043","2009-11-13","","01","영업/정상","01","영업","","","","","033 731 2821","0.00","","강원특별자치도 원주시 단구동 1544-16","강원특별자치도 원주시 천매봉길 82-9 (단구동)","26483","서진 헤어(Hair) & 쁘띠끄","2016-01-05 09:39:04","I","2023-06-13 00:00:00","일반미용업","283436.901301392","425093.763648052","일반미용업","4","0","1","0","0","0","3","","","","임대","0","0","0","N",
"1190","미용업","05_18_01_P","4191000","4191000-211-2009-00044","2009-11-25","","01","영업/정상","01","영업","","","","","033 734 4754","0.00","","강원특별자치도 원주시 원동 273-1 한주아파트","강원특별자치도 원주시 무실로 91, 1층 101호 (원동, 한주아파트)","26433","유니헤어샵","2020-02-19 16:47:14","I","2023-06-13 00:00:00","일반미용업","283635.450170211","427351.780445518","일반미용업","3","1","2","0","0","0","3","","","","임대","0","0","0","N",
"1191","미용업","05_18_01_P","4191000","4191000-211-2009-00045","2009-12-01","","01","영업/정상","01","영업","","","","","033 743 7887","0.00","","강원특별자치도 원주시 관설동 1770-9","강원특별자치도 원주시 치악고교길 33 (관설동)","26469","밸리타헤어아트","2018-02-20 13:57:11","I","2023-06-13 00:00:00","일반미용업","285097.200579529","424164.506947962","일반미용업","0","0","1","0","0","0","3","","","","임대","0","0","0","N",
"1192","미용업","05_18_01_P","4191000","4191000-211-2009-00047","2009-12-07","","01","영업/정상","01","영업","","","","","","71.93","","강원특별자치도 원주시 단구동 1583-8 (1층)","강원특별자치도 원주시 구곡길 10-38 (단구동,(1층))","26486","J헤어","2015-07-28 13:56:33","I","2023-06-13 00:00:00","일반미용업","284114.225296922","425012.954470502","일반미용업","4","0","1","0","0","0","3","","","","임대","0","0","0","N",
"1193","미용업","05_18_01_P","4191000","4191000-211-2009-00048","2009-12-16","","01","영업/정상","01","영업","","","","","033 734 4688","0.00","","강원특별자치도 원주시 문막읍 건등리 1709-9","강원특별자치도 원주시 문막읍 건등로 20-18, 1층","26370","미장원","2019-12-05 15:59:35","I","2023-06-13 00:00:00","일반미용업","272569.759974265","423597.662772074","일반미용업","3","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1194","미용업","05_18_01_P","4191000","4191000-211-2009-00049","2009-12-21","","01","영업/정상","01","영업","","","","","033 765 6879","0.00","","강원특별자치도 원주시 단구동 1671-7 102호","강원특별자치도 원주시 단관길 110-12 (단구동,102호)","26490","김태린헤어살롱","2024-05-27 15:52:21","U","2024-05-29 02:40:00","일반미용업","284828.798198498","424621.957584539","일반미용업","0","0","1","0","0","0","4","","","","임대","0","0","0","N",
"1195","미용업","05_18_01_P","4191000","4191000-211-2017-00063","2017-11-14","","01","영업/정상","01","영업","","","","","","17.15","","강원특별자치도 원주시 판부면 서곡리 2010-5","강원특별자치도 원주시 판부면 오성마을길 54, 1층","26400","헤어바이윤(판부점)","2021-11-11 11:26:16","I","2023-06-13 00:00:00","일반미용업","284111.878010451","424603.528207486","일반미용업","4","0","1","1","0","0","2","","","","임대","1","0","0","N",
"1196","미용업","05_18_01_P","4191000","4191000-211-2018-00001","2018-01-02","","01","영업/정상","01","영업","","","","","","43.50","","강원특별자치도 원주시 관설동 1659-14 1층, 101호","강원특별자치도 원주시 라옹정길 74-39, 1층 101호 (관설동)","26471","헤어바이아트함","2018-01-15 17:47:57","I","2023-06-13 00:00:00","일반미용업","285160.365058413","424832.10077223","일반미용업","2","0","1","1","0","0","3","","","","임대","0","1","0","N",
"1197","미용업","05_18_01_P","4191000","4191000-211-2018-00002","2018-02-02","","01","영업/정상","01","영업","","","","","","79.01","","강원특별자치도 원주시 단계동 1177-9","강원특별자치도 원주시 봉화서부로 6, 2층 201호 (단계동)","26378","더샵","2021-08-25 11:30:08","I","2023-06-13 00:00:00","일반미용업","281517.64645117","428651.005502897","일반미용업","3","0","1","1","0","0","5","","","","임대","1","1","0","N",
"1198","미용업","05_18_01_P","4191000","4191000-211-2018-00005","2018-03-26","","01","영업/정상","01","영업","","","","","","21.63","","강원특별자치도 원주시 명륜동 82-1","강원특별자치도 원주시 남산고개길 8, 1층 (명륜동)","26441","정헤어샵","2021-08-25 11:30:14","I","2023-06-13 00:00:00","일반미용업","284443.24320104","427186.884415396","일반미용업","2","1","1","1","0","0","3","","","","임대","1","0","0","N",
"1199","미용업","05_18_01_P","4191000","4191000-211-2018-00006","2018-04-03","","01","영업/정상","01","영업","","","","","","46.80","","강원특별자치도 원주시 단구동 1512-2 광장빌딩","강원특별자치도 원주시 서원대로 408, 광장빌딩 1층 101호 (단구동)","26484","머리,예쁘다","2021-08-25 11:30:21","I","2023-06-13 00:00:00","일반미용업","284124.423574889","425753.203190806","일반미용업","6","1","1","1","0","0","3","","","","임대","1","0","0","N",
"1200","미용업","05_18_01_P","4191000","4191000-211-2018-00007","2018-04-10","","01","영업/정상","01","영업","","","","","033 746 4600","18.00","","강원특별자치도 원주시 태장동 1398-20","강원특별자치도 원주시 현충로 320-1, 나동 1층 (태장동)","26318","태후사랑(태장점)","2020-08-21 17:02:25","I","2023-06-13 00:00:00","일반미용업","283858.610919889","431492.481840884","일반미용업","1","0","1","0","0","0","2","","","","임대","0","0","0","N",
"1201","미용업","05_18_01_P","4191000","4191000-211-2018-00008","2018-04-13","","01","영업/정상","01","영업","","","","","033 743 8424","54.08","","강원특별자치도 원주시 단계동 1211-13","강원특별자치도 원주시 전망길 19, 1층 (단계동)","26379","살롱드이경","2018-04-27 19:46:29","I","2023-06-13 00:00:00","일반미용업","281139.9976183","428290.189203012","일반미용업","3","0","1","1","0","0","4","","","","자가","0","0","0","N",
"1202","미용업","05_18_01_P","4191000","4191000-211-2018-00009","2018-04-20","","01","영업/정상","01","영업","","","","","","32.35","","강원특별자치도 원주시 흥업면 흥업리 1834-1","강원특별자치도 원주시 흥업면 남원로 52-5, 1층 102호","26403","예쁜미용실","2018-06-11 10:13:48","I","2023-06-13 00:00:00","일반미용업","281498.031449691","422477.086496662","일반미용업","4","0","1","1","0","0","3","","","","임대","0","0","0","N",
"1203","미용업","05_18_01_P","4191000","4191000-211-2018-00012","2018-05-08","","01","영업/정상","01","영업","","","","","","54.95","","강원특별자치도 원주시 단계동 1171-7","강원특별자치도 원주시 봉화서부로 30, 1층 (단계동)","26378","에비뉴헤어","2021-08-25 11:30:31","I","2023-06-13 00:00:00","일반미용업","281277.976903876","428693.839321475","일반미용업","4","0","1","1","0","0","3","","","","","0","0","0","N",
"1204","미용업","05_18_01_P","4191000","4191000-211-2018-00013","2018-05-09","","01","영업/정상","01","영업","","","","","033732 2326","105.60","","강원특별자치도 원주시 무실동 1857-7","강원특별자치도 원주시 능라동길 59, 정한프라자 2층 203호 (무실동)","26392","이철헤어커커원주무실능라점(3호점)","2018-05-28 10:50:42","I","2023-06-13 00:00:00","일반미용업","282421.974633129","426227.198402287","일반미용업","6","1","2","2","0","0","7","","","","임대","0","0","0","N",
"1205","미용업","05_18_01_P","4191000","4191000-211-2018-00015","2018-05-28","","01","영업/정상","01","영업","","","","","","39.41","","강원특별자치도 원주시 우산동 132-1","강원특별자치도 원주시 상지대길 39, 1층 (우산동)","26342","베이브","2025-03-13 09:42:20","U","2025-03-15 02:40:00","일반미용업","282983.933999204","430133.306170548","일반미용업","4","1","1","1","0","0","3","","","","임대","1","0","0","N",
"1206","미용업","05_18_01_P","4191000","4191000-211-2018-00017","2018-06-11","","01","영업/정상","01","영업","","","","","","130.08","","강원특별자치도 원주시 무실동 1779-3","강원특별자치도 원주시 무실본동길 16, 1층 (무실동)","26477","매직헤어","2021-08-25 11:30:46","I","2023-06-13 00:00:00","일반미용업","282502.526175271","426520.387484552","일반미용업","3","0","1","1","0","0","6","","","","임대","0","0","0","N",
"1207","미용업","05_18_01_P","4201000","4201000-211-1994-00001","1994-03-24","","01","영업/정상","01","영업","","","","","033 6621915","20.00","","강원특별자치도 강릉시 주문진읍 교항리 70-20","강원특별자치도 강릉시 주문진읍 신리길 1, 1층","25424","아레드머리방","2015-06-26 11:13:26","I","2023-06-13 00:00:00","일반미용업","360574.254583243","488145.220355635","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1208","미용업","05_18_01_P","4201000","4201000-211-1995-00001","1995-10-21","","01","영업/정상","01","영업","","","","","033 6510100","27.26","","강원특별자치도 강릉시 포남동 1213-10","강원특별자치도 강릉시 산양큰길22번길 39, 1층 (포남동)","25483","명동조희머리방","2025-06-13 14:22:28","U","2025-06-15 02:40:00","일반미용업","368885.040211155","476969.924449082","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1209","미용업","05_18_01_P","4201000","4201000-211-1997-00001","1997-11-03","","01","영업/정상","01","영업","","","","","033 6459007","17.10","","강원특별자치도 강릉시 포남동 1124-5","강원특별자치도 강릉시 남구길11번길 6 (포남동)","25549","여명헤어라인","2021-08-12 11:46:59","I","2023-06-13 00:00:00","일반미용업","367863.858509406","475208.93412402","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1210","미용업","05_18_01_P","4201000","4201000-211-1998-00002","1998-04-09","","01","영업/정상","01","영업","","","","","033 6625995","15.40","","강원특별자치도 강릉시 주문진읍 교항리 127-10","강원특별자치도 강릉시 주문진읍 주문로 35","25419","모아미헤어갤러리","2017-09-01 15:51:47","I","2023-06-13 00:00:00","일반미용업","360505.632414392","488727.453996541","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"1211","미용업","05_18_01_P","4201000","4201000-211-1998-00003","1998-02-27","","01","영업/정상","01","영업","","","","","033 6472374","16.60","","강원특별자치도 강릉시 내곡동 471-3","강원특별자치도 강릉시 강변로114번길 16, 103호 (내곡동, 한라아파트상가)","25603","유서정미용실","2020-11-26 14:25:06","I","2023-06-13 00:00:00","일반미용업","365810.006020089","472917.287233425","일반미용업","2","0","0","1","0","0","2","","","","","0","0","0","N",
"1212","미용업","05_18_01_P","4201000","4201000-211-2000-00001","2000-12-27","","01","영업/정상","01","영업","","","","","033 6410377","15.40","","강원특별자치도 강릉시 내곡동 71-1","강원특별자치도 강릉시 남산초교길11번길 6 (내곡동)","25585","누리네미용실","2017-07-18 15:03:34","I","2023-06-13 00:00:00","일반미용업","366587.193179975","473228.217519955","일반미용업","3","0","0","3","0","0","2","","","","","0","0","0","N",
"1213","미용업","05_18_01_P","4201000","4201000-211-2000-00002","2000-11-30","","01","영업/정상","01","영업","","","","","033 6514477","26.10","","강원특별자치도 강릉시 포남동 1300-13","강원특별자치도 강릉시 하평3길 34 (포남동)","25565","SHAIR","2022-03-07 11:02:31","I","2023-06-13 00:00:00","일반미용업","368715.355891419","476121.00447273","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
