"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"1100","숙박업","03_11_03_P","4211000","4211000-201-2015-00003","2015-11-06","","01","영업/정상","01","영업","","","","","033 5302391","1134.80","","강원특별자치도 동해시 삼화동 861","강원특별자치도 동해시 삼화로 455 (삼화동)","25746","동해무릉건강숲","2025-01-21 15:45:54","U","2025-01-23 02:40:00","숙박업 기타","379652.426317946","442285.278103473","숙박업 기타","0","0","0","0","0","0","38","0","","","","","0","0","N",
"1101","숙박업","03_11_03_P","4211000","4211000-214-2016-00001","2016-01-27","","01","영업/정상","01","영업","","","","","033 521 5649","219.52","","강원특별자치도 동해시 추암동 437-22","강원특별자치도 동해시 추암택지길 11-4 (추암동)","25790","아름드리","2025-03-23 17:30:48","U","2025-03-25 02:40:00","숙박업(생활)","390749.327722074","443825.754595695","숙박업(생활)","3","1","2","3","0","0","0","6","","","","자가","0","0","N",
"1102","숙박업","03_11_03_P","4211000","4211000-201-1985-00001","1985-02-14","","01","영업/정상","01","영업","","","","","033 5332272","954.45","","강원특별자치도 동해시 부곡동 88-8","강원특별자치도 동해시 부곡로 9 (부곡동)","25735","별 무인텔","2025-03-18 17:17:56","U","2025-03-20 02:40:00","여관업","385979.811508144","450259.479523054","여관업","3","0","1","3","0","0","0","28","","","","임대","0","0","N",
"1103","숙박업","03_11_03_P","4211000","4211000-214-2021-00001","2021-01-27","","01","영업/정상","01","영업","","","","","","168.33","","강원특별자치도 동해시 묵호진동 2-268","강원특별자치도 동해시 일출로 109-1, 2,3층 (묵호진동)","25717","창넓은펜션","2025-03-23 18:01:30","U","2025-03-25 02:40:00","숙박업(생활)","387190.320630202","452179.380209014","숙박업(생활)","3","0","2","3","0","0","0","5","","","","자가","0","0","N",
"1104","숙박업","03_11_03_P","4211000","4211000-214-2021-00003","2021-06-23","","01","영업/정상","01","영업","","","","","033 5331143","174.12","","강원특별자치도 동해시 묵호진동 2-266","강원특별자치도 동해시 일출로 111, 2,3층 (묵호진동)","25717","동해월드펜션","2025-03-23 18:05:36","U","2025-03-25 02:40:00","숙박업(생활)","387203.767727871","452187.859877002","숙박업(생활)","4","0","2","3","0","0","5","2","","","","자가","0","0","N",
"1105","숙박업","03_11_03_P","4211000","4211000-201-2021-00006","2021-07-12","","01","영업/정상","01","영업","","","","","","44.01","","강원특별자치도 동해시 묵호진동 2-158","강원특별자치도 동해시 일출로 127-1, 2층 (묵호진동)","25717","블루스팟","2025-03-22 18:36:26","U","2025-03-24 02:40:00","관광호텔","387275.356029458","452341.010466328","관광호텔","3","1","2","2","0","0","0","1","","","","자가","0","0","N",
"1106","숙박업","03_11_03_P","4211000","4211000-201-1990-00005","1990-10-15","","01","영업/정상","01","영업","","","","","033 5213589","3706.44","","강원특별자치도 동해시 효가동 234","강원특별자치도 동해시 동해대로 5031-1 (효가동)","25802","호텔이스트(Hotel East)","2025-03-20 13:13:33","U","2025-03-22 02:40:00","일반호텔","386494.640891083","445762.59479914","일반호텔","7","1","1","7","1","1","0","42","","","","자가","0","0","N",
"1107","숙박업","03_11_03_P","4211000","4211000-214-2018-00004","2018-12-21","","01","영업/정상","01","영업","","","","","033 5332650","305.22","","강원특별자치도 동해시 어달동 184-5","강원특별자치도 동해시 일출로 305, 2~3층 (어달동)","25708","어달을 담다","2025-03-23 17:46:41","U","2025-03-25 02:40:00","숙박업(생활)","386994.16506819","453901.872632844","숙박업(생활)","3","0","2","3","0","0","6","4","","","","자가","0","0","N",
"1108","숙박업","03_11_03_P","4211000","4211000-214-2021-00005","2021-08-06","","01","영업/정상","01","영업","","","","","","397.60","","강원특별자치도 동해시 묵호진동 2-1","강원특별자치도 동해시 일출로 161, 다동 2층 (묵호진동)","25709","우유펜션","2025-03-23 18:11:25","U","2025-03-25 02:40:00","숙박업(생활)","387368.196808429","452678.303203092","숙박업(생활)","2","0","2","2","0","0","4","4","","","","자가","0","0","N",
"1109","숙박업","03_11_03_P","4211000","4211000-201-2022-00001","2022-02-15","","01","영업/정상","01","영업","","","","","033 5321248","80.40","","강원특별자치도 동해시 묵호진동 2-263 해비치민박","강원특별자치도 동해시 일출로 113-1, 해비치민박 2~3층 (묵호진동)","25717","해비치민박","2025-03-22 18:54:17","U","2025-03-24 02:40:00","숙박업 기타","387218.24716775","452215.349931974","숙박업 기타","3","0","2","3","0","0","4","1","","","","자가","0","0","N",
"1110","숙박업","03_11_03_P","4211000","4211000-201-2001-00002","2001-07-20","","01","영업/정상","01","영업","","","","","033 5357403","2217.96","","강원특별자치도 동해시 천곡동 932","강원특별자치도 동해시 동굴로 131-9 (천곡동)","25770","호텔미","2025-03-22 16:22:35","U","2025-03-24 02:40:00","일반호텔","387104.469973991","448614.477717787","일반호텔","7","1","2","7","0","0","12","45","","","","자가","0","0","N",
"1111","숙박업","03_11_03_P","4211000","4211000-201-1996-00009","1996-07-09","","01","영업/정상","01","영업","","","","","033 5343017","1588.34","","강원특별자치도 동해시 망상동 393-33 ,망상해변내","강원특별자치도 동해시 동해대로 6270-11 (망상동, 망상해변내)","25700","델루와","2025-03-22 15:55:53","U","2025-03-24 02:40:00","일반호텔","384460.040141027","456582.153304414","일반호텔","3","1","1","3","0","0","0","49","","","","자가","0","0","N",
"1112","숙박업","03_11_03_P","4211000","4211000-201-2019-00001","2019-06-04","","01","영업/정상","01","영업","","","","","033 5223003","2795.30","","강원특별자치도 동해시 송정동 867-123 호텔 스토리","강원특별자치도 동해시 동해항3길 7, 호텔 스토리 (송정동)","25787","호텔스토리","2025-03-22 18:05:53","U","2025-03-24 02:40:00","숙박업 기타","387984.965661066","446366.68522525","숙박업 기타","4","0","1","4","0","0","2","31","","","","자가","0","0","N",
"1113","숙박업","03_11_03_P","4211000","4211000-201-2019-00002","2019-06-26","","01","영업/정상","01","영업","","","","","033 5350877","432.75","","강원특별자치도 동해시 천곡동 961-9 아라비카","강원특별자치도 동해시 동굴로 138 (천곡동)","25777","아라비카 호스텔","2025-03-22 18:11:19","U","2025-03-24 02:40:00","관광호텔","387285.909803141","448377.533519474","관광호텔","3","1","2","3","0","0","0","3","","","","자가","0","0","N",
"1114","숙박업","03_11_03_P","4211000","4211000-201-1983-00008","1983-05-07","","01","영업/정상","01","영업","","","","","033 5322177","676.99","","강원특별자치도 동해시 묵호진동 15-43","강원특별자치도 동해시 묵호시장길 26 (묵호진동)","25711","평화모텔","2025-03-18 15:42:20","U","2025-03-20 02:40:00","여관업","386876.185104325","452126.450624491","여관업","5","1","2","4","0","0","7","14","","","","자가","0","0","N",
"1115","숙박업","03_11_03_P","4211000","4211000-201-1989-00003","1989-12-09","","01","영업/정상","01","영업","","","","","033 5217371","687.11","","강원특별자치도 동해시 효가동 183-4","강원특별자치도 동해시 동해대로 5016 (효가동)","25785","효가장여관","2025-03-20 13:02:12","U","2025-03-22 02:40:00","여관업","386656.120902386","445610.373319388","여관업","4","1","2","4","0","0","14","7","","","","자가","0","0","N",
"1116","숙박업","03_11_03_P","4211000","4211000-201-2002-00007","2002-05-09","","01","영업/정상","01","영업","","","","","033 5393600","331560.00","","강원특별자치도 동해시 망상동 393-66","강원특별자치도 동해시 동해대로 6370 (망상동)","25700","망상오토캠핑리조트","2019-02-26 16:52:06","I","2023-06-13 00:00:00","휴양콘도미니엄업","383615.230425974","457212.906523389","휴양콘도미니엄업","1","0","1","1","0","0","60","0","","","","자가","0","0","N",
"1117","숙박업","03_11_03_P","4211000","4211000-201-1998-00001","1998-02-04","","01","영업/정상","01","영업","","","","","033 5220806","1054.18","","강원특별자치도 동해시 송정동 849-10","강원특별자치도 동해시 동해항2길 8 (송정동)","25787","샤인모텔","2025-03-22 16:06:57","U","2025-03-24 02:40:00","여관업","388039.867167597","446155.582461649","여관업","5","1","1","5","0","0","0","37","","","","자가","0","0","N",
"1118","숙박업","03_11_03_P","4211000","4211000-201-2006-00002","2006-08-11","","01","영업/정상","01","영업","","","","","033 5356884","3257.42","","강원특별자치도 동해시 천곡동 913","강원특별자치도 동해시 한섬로 114-4 (천곡동)","25770","코스모스호텔","2025-03-22 16:58:45","U","2025-03-24 02:40:00","일반호텔","387086.646230057","448552.783771795","일반호텔","7","1","1","4","1","1","0","33","","","","자가","0","0","N",
"1119","숙박업","03_11_03_P","4211000","4211000-201-1974-00002","1974-09-13","","01","영업/정상","01","영업","","","","","033 5322812","88.79","","강원특별자치도 동해시 묵호진동 61-1","강원특별자치도 동해시 묵호시장길 17-2 (묵호진동)","25711","흥복여인숙","2025-03-18 09:33:36","U","2025-03-20 02:40:00","여인숙업","386807.5238784","452164.063703416","여인숙업","1","0","1","1","0","0","7","0","","","","자가","0","0","N",
"1120","숙박업","03_11_03_P","4211000","4211000-201-1988-00002","1988-01-23","","01","영업/정상","01","영업","","","","","033 5225775","245.20","","강원특별자치도 동해시 송정동 848-198 번지","강원특별자치도 동해시 송정로 54 (송정동)","25786","풍년장여관","2025-03-20 12:59:06","U","2025-03-22 02:40:00","여관업","387817.443118769","446096.548145072","여관업","3","1","2","3","0","0","0","19","","","","임대","0","0","N",
"1121","숙박업","03_11_03_P","4211000","4211000-201-1982-00004","1982-06-24","","01","영업/정상","01","영업","","","","","033 5332872","337.10","","강원특별자치도 동해시 발한동 203-18 외 4필지","강원특별자치도 동해시 해안로 515 (발한동)","25727","삼흥장여관","2025-03-18 13:28:05","U","2025-03-20 02:40:00","여관업","386150.359463434","451406.059698218","여관업","3","0","2","3","0","0","0","10","","","","임대","0","0","N",
"1122","숙박업","03_11_03_P","4211000","4211000-214-2024-00002","2024-11-06","","01","영업/정상","01","영업","","","","","","1155.87","","강원특별자치도 동해시 천곡동 939 11","강원특별자치도 동해시 한섬로 136-4, 파인앤유오션시티 일부층 45객실호 (천곡동)","25770","에스앤디 레지던스","2025-05-13 10:10:57","U","2025-05-15 02:40:00","숙박업(생활)","387282.834988686","448619.076891575","숙박업(생활)","0","0","0","0","0","0","0","40","영업신고 45객실 면적 외 영업을 금지함","20241106","","","0","0","N",
"1123","숙박업","03_11_03_P","4211000","4211000-201-2024-00001","2024-01-15","","01","영업/정상","01","영업","","","","","","35.95","","강원특별자치도 동해시 묵호진동 2-9","강원특별자치도 동해시 일출로 183-2, 1,2층 (묵호진동)","25709","현상소비치하우스","2025-03-23 16:47:43","U","2025-03-25 02:40:00","관광호텔","387285.769754348","452819.265233038","관광호텔","2","0","1","2","0","0","0","2","","","","자가","0","0","N",
"1124","숙박업","03_11_03_P","4211000","4211000-214-2024-00001","2024-04-26","","01","영업/정상","01","영업","","","","","","61.13","","강원특별자치도 동해시 대진동 197-25","강원특별자치도 동해시 일출로 401, 1층 (대진동)","25708","해봄","2025-03-23 18:34:13","U","2025-03-25 02:40:00","숙박업(생활)","386868.654427511","454814.248840374","숙박업(생활)","1","0","1","1","0","0","0","1","","","","자가","1","0","N",
"1125","숙박업","03_11_03_P","4211000","4211000-214-2025-00001","2025-08-28","","01","영업/정상","01","영업","","","","","","172.97","","강원특별자치도 동해시 묵호진동 2-495","강원특별자치도 동해시 일출로 131-1, 4, 5층 (묵호진동)","25709","스테이용궁131","2025-08-28 15:27:28","I","2025-08-30 00:20:01","숙박업(생활)","387295.584698562","452378.743530221","숙박업(생활)","5","0","4","5","0","0","0","3","","","","임대","0","0","N",
"1126","숙박업","03_11_03_P","4211000","4211000-201-2025-00004","2025-05-28","","01","영업/정상","01","영업","","","","","033 5325454","2854.27","","강원특별자치도 동해시 천곡동 906 이스턴관광호텔","강원특별자치도 동해시 한섬로 112-4, 동해글로리아호텔 1층, 4~8층 (천곡동)","25770","동해글로리아호텔","2025-06-26 16:37:13","U","2025-06-28 02:40:00","일반호텔","387032.637140852","448532.995830523","일반호텔","9","1","4","8","0","0","7","52","","","","자가","0","0","N",
"1127","숙박업","03_11_03_P","4211000","4211000-201-2025-00003","2025-05-12","","01","영업/정상","01","영업","","","","","","346.98","","강원특별자치도 동해시 묵호진동 15-50 GS25","강원특별자치도 동해시 일출로 69, 3~4층 (묵호진동)","25711","청송","2025-05-19 15:03:17","U","2025-05-21 02:40:00","여관업","386851.647619173","452111.082747098","여관업","5","1","3","4","0","0","4","4","","","","임대","0","0","N",
"1128","숙박업","03_11_03_P","4211000","4211000-201-2025-00005","2025-07-14","","01","영업/정상","01","영업","","","","","","776.88","","강원특별자치도 동해시 대진동 1-9 바다펜션","강원특별자치도 동해시 대진항길 19-1, 바다펜션 (대진동)","25707","늘바다랑","2025-07-15 11:41:28","I","2025-07-18 00:20:12","관광호텔","386734.805263755","455058.532119928","관광호텔","5","0","1","5","0","0","0","13","","","","자가","0","0","N",
"1129","숙박업","03_11_03_P","4211000","4211000-201-2023-00004","2023-12-20","","01","영업/정상","01","영업","","","","","033 5315861","705.66","","강원특별자치도 동해시 어달동 7 선창회집","강원특별자치도 동해시 일출로 233, 선창회집 5~6층 (어달동)","25709","선창호스텔","2025-03-23 16:42:02","U","2025-03-25 02:40:00","관광호텔","387218.130460233","453291.766578838","관광호텔","6","0","5","6","0","0","0","14","","","","자가","0","0","N",
