"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"287","방문판매업","08_26_02_P","4181000","2017418027723200018","2017-08-22","","03","폐업","03","폐업처리","2017-08-24","","","","033-251-4800","","","","강원특별자치도 춘천시 삭주로 *** (후평동)","24254","유니베라 강원 대리점","2017-08-24 10:54:21","I","2023-06-13 00:00:00","","265557.592468212","487250.721504236","0","0","0","",
"288","방문판매업","08_26_02_P","4181000","2017418027723200019","2017-09-05","","03","폐업","03","폐업처리","2018-10-24","","","","033-262-7327","","","","강원특별자치도 춘천시 석사길 **, *층 ***호 (석사동)","24388","연세우유 춘천동부대리점","2018-10-24 19:19:02","I","2023-06-13 00:00:00","","265494.586911023","484200.794381156","0","0","0","",
"289","방문판매업","08_26_02_P","4181000","2017418027723200020","2014-02-11","","03","폐업","03","폐업처리","2018-12-07","","","","","","","강원특별자치도 춘천시 후평동 ***번지 *호","강원특별자치도 춘천시 후석로 ***, 국제타워  *층 (후평동)","24297","나노쇼핑","2018-12-07 16:07:15","I","2023-06-13 00:00:00","","265794.069667153","486872.15915934","0","0","0","",
"290","방문판매업","08_26_02_P","4181000","2017418027723200022","2017-11-13","","03","폐업","03","폐업처리","2018-11-07","","","","","","","강원특별자치도 춘천시 우두동 ****번지 **호","강원특별자치도 춘천시 영서로****번길 * (우두동)","24231","솔브","2018-11-07 11:34:52","I","2023-06-13 00:00:00","","264019.865","488777.37","0","0","0","",
"291","방문판매업","08_26_02_P","4181000","2001418015523200030","2001-12-29","","03","폐업","03","폐업처리","2010-02-04","","","","033 262 4132","","","강원특별자치도 춘천시 퇴계동*** 금호@***/***","","","이롬라이프 춘천퇴계점","2010-02-08 14:11:33","I","2023-06-13 00:00:00","","","","0","0","0","",
"292","방문판매업","08_26_02_P","4181000","2002418015523200006","2002-02-25","","03","폐업","03","폐업처리","2011-08-17","","","","033 257 9771","","","강원특별자치도 춘천시 온의동**-**","","","현대엘리트 춘천중앙점","2011-08-17 10:52:39","I","2023-06-13 00:00:00","","","","0","0","0","",
"293","방문판매업","08_26_02_P","4181000","2002418015523200016","2002-04-23","","03","폐업","03","폐업처리","2007-11-27","","","","033 243 3972","","","강원특별자치도 춘천시 효자동***-* 광장코아*층 ***호","","","㈜지엔지코리아","2008-07-15 16:42:51","I","2023-06-13 00:00:00","","","","0","0","0","",
"294","방문판매업","08_26_02_P","4181000","2002418015523200020","2002-06-11","","03","폐업","03","폐업처리","2010-03-02","","","","033 243 3121","","","강원특별자치도 춘천시 중앙로*가 **-*","","","선영","2010-03-02 19:40:12","I","2023-06-13 00:00:00","","","","0","0","0","",
"295","방문판매업","08_26_02_P","4181000","2009418016623200001","2009-01-05","","03","폐업","03","폐업처리","2009-03-27","","","","033-251-7706","","200-093","강원특별자치도 춘천시 효자동 ***번지 *호 광장코아빌딩*층","강원특별자치도 춘천시 춘천로 *** (효자동,광장코아빌딩*층)","","다사랑 홀쇼핑","2009-03-27 17:40:40","I","2023-06-13 00:00:00","","264702.174234341","486310.528026106","0","0","0","",
"296","방문판매업","08_26_02_P","4181000","2018418027723200007","2018-03-05","","03","폐업","03","폐업처리","2018-08-06","","","","033-262-7838","","","강원특별자치도 춘천시 석사동 ***번지 **호","강원특별자치도 춘천시 퇴계로 ***, 크리스탈빌딩 ***,***,***호 (석사동)","24390","마더코아","2018-08-06 13:19:00","I","2023-06-13 00:00:00","","265613.625507497","483913.443119923","0","0","0","",
"297","방문판매업","08_26_02_P","4181000","2018418027723200008","2018-03-27","","03","폐업","03","폐업처리","2018-05-31","","","","","","","강원특별자치도 춘천시 석사동 ***번지 현대아파트","강원특별자치도 춘천시 퇴계로 ***-**, ***동 ***호 (석사동, 현대아파트)","24391","춘천아가월드","2018-05-31 10:20:14","I","2023-06-13 00:00:00","","265129.011467503","483916.620791369","0","0","0","",
"298","방문판매업","08_26_02_P","4181000","2018418027723200011","2018-07-04","","03","폐업","03","폐업처리","2019-03-13","","","","070-8845-6966","","","강원특별자치도 춘천시 효자동 ***번지 *호","강원특별자치도 춘천시 춘천로 ***, 메가시티 ***호 (효자동)","24329","(주)다소미","2019-03-13 15:17:13","I","2023-06-13 00:00:00","","264625.007546706","486195.45439825","105000000","0","100000000","",
"299","방문판매업","08_26_02_P","4181000","2018418027723200014","2018-08-21","","03","폐업","03","폐업처리","2019-03-21","","","","","","","강원특별자치도 춘천시 퇴계동 ****번지 뜨란채아파트","강원특별자치도 춘천시 승지골길**번길 **, ****동 ***호 (퇴계동, 뜨란채아파트)","24419","우리샵 뉴라이프 생청국장","2019-03-21 13:49:44","I","2023-06-13 00:00:00","","265612.056468124","483263.886828912","0","0","0","",
"300","방문판매업","08_26_02_P","4181000","2018418027723200015","2016-03-31","","03","폐업","03","폐업처리","2019-07-01","","","","033-251-3615","","","강원특별자치도 춘천시 효자동 ***번지 *호","강원특별자치도 춘천시 춘천로 ***, **층 ****호 (효자동)","24329","제이와이 쇼핑","2019-07-01 17:18:28","I","2023-06-13 00:00:00","","264625.007546706","486195.45439825","0","0","0","",
"301","방문판매업","08_26_02_P","4181000","2021418034923200014","2021-07-15","","03","폐업","03","폐업처리","2025-04-07","","","","","","","강원특별자치도 춘천시 소양로*가 ***-*","강원특별자치도 춘천시 중앙로**번길 **, B***호 (소양로*가)","24273","아진산업개발","2025-04-07 10:23:25","U","2025-04-09 02:40:00","","263606.815965605","486828.952861821","0","0","0","",
"302","방문판매업","08_26_02_P","4181000","2009418016623200048","2009-12-18","","03","폐업","03","폐업처리","2010-12-01","","","","","","200-180","강원특별자치도 춘천시 석사동 ***번지 **호","강원특별자치도 춘천시 퇴계로 *** (석사동)","","(주)현대엘리트 봄내캠퍼스s","2010-12-01 17:00:23","I","2023-06-13 00:00:00","","265281.856655969","484033.133666124","0","0","0","",
"303","방문판매업","08_26_02_P","4181000","2010418016623200001","2010-01-06","","03","폐업","03","폐업처리","2013-05-09","","","","254-0513","","200-090","강원특별자치도 춘천시 효자동 ***번지 **호 *층","강원특별자치도 춘천시 효자로 *** (효자동,*층)","","신신의료기","2013-05-09 15:25:47","I","2023-06-13 00:00:00","","264478.463764263","485843.392211145","0","0","0","",
"304","방문판매업","08_26_02_P","4181000","2010418016623200004","2010-02-04","","03","폐업","03","폐업처리","2011-10-04","","","","033-255-1223","","200-090","강원특별자치도 춘천시 효자동 ***번지 *호","강원특별자치도 춘천시 서부대성로 ***-* (효자동)","","강원국제결혼","2011-10-04 17:17:27","I","2023-06-13 00:00:00","","264851.610718009","486176.295874422","0","0","0","",
"305","방문판매업","08_26_02_P","4181000","2010418016623200007","2010-03-24","","03","폐업","03","폐업처리","2014-07-28","","","","244-0447","","200-114","강원특별자치도 춘천시 소양로*가 ***번지 *호","강원특별자치도 춘천시 중앙로***번길 ** (소양로*가)","","신성프로덕션","2014-12-09 23:41:20","I","2023-06-13 00:00:00","","263329.905418321","486520.798012479","0","0","0","",
"306","방문판매업","08_26_02_P","4181000","2010418016623200008","2010-04-02","","03","폐업","03","폐업처리","2010-10-22","","","","","","200-090","강원특별자치도 춘천시 효자동 ***번지","강원특별자치도 춘천시 춘천로 *** (효자동)","","에이치더블유월드","2010-10-22 10:53:58","I","2023-06-13 00:00:00","","264763.948680173","486282.451836386","0","0","0","",
"307","방문판매업","08_26_02_P","4181000","2010418016623200009","2010-04-12","","03","폐업","03","폐업처리","2017-11-13","","","","033-261-7387","","200-090","강원특별자치도 춘천시 효자동 ***번지","강원특별자치도 춘천시 성심로 ** (효자동)","","프라자 국제 웨드","2017-11-12 19:50:17","I","2023-06-13 00:00:00","","265089.883630898","486556.833602858","0","0","0","",
"308","방문판매업","08_26_02_P","4181000","2010418016623200014","2010-05-20","","03","폐업","03","폐업처리","2015-03-13","","","","","","200-936","강원특별자치도 춘천시 석사동 ***번지 *호","강원특별자치도 춘천시 효석로**번길 ** (석사동)","","한국몬테소리(춘천)","2015-03-13 09:12:21","I","2023-06-13 00:00:00","","265129.307985542","484471.613205744","0","0","0","",
"309","방문판매업","08_26_02_P","4181000","2010418016623200016","2010-05-31","","03","폐업","03","폐업처리","2010-06-09","","","","","","200-112","강원특별자치도 춘천시 소양로*가 **번지 *호","강원특별자치도 춘천시 모수물길 ** (소양로*가)","","수정유통","2010-12-01 09:09:22","I","2023-06-13 00:00:00","","263752.203349954","487659.193922775","0","0","0","",
"310","방문판매업","08_26_02_P","4181000","2017418027723200024","2017-11-20","","03","폐업","03","폐업처리","2020-10-07","","","","033-252-3211","","","강원특별자치도 춘천시 후평동 ***번지 **호","강원특별자치도 춘천시 후석로***번길 ** (후평동)","24232","춘천철원화천양구축산업협동조합","2020-10-08 17:28:37","I","2023-06-13 00:00:00","","265400.35106042","487577.815703786","509700014000","464799990000","44900000000","",
"311","방문판매업","08_26_02_P","4181000","2017418027723200029","2017-12-15","","03","폐업","03","폐업처리","2018-11-20","","","","033-254-8910","","","강원특별자치도 춘천시 효자동 ***번지 **호","강원특별자치도 춘천시 춘천로 ***, 지하 (효자동)","24260","마리엔스","2018-11-20 11:13:30","I","2023-06-13 00:00:00","","264725.942252242","486333.112849587","0","0","0","",
"312","방문판매업","08_26_02_P","4181000","2020418034923200016","2020-09-22","","03","폐업","03","폐업처리","2020-09-28","","","","033-262-9686","","","강원특별자치도 춘천시 퇴계동 ****","강원특별자치도 춘천시 퇴계로**번길 *, ***호 (퇴계동)","24376","케이디 쿠킹다올","2020-09-29 14:28:57","I","2023-06-13 00:00:00","","264235.13316664","484678.052744345","0","0","0","",
"313","방문판매업","08_26_02_P","4181000","2020418034923200018","2020-11-06","","03","폐업","03","폐업처리","2020-12-08","","","","033-262-9686","","","강원특별자치도 춘천시 퇴계동 ****","강원특별자치도 춘천시 퇴계로**번길 *, ***호 (퇴계동)","24376","케이디 쿠킹다올","2020-12-08 15:51:31","I","2023-06-13 00:00:00","","264235.13316664","484678.052744345","0","0","0","",
"314","방문판매업","08_26_02_P","4181000","2021418034923200001","2021-01-04","","03","폐업","03","폐업처리","2021-09-29","","","","","","","강원특별자치도 춘천시 효자동 ***-**","강원특별자치도 춘천시 남춘로**번길 * (효자동)","24372","디지털컴퍼니","2021-10-01 13:09:01","I","2023-06-13 00:00:00","","264399.138204849","485111.095214439","0","0","0","",
"315","방문판매업","08_26_02_P","4181000","2021418034923200004","2021-02-23","","03","폐업","03","폐업처리","2021-05-25","","","","033-1833-6034","","","강원특별자치도 춘천시 효자동 ***-**","강원특별자치도 춘천시 소전길 **-**, *층 (효자동)","24339","하나로네트웍스","2021-05-25 09:02:44","I","2023-06-13 00:00:00","","264524.721762752","485771.048372785","0","0","0","",
"316","방문판매업","08_26_02_P","4181000","2021418034923200018","2021-08-13","","03","폐업","03","폐업처리","2023-04-30","","","","","","","강원특별자치도 춘천시 온의동 ***-*","강원특별자치도 춘천시 충혼길**번길 **, 드림타워 *층 ***-제*호 (온의동)","24437","주식회사 진바이오","2023-05-12 10:31:01","I","2023-06-13 00:00:00","","263250.540593552","484452.409041204","5000000","0","5000000","",
"317","방문판매업","08_26_02_P","4181000","2021418034923200019","2021-08-26","","03","폐업","03","폐업처리","2025-03-25","","","","","","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 춘천로 ***, 메가시티빌딩 *층 ***호 (효자동)","24329","렌탈라이크","2025-03-24 10:17:33","U","2025-03-26 02:40:00","","264625.007546706","486195.45439825","0","0","0","",
"318","방문판매업","08_26_02_P","4181000","2021418034923200020","2021-09-14","","03","폐업","03","폐업처리","2024-12-23","","","","","","","강원특별자치도 춘천시 후평동 *** 주공*단지아파트","강원특별자치도 춘천시 후만로 **, ***동 ***호 (후평동, 주공*단지아파트)","24288","디자인샘","2024-12-23 16:45:56","U","2024-12-25 02:40:00","","265726.30589084","486074.183143946","0","0","0","",
"319","방문판매업","08_26_02_P","4181000","2021418034923200021","2021-10-18","","03","폐업","03","폐업처리","2022-09-15","","","","","","","강원특별자치도 춘천시 우두동 ***-*","강원특별자치도 춘천시 충열로 *-**, *층 (우두동)","24226","주식회사 오휘화장품춘천강북지사","2022-09-16 15:42:43","I","2023-06-13 00:00:00","","264145.821264696","489033.417169245","1074094720","267582480","806512190","",
"320","방문판매업","08_26_02_P","4181000","2022418034923200001","2022-01-05","","03","폐업","03","폐업처리","2024-06-06","","","","","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 우석로 **(석사동)","24327","어울림통신","2024-06-05 15:13:20","U","2024-06-08 02:40:00","","265683.494965997","484628.302461425","0","0","0","",
"321","방문판매업","08_26_02_P","4181000","2006418015523200001","2006-01-31","","03","폐업","03","폐업처리","2007-01-30","","","","033 262 6922","","","강원특별자치도 춘천시 동내면 학곡리 ***-** 신아A***-***","","","그리에이트사","2008-07-17 10:21:26","I","2023-06-13 00:00:00","","","","0","0","0","",
