"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업소구분명","소재지","지정일자","신청일자","항목값1",
"1216","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014201600004","2016-01-27","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 원주시 북원로 2246-59 (단계동)","26413","GS25원주대복점","2016-01-27 20:00:06","I","2023-06-13 00:00:00","","","","지정","","20160127","20160125","관급봉투",
"1217","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014201600006","2016-03-04","","01","영업/정상","11","영업","","","","","033-735-8042","","","","강원특별자치도 원주시 북원로 2420-1 (단계동)","26413","마대직매장","2016-03-04 17:51:40","I","2023-06-13 00:00:00","","283193.180276489","429109.630770471","지정","","20160304","20160303","관급봉투",
"1218","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014201600007","2016-03-07","","01","영업/정상","11","영업","","","","","","","220-920","강원특별자치도 원주시 호저면 산현리 179","","","산현연쇄점","2016-03-07 13:27:23","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 원주시 호저면 산현리 179번지 2반","20160303","20160303","관급봉투",
"1219","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199600035","1996-07-26","","01","영업/정상","11","영업","","","","","","","220-020","강원특별자치도 원주시 평원동 250-5","","","보너스클럽","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","평원동","","19960720","관급봉투",
"1220","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199600036","1996-07-26","","01","영업/정상","11","영업","","","","","","","220-020","강원특별자치도 원주시 평원동 253-13","","","우리슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","평원동","","19960726","관급봉투",
"1221","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199600037","1997-07-14","","01","영업/정상","11","영업","","","","","","","220-030","강원특별자치도 원주시 학성동 삼천리2차아파트 202동 908호","","","샘터도매유통","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","학성동","","19970714","관급봉투",
"1222","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199600038","1997-09-03","","01","영업/정상","11","영업","","","","","","","220-030","강원특별자치도 원주시 학성동 984-8","","","동아문구사","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","학성동","","19970903","관급봉투",
"1223","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199600039","1994-12-31","","01","영업/정상","11","영업","","","","","","","220-030","강원특별자치도 원주시 학성동 207-7","","","씨티하우스","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","학성동","","19941231","관급봉투",
"1224","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199600040","1994-12-31","","01","영업/정상","11","영업","","","","","","","220-030","강원특별자치도 원주시 학성동 41","강원특별자치도 원주시 문화촌길 128  (학성동)","","돼지슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","284034.538088323","429160.256136227","지정","학성동","","19941231","관급봉투",
"1225","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199600042","1994-12-31","","01","영업/정상","11","영업","","","","","","","220-030","강원특별자치도 원주시 학성동 331-5","","","엘에이슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","학성동","","19941231","관급봉투",
"1226","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199600043","1996-12-16","","01","영업/정상","11","영업","","","","","","","220-140","강원특별자치도 원주시 가현동 건등리 1700","","","가나폴마트","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","건등리","","19961214","관급봉투",
"1227","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199714028","1997-08-07","","01","영업/정상","11","영업","","","","","","","220-042","강원특별자치도 원주시 명륜동 청구아파트상가","","","청구유통","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","명륜2동","","19970807","관급봉투",
"1228","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199714029","1997-08-07","","01","영업/정상","11","영업","","","","","","","220-042","강원특별자치도 원주시 명륜동 단구아파트상가","","","영아하이퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","명륜2동","","19970807","관급봉투",
"1229","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199715069","1997-07-14","","01","영업/정상","11","영업","","","","","","","220-041","강원특별자치도 원주시 명륜동 77-22","","","성광슈퍼(한일슈퍼)","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","명륜1동","","19970714","관급봉투",
"1230","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199715070","1997-09-03","","01","영업/정상","11","영업","","","","","","","220-090","강원특별자치도 원주시 단구동 동성아파트 101-1310","","","현대슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","단구동","","19970903","관급봉투",
"1231","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199715071","1997-10-23","","01","영업/정상","11","영업","","","","","","","220-090","강원특별자치도 원주시 단구동 126-18","","","삼흥슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","단구동","","19971023","관급봉투",
"1232","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199716048","1997-01-06","","01","영업/정상","11","영업","","","","","","","220-050","강원특별자치도 원주시 일산동 일산동","","","다모아슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","일산동","","19970106","관급봉투",
"1233","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199716049","1997-01-22","","01","영업/정상","11","영업","","","","","","","220-050","강원특별자치도 원주시 일산동 291-25","","","기독병원후문슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","일산동","","19970122","관급봉투",
"1234","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199716050","1997-03-03","","01","영업/정상","11","영업","","","","","","","220-050","강원특별자치도 원주시 일산동 50-3(지하상가72호)","","","종합식품","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","일산동","","19970303","관급봉투",
"1235","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199716051","1997-03-20","","01","영업/정상","11","영업","","","","","","","220-050","강원특별자치도 원주시 일산동 국제상가201","","","국제스마일마트","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","일산동","","19970320","관급봉투",
"1236","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199716052","1997-08-07","","01","영업/정상","11","영업","","","","","","","220-050","강원특별자치도 원주시 일산동 355","","","킹마트","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","일산동","","19970807","관급봉투",
"1237","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199717038","1997-01-22","","01","영업/정상","11","영업","","","","","","","220-030","강원특별자치도 원주시 학성동 267-7","","","영진하이마트","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","학성동 267-7","","19970122","관급봉투",
"1238","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199717039","1997-06-24","","01","영업/정상","11","영업","","","","","","","220-030","강원특별자치도 원주시 학성동 1002-1","강원특별자치도 원주시 원문로 17-1  (학성동)","","대한통운마트","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","283438.610750966","428624.941703878","지정","학성동 1002-1","","19970624","관급봉투",
"1239","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199717040","1997-11-20","","01","영업/정상","11","영업","","","","","","","220-030","강원특별자치도 원주시 학성동 1032-6","","","삼천리유통","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","학성동 1032-6","","19971120","관급봉투",
"1240","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199718041","1997-04-14","","01","영업/정상","11","영업","","","","","","","220-080","강원특별자치도 원주시 봉산동 동신A 상가 106호","","","동신슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","동신A 상가 106호","","19970414","관급봉투",
"1241","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199718042","1997-06-24","","01","영업/정상","11","영업","","","","","","","220-080","강원특별자치도 원주시 봉산동 901-70","","","대황유통","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","901-70","","19970624","관급봉투",
"1242","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199718043","1997-10-23","","01","영업/정상","11","영업","","","","","","","220-080","강원특별자치도 원주시 봉산동 394-5","","","삼광유통","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","394-5","","19971023","관급봉투",
"1243","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199718044","1997-11-20","","01","영업/정상","11","영업","","","","","","","220-080","강원특별자치도 원주시 봉산동 봉산삼익A 상가","","","유명그린마트","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","봉산삼익A 상가","","19971120","관급봉투",
"1244","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199718065","1997-11-20","","01","영업/정상","11","영업","","","","","","","220-100","강원특별자치도 원주시 단계동 857-2","","","원주농협남원주지소","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","857-2","","19971120","관급봉투",
"1245","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199719077","1997-01-06","","01","영업/정상","11","영업","","","","","","","220-130","강원특별자치도 원주시 우산동 91-8","","","춘미슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","우산동 91-8","","19970106","관급봉투",
"1246","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199719078","1997-01-22","","01","영업/정상","11","영업","","","","","","","220-130","강원특별자치도 원주시 우산동 287-2","","","미광슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","우산동 287-2","","19970122","관급봉투",
"1247","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199719079","1997-02-18","","01","영업/정상","11","영업","","","","","","","220-130","강원특별자치도 원주시 우산동 132-13","","","현대슈퍼","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","우산동 132-13","","19970218","관급봉투",
"1248","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199400041","1994-12-31","","01","영업/정상","11","영업","","","","","","","220-800","강원특별자치도 원주시 문막읍 동화리 1530","","","럭키유통","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","273363.604139831","425610.945085245","지정","동화리 1530","","19941231","관급봉투",
"1249","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199400042","1994-12-31","","01","영업/정상","11","영업","","","","","","","220-800","강원특별자치도 원주시 문막읍 문막리 240","","","제천상회","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","문막리 240","","19941231","관급봉투",
"1250","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199400045","1994-12-31","","01","영업/정상","11","영업","","","","","","","220-800","강원특별자치도 원주시 문막읍 건등리","","","신한유통","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","","","지정","건등리 신한아파트 102-103","","19941231","관급봉투",
"1251","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199400047","1994-12-31","","01","영업/정상","11","영업","","","","","","","220-800","강원특별자치도 원주시 문막읍 동화리 1543","","","문막농협동화지소","2007-07-21 10:43:23","I","2023-06-13 00:00:00","","273356.702064022","425187.979236116","지정","동화리 1543번지","","19941231","관급봉투",
