"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"186","동물미용업","02_03_11_P","4191000","419100004920230009","2023-10-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 명륜동 *** 더샵원주센트럴파크*단지","강원특별자치도 원주시 서원대로 ***, ***동 (명륜동, 더샵원주센트럴파크*단지)","26479","디어멍","2025-02-20 15:52:25","U","2025-02-22 02:40:00","","283137.103926732","426541.007582135","동물미용업","동물미용업(일반)","000","0",
"187","동물미용업","02_03_11_P","4191000","419100004920230007","2023-09-18","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 문막읍 건등리 ****-*","강원특별자치도 원주시 문막읍 건등로 **-**, *층","26370","나와놀개","2023-09-18 10:08:46","I","2023-09-20 00:18:00","","272554.354062083","423615.48383242","동물미용업","동물미용업(일반)","000","0",
"188","동물미용업","02_03_11_P","4191000","419100004920230011","2023-12-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 학성동 ***-**","강원특별자치도 원주시 원일로 *** (학성동)","26415","개조아","2023-12-04 17:08:39","I","2023-12-06 00:17:03","","283722.281855173","428412.21681258","동물미용업","동물미용업(일반)","000","0",
"189","동물미용업","02_03_11_P","4191000","419100004920230012","2023-12-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단계동 ***-**","강원특별자치도 원주시 한지공원길 *** (단계동)","26476","포즈티브","2023-12-04 17:28:19","I","2023-12-06 00:17:03","","282722.677947267","426488.558316566","동물미용업","동물미용업(일반)","000","0",
"190","동물미용업","02_03_11_P","4191000","419100004920240017","2024-12-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 명륜동 ***-*","강원특별자치도 원주시 남원로 ***, *층 (명륜동)","26441","댕포유","2025-06-23 09:26:05","U","2025-06-25 02:40:00","","284093.646797663","426487.620702396","동물미용업","동물미용업(일반)","000","0",
"191","동물미용업","02_03_11_P","4191000","419100004920240015","2024-11-26","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 판부면 서곡리 ****-*","강원특별자치도 원주시 판부면 매봉길 *","26399","멍실장","2024-11-26 14:14:48","I","2024-11-28 00:11:52","","283436.867972692","424827.145850451","동물미용업","동물미용업(일반)","000","0",
"192","동물미용업","02_03_11_P","4191000","419100004920240016","2024-12-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단구동 ***-*","강원특별자치도 원주시 우러리길 **-*, *층 (단구동)","26400","커들리 독","2024-12-10 19:17:01","I","2024-12-12 00:11:51","","284702.187714379","423950.882031756","동물미용업","동물미용업(일반)","000","0",
"193","동물미용업","02_03_11_P","4191000","419100004920250001","2025-02-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 우산동 ***-**","강원특별자치도 원주시 북원로****번길 **, *층 (우산동)","26406","살롱드댕댕","2025-02-13 15:14:27","I","2025-02-15 00:10:47","","282910.380427621","429438.522453161","동물미용업","동물미용업(일반)","000","0",
"194","동물미용업","02_03_11_P","4191000","419000004920220015","2022-07-22","","03","폐업","0002","폐업","2024-08-20","","","","033-762-7949","0","","강원특별자치도 원주시 단계동 **-*","강원특별자치도 원주시 원문로***번길 **(단계동)","26407","사랑이애견미용","2024-08-29 10:16:18","U","2024-08-31 02:40:00","","282835.418953412","429197.867185244","동물미용업","동물미용업(일반)","000","0",
"195","동물미용업","02_03_11_P","4191000","419000004920220016","2022-08-17","","03","폐업","0002","폐업","2024-04-09","","","","","0","","강원특별자치도 원주시 단계동 ***-*","강원특별자치도 원주시 평원초교길 *(단계동)","26423","봉스 펫살롱X용품","2024-04-09 17:46:10","U","2024-04-11 02:40:00","","282322.863930698","427992.542223056","동물미용업","동물미용업(일반)","000","0",
"196","동물미용업","02_03_11_P","4191000","419000004920180005","2018-05-24","","03","폐업","0002","폐업","2023-03-31","","","","033-761-0167","0","","강원특별자치도 원주시 단구동 ****-* 광장빌딩","강원특별자치도 원주시 서원대로 ***, 광장빌딩 *층 (단구동)","26484","누리종합동물병원","2023-04-11 10:28:34","I","2023-06-13 00:00:00","","284124.423574889","425753.203190806","동물미용업","동물미용업(일반)","000","0",
"197","동물미용업","02_03_11_P","4191000","419000004920180007","2018-05-28","","03","폐업","0002","폐업","2021-08-31","","","","0337428475","0","","강원특별자치도 원주시 단계동 ***-**","강원특별자치도 원주시 로아노크로 * (단계동)","26382","조은동물병원","2022-04-28 18:08:00","I","2023-06-13 00:00:00","","282089.58917541","427291.4995836","동물미용업","동물미용업(일반)","000","0",
"198","동물미용업","02_03_11_P","4191000","419000004920180017","2018-08-24","","03","폐업","0002","폐업","2020-06-05","","","","033-731-8788","0","","강원특별자치도 원주시 무실동 ***-*","강원특별자치도 원주시 로아노크로 ** (무실동)","26383","펫타운애견카페","2022-04-28 18:08:00","I","2023-06-13 00:00:00","","281962.138873963","427068.792999864","동물미용업","동물미용업(일반)","000","0",
"199","동물미용업","02_03_11_P","4191000","419000004920190003","2019-03-26","","03","폐업","0002","폐업","2021-12-31","","","","033-743-8119","0","","강원특별자치도 원주시 반곡동 ****-*","강원특별자치도 원주시 봄마중길 *-*, *층 (반곡동)","26465","패밀리 동물병원","2022-04-28 18:08:01","I","2023-06-13 00:00:00","","286899.45894964","425286.750066293","동물미용업","동물미용업(일반)","000","0",
"200","동물미용업","02_03_11_P","4191000","419000004920190015","2019-09-05","","03","폐업","0002","폐업","2024-01-16","","","","033-763-7509","0","","강원특별자치도 원주시 지정면 가곡리 ****-*","강원특별자치도 원주시 지정면 신지정로 ***-**","26354","현대종합동물병원","2024-01-17 16:18:50","U","2024-01-19 02:40:00","","277842.065698697","430555.266344172","동물미용업","동물미용업(일반)","000","0",
"201","동물미용업","02_03_11_P","4191000","419000004920190016","2019-09-05","","03","폐업","0002","폐업","2021-02-27","","","","","0","","강원특별자치도 원주시 문막읍 건등리 ***","강원특별자치도 원주시 문막읍 구암길 *","26371","문막동물병원","2022-04-28 18:08:02","I","2023-06-13 00:00:00","","273424.286583186","424354.604756201","동물미용업","동물미용업(일반)","000","0",
"202","동물미용업","02_03_11_P","4191000","419000004920190017","2019-09-06","","03","폐업","0002","폐업","2025-07-28","","","","033-764-0075","0","","강원특별자치도 원주시 명륜동 ***-*","강원특별자치도 원주시 서원대로 *** (명륜동)","26447","야옹아 멍멍해봐(미용)","2025-07-29 09:15:26","U","2025-07-31 02:40:00","","283142.533012727","426790.764149347","동물미용업","동물미용업(일반)","000","0",
"203","동물미용업","02_03_11_P","4191000","419000004920210020","2021-05-31","","03","폐업","0002","폐업","2023-06-19","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 늘품로 *, ***호 (단구동)","26486","윤스펫","2023-06-19 15:22:45","U","2023-06-21 02:40:00","","284052.828677105","424707.963702758","동물미용업","동물미용업(일반)","000","0",
"204","동물미용업","02_03_11_P","4191000","419000004920210029","2021-08-02","","03","폐업","0002","폐업","2023-07-28","","","","033-742-1020","0","","강원특별자치도 원주시 무실동 ****-* 엠시티","강원특별자치도 원주시 만대로 **, 엠시티 ***호 (무실동)","26383","오늘 더 이쁘개","2023-12-29 13:09:40","U","2023-12-31 02:40:00","","281727.332516426","427060.563192272","동물미용업","동물미용업(일반)","000","0",
"205","동물미용업","02_03_11_P","4191000","419000004920220003","2022-01-28","","03","폐업","0002","폐업","2024-02-20","","","","","0","","강원특별자치도 원주시 개운동 ***-*","강원특별자치도 원주시 남원로 ***(개운동)","26448","펫타운(펫분양)","2024-03-04 09:46:34","U","2024-03-06 02:40:00","","284054.080981647","426344.393743353","동물미용업","동물미용업(일반)","000","0",
"206","동물미용업","02_03_11_P","4191000","419000004920200006","2020-01-30","","03","폐업","0002","폐업","2021-11-10","","","","033-748-8275","0","","강원특별자치도 원주시 단계동 ****-*","강원특별자치도 원주시 봉화서부로 ** (단계동)","26378","다솜동물병원","2022-04-28 18:08:02","I","2023-06-13 00:00:00","","281342.95355499","428677.635968351","동물미용업","동물미용업(일반)","000","0",
"207","동물미용업","02_03_11_P","4191000","419000004920200010","2020-03-11","","03","폐업","0002","폐업","2023-06-16","","","","","0","","강원특별자치도 원주시 무실동 ****-**","강원특별자치도 원주시 무실본동길 ** (무실동)","26477","날다펫","2023-06-16 12:56:01","U","2023-06-18 02:40:00","","282545.281422362","426519.113302539","동물미용업","동물미용업(일반)","000","0",
"208","동물미용업","02_03_11_P","4191000","419000004920200015","2020-05-21","","03","폐업","0002","폐업","2021-11-05","","","","","0","","강원특별자치도 원주시 지정면 가곡리 ****-*","강원특별자치도 원주시 지정면 신지정로 ***-*, ***호","26354","멍멍이 미용실","2022-04-28 18:08:02","I","2023-06-13 00:00:00","","277421.595871528","430516.884389995","동물미용업","동물미용업(일반)","000","0",
"209","동물미용업","02_03_11_P","4191000","419000004920200020","2020-07-21","","03","폐업","0002","폐업","2025-05-30","","","","","0","","강원특별자치도 원주시 관설동 ****-*","강원특별자치도 원주시 시청로 ***, 야옹아 멍멍해봐 단관점 (관설동)","26470","캔디펫살롱","2025-05-30 11:17:38","U","2025-06-01 02:40:00","","285765.364925508","424325.091998179","동물미용업","동물미용업(일반)","000","0",
"210","동물미용업","02_03_11_P","4191000","419000004920210015","2021-04-16","","03","폐업","0002","폐업","2024-02-01","","","","033-765-7707","0","","강원특별자치도 원주시 판부면 서곡리 ****-*","강원특별자치도 원주시 판부면 매봉길 **-*","26399","PET TERRY 펫 테리","2024-02-01 18:01:58","U","2024-02-03 02:40:00","","283716.937700967","424687.416231954","동물미용업","동물미용업(일반)","000","0",
"211","동물미용업","02_03_11_P","4191000","419000004920210018","2021-05-07","","03","폐업","0002","폐업","2022-09-15","","","","033-762-0872","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 천매봉길 **-**, *층 (단구동)","26483","하이멍","2022-09-15 17:34:49","I","2023-06-13 00:00:00","","283651.640225621","425026.111078081","동물미용업","동물미용업(일반)","000","0",
"212","동물미용업","02_03_11_P","4191000","419100004920240003","2024-04-02","","03","폐업","0002","폐업","2025-06-09","","","","","0","","강원특별자치도 원주시 문막읍 건등리 ****-*","강원특별자치도 원주시 문막읍 건등로 **-*, *층 ***호","26370","댕블링","2025-06-10 09:57:17","U","2025-06-12 02:40:00","","272756.455142768","423856.279848536","동물미용업","동물미용업(일반)","000","0",
"213","동물미용업","02_03_11_P","4191000","419100004920230010","2023-11-28","","03","폐업","0002","폐업","2024-02-29","","","","033-762-9883","0","","강원특별자치도 원주시 개운동 ***-*","강원특별자치도 원주시 송림길 **-* (개운동)","26448","초코와 콩","2024-02-29 17:23:13","U","2024-03-02 02:40:00","","284345.091812802","425988.885869057","동물미용업","동물미용업(일반)","000","0",
"214","동물미용업","02_03_11_P","4191000","419000004920180020","2018-10-04","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 토지길 ** (단구동)","26490","왈와리 (단구점)","2025-03-18 19:17:29","U","2025-03-20 02:40:00","","284850.944884013","424779.665059016","동물미용업","동물미용업(일반)","000","0",
