"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"482","의원","01_01_02_P","4191000","PHMA120134190023041100009","2013-03-07","","03","폐업","03","폐업","2015-06-24","","","","033-747-2878","","220-937","강원특별자치도 원주시 단계동 802번지 5호","강원특별자치도 원주시 무실로 170 (단계동)","220-937","정직한치과의원","2015-07-17 14:25:24","I","2023-06-13 00:00:00","치과의원","283232.625319417","427027.66975589","치과의원","1","0","0","131","401","치과","","","","0","0","","","0","",
"483","의원","01_01_02_P","4191000","PHMA120014190023041100026","2001-10-24","","03","폐업","03","폐업","2012-08-03","","","","033-735-2873","","220-903","강원특별자치도 원주시 중앙동 72번지 -3,73-2","","","이편한치과의원","2012-08-03 17:02:36","I","2023-06-13 00:00:00","치과의원","","","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"484","의원","01_01_02_P","4191000","PHMA120014190023041100028","2001-11-13","","03","폐업","03","폐업","2014-08-28","","","","033-748-1175","","220-935","강원특별자치도 원주시 단계동 481번지 3호","강원특별자치도 원주시 원문로137번길 46 (단계동)","","소망이엘의원","2014-08-28 09:50:35","I","2023-06-13 00:00:00","의원","282466.159523097","428289.151262198","의원","3","0","0","0","122 101 111 113 114 115 105","내과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과","","","","0","0","","","0","",
"485","의원","01_01_02_P","4191000","PHMA120024190023041100004","2002-03-22","","03","폐업","03","폐업","2011-07-20","","","","033-764-7560","","220-930","강원특별자치도 원주시 개운동 115번지 -2","","","라뎀치과의원","2011-07-20 10:25:55","I","2023-06-13 00:00:00","치과의원","","","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"486","의원","01_01_02_P","4191000","PHMA120024190023041100009","2002-08-07","","03","폐업","03","폐업","2013-01-17","","","","033-742-2335","","220-904","강원특별자치도 원주시 중앙동 114번지 -3","","","불로한의원","2013-01-17 16:48:44","I","2023-06-13 00:00:00","한의원","","","한의원","1","0","0","0","101 104 105","내과, 외과, 정형외과","","","","0","0","","","0","",
"487","의원","01_01_02_P","4191000","PHMA120024190023041100010","2002-09-02","","03","폐업","03","폐업","2017-06-30","","","","033-761-7733","","220-944","강원특별자치도 원주시 단구동 1515번지 -12","강원특별자치도 원주시 남원로 528-11 (단구동)","26484","감초한의원","2017-06-30 17:58:13","I","2023-06-13 00:00:00","한의원","283943.074939385","425820.251248394","한의원","1","0","0","184","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"488","의원","01_01_02_P","4191000","PHMA120024190023041100014","2002-11-23","","03","폐업","03","폐업","2008-12-30","","","","033-745-7732","","220-000","강원특별자치도 원주시 중앙동 140-1","","","홍민산부인과의원","2008-12-30 15:19:48","I","2023-06-13 00:00:00","의원","","","의원","1","8","8","0","110","산부인과","","","","0","0","","","0","",
"489","의원","01_01_02_P","4191000","PHMA120034190023041100003","2003-01-27","","03","폐업","03","폐업","2009-01-20","","","","033-733-2275","","220-000","강원특별자치도 원주시 단계동114-8(진성빌딩3층)","","","미치과의원","2009-01-20 14:58:19","I","2023-06-13 00:00:00","치과의원","","","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"490","의원","01_01_02_P","4191000","PHMA120054190023041100006","2005-03-25","","03","폐업","03","폐업","2011-02-01","","","","033-735-7597","","220-961","강원특별자치도 원주시 태장2동 1374번지 -1","강원특별자치도 원주시 흥양로51번길 5 (태장동,-1)","","유앤미한의원","2012-09-04 16:14:47","I","2023-06-13 00:00:00","한의원","284298.538544393","431779.812019755","한의원","1","0","0","147.4","201","구강악안면외과","","","","0","0","","","0","",
"491","의원","01_01_02_P","4191000","PHMA120074190023041100004","2007-03-23","","03","폐업","03","폐업","2016-07-18","","","","033-761-7513","","220-934","강원특별자치도 원주시 관설동 1463번지 8호","강원특별자치도 원주시 치악로 1557 (관설동)","","경희연한의원","2016-07-25 17:09:47","I","2023-06-13 00:00:00","한의원","285261.920980081","424910.763592087","한의원","1","0","0","57.26","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"492","의원","01_01_02_P","4191000","PHMA120074190023041100011","2007-05-15","","03","폐업","03","폐업","2009-02-23","","","","033-766-2879","","220-000","강원특별자치도 원주시 흥업면 흥업리65-16","","","흥업미치과의원","2009-02-23 18:19:11","I","2023-06-13 00:00:00","치과의원","","","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"493","의원","01_01_02_P","4191000","PHMA120054190023041100002","2005-02-01","","03","폐업","03","폐업","2018-10-31","","","","033-740-1764","","","","강원특별자치도 원주시 소초면 북원로 3333","26304","국군원주의원","2018-10-31 14:45:40","I","2023-06-13 00:00:00","의원","286226.051153359","437475.444319373","의원","8","0","0","1407.82","101 103 104 105 106 112 113 114 116 119","내과, 정신건강의학과, 외과, 정형외과, 신경외과, 안과, 이비인후과, 피부과, 영상의학과, 진단검사의학과","","","","0","0","","","0","",
"494","의원","01_01_02_P","4191000","PHMA120094190023041100002","2009-01-13","","03","폐업","03","폐업","2015-03-16","","","","033-734-1073","","220-940","강원특별자치도 원주시 단구동 267번지 현대아카데미프라자 211호","강원특별자치도 원주시 늘품로 187-58 (단구동)","220-940","자연한의원","2015-03-16 14:08:12","I","2023-06-13 00:00:00","한의원","285374.856489138","426587.24417121","한의원","1","0","0","92.87","301 304 307 308 305 302 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"495","의원","01_01_02_P","4191000","PHMA120174190023041100003","2017-02-24","","03","폐업","03","폐업","2022-10-29","","","","033-746-7501~2","","","강원특별자치도 원주시 단구동 1514번지 3호 신세계프라자","강원특별자치도 원주시 남원로 528-31, 신세계프라자 7층 (단구동)","26484","바로편한신경외과의원","2022-10-28 17:16:57","I","2023-06-13 00:00:00","의원","284113.35151077","425711.043713192","의원","1","10","24","692.38","122 120 114 113 111 109 106 105 104 101","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"496","의원","01_01_02_P","4191000","PHMA120174190023041100002","2017-02-22","","03","폐업","03","폐업","2017-07-17","","","","033-761-7585","","","","강원특별자치도 원주시 서원대로 406, 5층 504,505호 (단구동, 리더스타워)","26484","아이튼튼소아청소년과의원","2017-07-17 13:45:50","I","2023-06-13 00:00:00","의원","284095.975648829","425776.788781884","의원","1","0","0","182.5","114 113 111 101","내과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"497","의원","01_01_02_P","4191000","PHMA120034190023041100013","2003-09-22","","03","폐업","03","폐업","2012-01-31","","","","033-762-7070","","220-947","강원특별자치도 원주시 명륜1동 307번지 -18","강원특별자치도 원주시 무실로 169 (명륜동)","220-947","키노주니어치과","2013-08-06 14:23:10","I","2023-06-13 00:00:00","치과의원","283255.180580912","426989.539864621","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"498","의원","01_01_02_P","4191000","PHMA120144190023041100016","2014-08-26","","03","폐업","03","폐업","2018-06-01","","","","033-748-7888","","220-965","강원특별자치도 원주시 단구동 1655번지 6호","강원특별자치도 원주시 단구로 392 (단구동)","26487","민이비인후과의원","2018-06-01 11:07:29","I","2023-06-13 00:00:00","의원","284650.105114393","424865.976897767","의원","1","1","1","59.64","108 113","성형외과, 이비인후과","","","","0","0","","","0","",
"499","의원","01_01_02_P","4191000","PHMA120144190023041100014","2014-08-07","","03","폐업","03","폐업","2023-10-11","","","","033-747-2700","","220-150","강원특별자치도 원주시 무실동 1857번지 6호","강원특별자치도 원주시 능라동길 61, 정한빌딩동 4층 (무실동)","26392","삼성조은내과의원","2023-10-12 16:37:27","U","2023-10-14 02:40:00","의원","282457.561821675","426197.262434883","의원","2","0","0","315","101 111 113 102","내과, 신경과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"500","의원","01_01_02_P","4191000","PHMA120154190023041100002","2015-01-14","","03","폐업","03","폐업","2021-04-05","","","","033-747-1985","","","","강원특별자치도 원주시 북원로2485번길 18, 2층 (우산동)","26343","새날한의원","2021-04-05 17:26:22","I","2023-06-13 00:00:00","한의원","283060.042132572","429810.907163633","한의원","1","0","0","467","301 304 307 308 305 302 303 306 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"501","의원","01_01_02_P","4191000","PHMA120154190023041100001","2015-01-02","","03","폐업","03","폐업","2018-11-30","","","","033-742-1212","","220-100","강원특별자치도 원주시 단계동 882번지 5호","강원특별자치도 원주시 서원대로 184 (단계동)","26382","맨 남성의원","2018-12-05 09:47:28","I","2023-06-13 00:00:00","의원","282486.870188917","427268.226549625","의원","1","0","0","236","115","비뇨의학과","","","","0","0","","","0","",
"502","의원","01_01_02_P","4191000","PHMA120144190023041100020","2014-12-15","","03","폐업","03","폐업","2015-09-22","","","","0337322875","","","","강원특별자치도 원주시 원문로 143, 3층 (단계동)","26410","조은미소치과의원","2015-09-23 09:51:16","I","2023-06-13 00:00:00","치과의원","282570.604770215","428540.925581348","치과의원","1","0","0","319.6","401","치과","","","","0","0","","","0","",
"503","의원","01_01_02_P","4191000","PHMA120054190023041100014","2005-06-23","","03","폐업","03","폐업","2014-04-04","","","","033-742-9110","","220-903","강원특별자치도 원주시 중앙동 1번지 -2","강원특별자치도 원주시 천사로 231 (중앙동)","220-903","원주약손한의원","2014-04-04 13:32:49","I","2023-06-13 00:00:00","한의원","284025.455167176","428242.478863382","한의원","1","0","0","98.15","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"504","의원","01_01_02_P","4191000","PHMA120054190023041100015","2005-06-23","","03","폐업","03","폐업","2011-04-15","","","","033-731-1175","","220-903","강원특별자치도 원주시 중앙동 56번지 -44","강원특별자치도 원주시 중앙시장길 11 (중앙동)","220-903","인토본한의원","2013-08-06 13:47:25","I","2023-06-13 00:00:00","한의원","284005.234706843","428073.8236109","한의원","1","0","0","113.4","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"505","의원","01_01_02_P","4191000","PHMA120054190023041100016","2005-07-05","","03","폐업","03","폐업","2009-06-17","","","","033-765-0655","","220-000","강원특별자치도 원주시 단구동 1511-4","강원특별자치도 원주시 서원대로 402 (단구동)","220-944","수산부인과의원","2013-08-06 13:46:04","I","2023-06-13 00:00:00","의원","284060.844117657","425805.976224163","의원","1","9","9","643.3","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"506","의원","01_01_02_P","4191000","PHMA120054190023041100017","2005-07-15","","03","폐업","03","폐업","2017-02-12","","","","033-761-7585","","220-944","강원특별자치도 원주시 단구동 1512번지 -1","강원특별자치도 원주시 서원대로 406, 5층 (단구동, 리더스타워)","26484","아이튼튼소아청소년과의원","2017-02-13 16:58:39","I","2023-06-13 00:00:00","의원","284095.975648829","425776.788781884","의원","1","0","0","101.66","111","소아청소년과","","","","0","0","","","0","",
"507","의원","01_01_02_P","4191000","PHMA120054190023041100023","2005-11-10","","03","폐업","03","폐업","2008-09-23","","","","033-766-7073","","220-000","강원특별자치도 원주시 단구동1515-6","강원특별자치도 원주시 남원로534번길 26 (단구동)","220-944","활인한의원","2013-08-06 13:32:00","I","2023-06-13 00:00:00","한의원","284039.971745804","425771.115223651","한의원","1","0","0","217","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
