"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"312","석유판매업","09_28_08_P","4191000","1992419007901500008","2006-10-04","","03","폐업","03","폐지","","","","","033 7318125","1659","","강원특별자치도 원주시 단계동 214-4","강원특별자치도 원주시 북원로 2266 (단계동)","","지에스칼텍스(주)서원주유소","2015-08-24 14:58:31","I","2023-06-13 00:00:00","주유소","282729.1477609","427739.057733846","","",
"313","석유판매업","09_28_08_P","4191000","1970419007901500001","2007-03-19","","03","폐업","03","폐지","2010-09-02","","","","033 7448800","1034","","강원특별자치도 원주시 학성동 991-9","","","GS칼텍스(주)중앙주유소","2010-09-02 14:21:36","I","2023-06-13 00:00:00","주유소","","","","",
"314","석유판매업","09_28_08_P","4191000","1974419007901200001","2005-03-23","","03","폐업","03","폐지","","","","","033745 6070","","","강원특별자치도 원주시 단구동 1464-11","강원특별자치도 원주시 송림길 52-36  (단구동)","","남부에너지","2007-03-15 00:00:00","I","2023-06-13 00:00:00","일반판매소","284286.939307705","425805.294709217","","",
"315","석유판매업","09_28_08_P","4191000","1979419007901200001","1979-10-30","","03","폐업","03","폐지","","","","","033743 1010","","","강원특별자치도 원주시 일산동 53-38","","","중앙석유판매소","2004-11-30 00:00:00","I","2023-06-13 00:00:00","일반판매소","","","","",
"316","석유판매업","09_28_08_P","4191000","1979419007901200002","1979-11-21","","03","폐업","03","폐지","","","","","033762 4042","","","강원특별자치도 원주시 귀래면 운남리 555","","","중앙석유판매소","2006-01-25 00:00:00","I","2023-06-13 00:00:00","일반판매소","","","","",
"317","석유판매업","09_28_08_P","4191000","1980419007901200001","1980-10-28","","03","폐업","03","폐지","","","","","033 764 0583","","","강원특별자치도 원주시 명륜동 109-5","강원특별자치도 원주시 남원로 651  (명륜동)","","명륜석유판매소","2007-03-12 00:00:00","I","2023-06-13 00:00:00","일반판매소","284395.665238882","426971.527667823","","",
"318","석유판매업","09_28_08_P","4191000","1993419007901200001","1993-04-06","","03","폐업","03","폐지","","","","","","","","강원특별자치도 원주시 단구동 1452-14","","","현진석유","2009-12-03 18:42:42","I","2023-06-13 00:00:00","일반판매소","","","","",
"319","석유판매업","09_28_08_P","4191000","1993419007901200002","1993-09-04","","03","폐업","03","폐지","2010-01-07","","","","033 742 5486","","","강원특별자치도 원주시 단계동 819-34","","","원동석유판매소","2010-01-07 15:33:43","I","2023-06-13 00:00:00","일반판매소","","","","",
"320","석유판매업","09_28_08_P","4191000","1986419007901200001","1986-05-14","","03","폐업","03","폐지","","","","","033 732 8271","","","강원특별자치도 원주시 문막읍 문막리 258","","","문막농협석유","2001-06-30 00:00:00","I","2023-06-13 00:00:00","일반판매소","272384.557559743","423136.31904014","","",
"321","석유판매업","09_28_08_P","4191000","1986419007901200002","1986-10-06","","03","폐업","03","폐지","","","","","033 745 7651","","","강원특별자치도 원주시 부론면 법천리 1383-10","","","부론농협석유","2007-02-01 00:00:00","I","2023-06-13 00:00:00","일반판매소","","","","",
"322","석유판매업","09_28_08_P","4191000","1987419007901200001","1987-06-12","","03","폐업","03","폐지","2016-03-15","","","","033 763 5151","","","강원특별자치도 원주시 흥업면 흥업리 593-3","강원특별자치도 원주시 흥업면 사제로 2","","남원주농협석유","2016-08-26 21:27:53","I","2023-06-13 00:00:00","일반판매소","281454.447765794","422770.071635304","","",
"323","석유판매업","09_28_08_P","4191000","1987419007901500001","1987-04-08","","03","폐업","03","폐지","2023-11-27","","","","033 7629007","1719","","강원특별자치도 원주시 귀래면 운계리 243-3 3통1반","강원특별자치도 원주시 귀래면 북원로 462","","삼원주유소","2023-11-27 11:36:43","U","2023-11-29 02:40:00","주유소","278773.547903356","411336.457791762","","",
"324","석유판매업","09_28_08_P","4191000","1988419007901200002","1988-05-31","","03","폐업","03","폐지","2012-11-12","","","","033 743 9844","","","강원특별자치도 원주시 호저면 주산리 513-3","","","원주농업협동조합","2012-11-12 13:26:05","I","2023-06-13 00:00:00","일반판매소","","","","",
"325","석유판매업","09_28_08_P","4191000","1988419007901500002","2007-03-19","","03","폐업","03","폐지","2016-12-12","","","","033 7345665","1725","","강원특별자치도 원주시 태장동 1969-2","강원특별자치도 원주시 북원로 2854 (태장동)","","GS세양주유소","2016-12-12 16:47:04","I","2023-06-13 00:00:00","주유소","284300.906192943","433273.931250325","","",
"326","석유판매업","09_28_08_P","4191000","1989419007901200002","1989-11-11","","03","폐업","03","폐지","2010-01-19","","","","033 745 5105","","","강원특별자치도 원주시 학성동 185-14","강원특별자치도 원주시 천사로 254  (학성동)","","신흥석유판매소","2010-01-19 08:56:20","I","2023-06-13 00:00:00","일반판매소","284240.84876379","428334.459669309","","",
"327","석유판매업","09_28_08_P","4191000","1990419007901200001","1990-04-26","","03","폐업","03","폐지","2011-07-01","","","","033 742 5189","","","강원특별자치도 원주시 우산동 230-19","강원특별자치도 원주시 북원로2507번길 23-1  (우산동)","","조광석유판매소","2011-07-04 14:22:33","I","2023-06-13 00:00:00","일반판매소","283071.705288325","430000.376667152","","",
"328","석유판매업","09_28_08_P","4191000","1990419007901500002","2005-12-29","","03","폐업","03","폐지","2010-09-28","","","","033 7470051","1961","","강원특별자치도 원주시 소초면 둔둔리 1097-2","강원특별자치도 원주시 소초면 횡성로 13","","공항주유소","2010-09-28 13:36:45","I","2023-06-13 00:00:00","주유소","286410.409005155","439931.063561305","","",
"329","석유판매업","09_28_08_P","4191000","1990419007901500003","1990-05-09","","03","폐업","03","폐지","2010-12-14","2008-06-24","2008-12-30","","033 7422477","1006","","강원특별자치도 원주시 학성동 202-3","","","SK네트웍스(주)강원주유소","2010-12-14 10:35:38","I","2023-06-13 00:00:00","주유소","","","","",
"330","석유판매업","09_28_08_P","4191000","1999419007901200002","1999-09-22","","03","폐업","03","폐지","2017-08-24","2008-09-03","2009-09-02","","","","","강원특별자치도 원주시 소초면 흥양리 751-1","","","대흥석유판매소","2017-11-21 10:08:46","I","2023-06-13 00:00:00","일반판매소","","","","",
"331","석유판매업","09_28_08_P","4191000","1999419007901200004","1999-10-19","","03","폐업","03","폐지","2008-01-02","","","","033 742 1018","","","강원특별자치도 원주시 지정면 간현리 603-5","","","봉산석유판매소","2008-01-02 14:38:52","I","2023-06-13 00:00:00","일반판매소","","","","",
"332","석유판매업","09_28_08_P","4191000","1999419007901200005","1999-10-28","","03","폐업","03","폐지","2009-02-19","","","","033 762 4963","","","강원특별자치도 원주시 개운동 396-13","","","동네석유","2009-02-19 10:47:15","I","2023-06-13 00:00:00","일반판매소","","","","",
"333","석유판매업","09_28_08_P","4191000","1999419007901200006","2005-03-23","","03","폐업","03","폐지","2011-05-24","","","","033 761 5107","","","강원특별자치도 원주시 흥업면 매지리 305-4","강원특별자치도 원주시 흥업면 북원로 1507-18","","남부에너지","2011-05-24 17:17:07","I","2023-06-13 00:00:00","일반판매소","280787.243413989","420849.640026608","","",
"334","석유판매업","09_28_08_P","4191000","1999419007901200007","1999-05-25","","03","폐업","03","폐지","","","","","033 735 5145","","","강원특별자치도 원주시 문막읍 문막리 140","강원특별자치도 원주시 문막읍 문막시장3길 54","","나래석유판매소","2015-02-13 17:22:13","I","2023-06-13 00:00:00","일반판매소","272499.920887601","423167.261213597","","",
"335","석유판매업","09_28_08_P","4191000","1999419007901500003","2006-06-26","","03","폐업","03","폐지","","","","","033 7632568","1399","","강원특별자치도 원주시 단구동 1463-9","강원특별자치도 원주시 서원대로 421 (단구동)","","지에스칼텍스(주)구곡주유소","2024-12-09 10:00:33","U","2024-12-11 02:40:00","주유소","284261.938491649","425736.488995","","",
"336","석유판매업","09_28_08_P","4191000","1999419007901500005","2007-03-19","","03","폐업","03","폐지","2023-12-08","","","","033 742 5124","832","","강원특별자치도 원주시 학성동 94-8","강원특별자치도 원주시 강변로 577 (학성동)","","신흥강변주유소","2023-12-08 10:20:32","U","2023-12-10 02:40:00","주유소","284249.997767493","428553.14911894","","",
"337","석유판매업","09_28_08_P","4191000","2000419007901200001","2000-09-01","","03","폐업","03","폐지","2017-07-21","","","","","","","강원특별자치도 원주시 단구동 72-3","강원특별자치도 원주시 강변로 153 (단구동)","","대산에너지","2017-07-21 11:09:59","I","2023-06-13 00:00:00","일반판매소","285679.867334823","424969.680919359","","",
"338","석유판매업","09_28_08_P","4191000","2000419007901200002","2000-04-28","","03","폐업","03","폐지","2021-07-21","","","","033 7665149","","","강원특별자치도 원주시 무실동 947-5","강원특별자치도 원주시 북원로 1835 (무실동)","","현대에너지","2021-07-21 13:02:29","I","2023-06-13 00:00:00","일반판매소","281123.487671478","423824.520780235","","",
"339","석유판매업","09_28_08_P","4191000","2000419007901200003","2004-12-20","","03","폐업","03","폐지","","","","","033 7610734","","","강원특별자치도 원주시 학성동 439-1","강원특별자치도 원주시 평원로 164  (학성동)","","신동국석유","2005-01-28 00:00:00","I","2023-06-13 00:00:00","일반판매소","283550.429134371","428716.135471866","","",
"340","석유판매업","09_28_08_P","4191000","2000419007901200193","2004-12-21","","03","폐업","03","폐지","2008-07-18","","","","033  7326330","","","강원특별자치도 원주시 소초면 흥양리 75","","","OK석유","2008-07-18 11:55:27","I","2023-06-13 00:00:00","일반판매소","289137.820986488","429127.261626134","","",
"341","석유판매업","09_28_08_P","4191000","2000419007901200199","2000-11-07","","03","폐업","03","폐지","2020-10-12","","","","033735 9700","","","강원특별자치도 원주시 문막읍 동화리 139","강원특별자치도 원주시 문막읍 동화큰골길 20","","KCE에너지","2020-10-12 11:26:05","I","2023-06-13 00:00:00","일반판매소","275698.230440379","425677.373633128","","",
"342","석유판매업","09_28_08_P","4191000","2000419007901200206","2000-12-01","","03","폐업","03","폐지","","","","","033745 3861","","","강원특별자치도 원주시 봉산동 1141-6 14통1반","강원특별자치도 원주시 봉산로 32-4  (봉산동)","","일신석유판매소","2007-09-21 09:31:37","I","2023-06-13 00:00:00","일반판매소","284914.427810282","427601.944201293","","",
"343","석유판매업","09_28_08_P","4191000","2000419007901200210","2000-12-21","","03","폐업","03","폐지","","","","","0337314551","","","강원특별자치도 원주시 지정면 가곡리 633 1통4반","","","실로암석유","2004-02-12 00:00:00","I","2023-06-13 00:00:00","일반판매소","","","","",
"344","석유판매업","09_28_08_P","4191000","1995419007901200001","2003-08-26","","03","폐업","03","폐지","2009-03-12","","","","033747 2456","","","강원특별자치도 원주시 호저면 만종리 818-3","","","만종석유판매소","2018-04-05 16:06:24","I","2023-06-13 00:00:00","일반판매소","279810.360493322","426949.425921681","","",
"345","석유판매업","09_28_08_P","4191000","1995419007901200002","1995-06-25","","03","폐업","03","폐지","2018-08-30","2017-12-01","2018-11-30","","033 762 5853","","","강원특별자치도 원주시 귀래면 운남리 952-5","강원특별자치도 원주시 귀래면 북원로 105","","남원주농협귀래지점","2018-08-30 16:55:01","I","2023-06-13 00:00:00","일반판매소","278442.31900512","407936.793560829","","",
"346","석유판매업","09_28_08_P","4191000","1995419007901200003","1995-10-04","","03","폐업","03","폐지","","","","","033 764 5144","","","강원특별자치도 원주시 원동 305-1","","","한국석유판매소","2001-09-12 00:00:00","I","2023-06-13 00:00:00","일반판매소","","","","",
