"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"111","문화예술법인","03_08_03_P","6530000","A0100642000020080004","1996-09-12","","01","영업/정상","1","","","","","","0234425474","","","강원특별자치도 속초시 설악동 442번지","강원특별자치도 속초시 장재터마을2길 128-29 (설악동)","","재단법인 추양선교재단","2010-09-16 12:20:21","I","2023-06-13 00:00:00","","336018.006571355","518756.082192723","종교(재단)","","","","","","","","0","","그리스도의 말씀과 사랑으로 헌신, 봉사해 오신 추양 한경직 목사님의 애국, 애족정신과 복음주의 신앙을 
계승발전시키기위하여 이에 필요한 프로그램 개발과 시설 및 재원을 국내외에 지원하여 세계기독교 선교에 
이바지함을 그 목적으로 한다.","비영리 법인","","재단법인 추양선교재단",
"112","문화예술법인","03_08_03_P","6530000","A0100642000020080007","2008-09-25","","01","영업/정상","1","","","","","","0326829494","","","강원특별자치도 고성군 간성읍 신안리 188번지 54호","강원특별자치도 고성군 간성읍 수성로 67","","사단법인 고성문화마을","2008-09-25 19:11:39","I","2023-06-13 00:00:00","","328278.604607913","542527.02276147","문화(사단)","","","","","","","","0","","고성군지역 문화전반에 관한 연구사업과 고성군 지역사회의 문화 분위기 조성사업, 고성지역 예술인에 대한 지원사업 등을 함으로써 고성지역사랑, 문화사랑, 인간사랑을 실현","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한
규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야
합니다.","","사단법인 고성문화마을",
"113","문화예술법인","03_08_03_P","6530000","A0100642000020080008","2008-09-25","","01","영업/정상","1","","","","","","0333331011","","","강원특별자치도 평창군 용평면 백옥포리 21번지","강원특별자치도 평창군 용평면 금당계곡로 2010-13","","사단법인 한국전통음식문화원","2008-09-25 19:53:11","I","2023-06-13 00:00:00","","324324.803575039","452999.551222452","문화(사단)","","","","","","","","0","","한국전통음식문화의 발굴, 보존, 연구, 개발을 통하여
      한국전통음식문화를 육성하여, 내외국인에게 우수성과 소중함을
      인식하게 함과 동시에 이를 통한 관광산업 활성화에 기여하고 나아가
      세계적인 음식문화산업으로 발전하는데 기여","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한
     규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야
     합니다.","","사단법인 한국전통음식문화원",
"114","문화예술법인","03_08_03_P","6530000","A0100642000020080010","2008-09-25","","01","영업/정상","1","","","","","","","","","강원특별자치도 횡성군 청일면 갑천리 360번지","강원특별자치도 횡성군 청일면 봉덕로 313-3","","사단법인 봉덕향토연구회","2008-09-25 20:08:59","I","2023-06-13 00:00:00","","304375.362081511","452682.018723365","문화(사단)","","","","","","","","0","","봉덕지역 주민과 출향민, 봉덕초등학교 동문이 뜻과 마음을 모아서 폐교가 된 봉덕초등학교에서 전통적인 예절문화와 실제교육을 통하여 주민의 올바른 윤리의식과 건전한 생활문화 정착에 기여","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야 합니다.","","사단법인 봉덕향토연구회",
"115","문화예술법인","03_08_03_P","6530000","A0100642000020080011","2008-09-25","","01","영업/정상","1","","","","","","0333748007","","","강원특별자치도 영월군 김삿갓면 예밀리 8번지 1호","강원특별자치도 영월군 김삿갓면 망경대산길 135-3","","재단법인 만봉불교문화원","2013-12-31 10:39:14","I","2023-06-13 00:00:00","","342827.633835588","407119.15966343","문화(재단)","","","","","","","","0","","우리나라 전통문화의 보전과 진흥 및 불교 문화 창달에 기여","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야 합니다.","","재단법인 만봉불교문화원",
"116","문화예술법인","03_08_03_P","6530000","A0100642000020080012","2008-09-25","","01","영업/정상","1","","","","","","0335760520","","","강원특별자치도 삼척시 미로면 내미로리 785번지","강원특별자치도 삼척시 남양길 14-4 (남양동)","","사단법인 동안이승휴기념사업회","2014-04-03 21:05:21","I","2023-06-13 00:00:00","","380698.043692988","440021.945184556","문화(사단)","","","","","","","","0","","「제왕운기」를 저술하여 민족의 자주적인 역사 의식과 진취적인 기상을 과시한 동안거사 이승휴의 유적을 정비 복원하여 그의 사상을 선양하며 향토문화유적의 보존·전승으로 지역 문화 창달에 기여","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야  합니다.","","사단법인 동안이승휴기념사업회",
"117","문화예술법인","03_08_03_P","6530000","A0100642000020080013","2008-09-25","","01","영업/정상","1","","","","","","0332414345","","","강원특별자치도 춘천시 옥천동 73번지 2호","강원특별자치도 춘천시 서부대성로 71 (옥천동)","","사단법인 춘천연극제","2023-02-22 10:59:05","I","2023-06-13 00:00:00","","264271.934179086","486911.569011759","예술(사단)","","","","","","","","0","","연극을 통해 문화예술 발전에 기여하고 춘천연극제가 세계적인 문화예술축제로 도약함을 목적으로함","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야 합니다.","","사단법인 춘천연극제",
"118","문화예술법인","03_08_03_P","6530000","A0100642000020080014","2008-09-25","","01","영업/정상","1","","","","","","0333723377","","","강원특별자치도 영월군 영월읍 덕포리 594번지 1호","강원특별자치도 영월군 영월읍 덕포하리2길 8","","사단법인 영월빅밴드","2014-01-02 11:19:12","I","2023-06-13 00:00:00","","331037.27313413","409262.053506801","문화(사단)","","","","","","","","0","","영월지역의 음악을 사랑하고 연주하는 음악인들의 상호연대와 공동실천을 통하여 음악문화의 정체성을 확립하고, 지역문화 발전에 이바지함","민법과 문화관광부 및 문화재청 소관 비영리법인의설립및감독에관한 규칙 등 관련법규와 정관에서 정하는 제 규정을 성실히 준수하여야 함.","","사단법인 영월빅밴드",
"119","문화예술법인","03_08_03_P","6530000","A0100642000020120010","2012-10-19","","01","영업/정상","1","","","","","","07077451519","","","강원특별자치도 인제군 인제읍 173번지","강원특별자치도 인제군 인제읍 인제로178번길 173","","인제 동학유적보존선양사업회","2012-10-19 16:27:40","I","2023-06-13 00:00:00","","","","예술(사단)","","","","","","","","0","","우리나라 근현대사에 큰 영향을 미친 근대민중운동의 효시라 할 수 있는 동학온민운동과 관련이 매우 깊은 인제군 남면 갑둔리 소재 동학유적을 보존선양하고 이를 바탕으로 지역향토사를 계승발전 시키는데 그 설립 목적을 둔다","관련규정에 따름","","인제 동학유적보존선양사업회",
"120","문화예술법인","03_08_03_P","6530000","A0100642000020120011","2012-11-05","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 개운동 446번지 17호","강원특별자치도 원주시 송림길 40-23 (개운동)","","대한불교 신 조계종","2012-11-05 13:05:01","I","2023-06-13 00:00:00","","284250.984913594","425908.297964456","종교(사단)","","","","","","","","0","","종교인 및 사부대중이 일치단결하여 종교의 포교와 국가 및 지역사회발전에 공헌하며 민족신앙과 불교간의 화합과 포교에 목적","","","대한불교 신 조계종",
"121","문화예술법인","03_08_03_P","6530000","A0100642000020120012","2012-11-07","","01","영업/정상","1","","","","","","0336552018","","","강원특별자치도 강릉시 교동 3020번지","강원특별자치도 강릉시 율곡로 3020 (교동)","","사단법인 2018 동시모","2012-11-07 16:46:25","I","2023-06-13 00:00:00","","366517.626946204","476095.320664004","행정(재단)","","","","","","","","0","","2018 평창 동계올림픽 성공적 개최를 위한 국민참여 및 문화의식 등을 고취하기 위한 시민운동와 강원도가 아름다운 문화 예술 관광도시로 성장할 수 있도록 문화예술분야 등에서 시민운동을 추진함을 목적으로 함","1. 민법과 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 등 관련
      법규와 정관에서 정하는 제 규정을 성실히 준수하여야 합니다.
   2. 정관에 규정된 목적사업 이외의 사회적 물의가 따르는 영리사업은 할 수 없습니다.
   3. 법인운영과 목적사업을 수행함에 있어 선의의 제3자 및 회원에게 의사에 반하는 회원
     가입 종용, 불법 모금이나 찬조금품 납부 등을 강요하여서는 아니 됩니다.","","사단법인 2018 동시모",
"122","문화예술법인","03_08_03_P","6530000","A0100642000020120013","2012-12-06","","01","영업/정상","1","","","","","","0337443590","","","강원특별자치도 원주시 개운동 399번지 23호","강원특별자치도 원주시 개운1길 2 (개운동)","","국제문화예술인협회","2021-04-01 17:34:47","I","2023-06-13 00:00:00","","284766.716770698","426915.302327411","예술(사단)","","","","","","","","0","","목적은 날로 발전하는 다문화 시대에 국제문화 예술인 봉사 협회를 세계화속에 널리 알리고 예술인 문화 교육에 발판을 다지고 숨어있는 작가를 발굴 하며 충효사상과 인성 교육에 힘을 실어 직접 예술을 체험하게 하고 국제 봉사단체인 봉사인과 예술로서 서로 봉사하며 발전하는 모범국민으로 성장 하고자 하는 목적을 가진다.","1. 민법과 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 등 관련
      법규와 정관에서 정하는 제 규정을 성실히 준수하여야 합니다.
 2. 정관에 규정된 목적사업 이외의 사회적 물의가 따르는 영리사업은 할 수 없습니다.
 3. 법인운영과 목적사업을 수행함에 있어 선의의 제3자 및 회원에게 의사에 반하는 회원
     가입 종용, 불법 모금이나 찬조금품 납부 등을 강요하여서는 아니 됩니다.","","국제문화예술인협회",
"123","문화예술법인","03_08_03_P","6530000","A0100642000020130001","2013-01-17","","01","영업/정상","1","","","","","","","","","강원특별자치도 평창군 대관령면 횡계리 325번지 53호","강원특별자치도 평창군 대관령면 대관령로 119","","재단법인 강원유마힐포교회","2013-12-31 10:35:17","I","2023-06-13 00:00:00","","350739.346745551","464725.694743117","종교(재단)","","","","","","","","0","","불교의 발전과 중흥을 위하여 불법이 널리 퍼질 수 있도록 사부대중과 함께 불교의 포교사업에 공헌하는 것을 목교로 하며, 또한 유마힐거사의 보살행 정신을 받들어 재가자들이 올바른 신행생활을 할수 있도록 적극 지원","","","재단법인 강원유마힐포교회",
"124","문화예술법인","03_08_03_P","6530000","A0100642000020130002","2013-02-04","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 운교동 3번지","강원특별자치도 춘천시 충혼길66번길 6 (온의동)","","사단법인 피스 1950","2014-03-11 13:19:21","I","2023-06-13 00:00:00","","263213.982688031","484302.177817998","문화(사단)","","","","","","","","0","","한국전쟁 참전용사 유족과 후손의 권익증진과 문화교류","","","사단법인 피스 1950",
