"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","직원수","허가기간시작일자","허가기간종료일자",
"412","급수공사대행업","09_30_06_P","4301000","430100016200900002","2009-03-24","","01","영업/정상","11","정상","","","","","","","","강원특별자치도철원군 갈말읍 문혜리 ****번지 **  호","","","문혜수도","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","0","20051124","20071123",
"413","급수공사대행업","09_30_06_P","4301000","430100016200900003","2006-07-27","","01","영업/정상","11","정상","","","","","455-3364","","","강원특별자치도철원군 철원읍 화지리 **번지 **  호","","","협동수도공무소","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","0","20060727","20080726",
"414","급수공사대행업","09_30_06_P","4301000","430100016200900004","2007-09-05","","01","영업/정상","11","정상","","","","","458-5005","","","강원특별자치도철원군 김화읍 학사리 ***번지 *   호","","","도영수도공무소","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","0","20070905","20090904",
"415","급수공사대행업","09_30_06_P","4301000","430100016200900005","2007-11-08","","01","영업/정상","11","정상","","","","","455-0908","","","강원특별자치도철원군 철원읍 화지리 ***-*","","","태형수도공무소","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","0","20071108","20091107",
"416","급수공사대행업","09_30_06_P","4301000","430100016200900006","2004-06-19","","01","영업/정상","11","정상","","","","","455-2904","","","강원특별자치도철원군 동송읍 이평리 ***-**","","","동송수도공무소","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","0","20040619","20060618",
"417","급수공사대행업","09_30_06_P","4301000","430100016200900007","2005-11-25","","01","영업/정상","11","정상","","","","","455-7415","","","강원특별자치도철원군 동송읍 오덕리 ***번지 **  호","","","승연수도공무소","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","0","20051125","20071124",
"418","급수공사대행업","09_30_06_P","4301000","430100016200900008","2005-12-12","","01","영업/정상","11","정상","","","","","452-6605","","","강원특별자치도철원군 갈말읍 신철원*리 ***-*","","","덕원수도공무소","2015-01-05 21:14:25","I","2023-06-13 00:00:00","","","","0","20051212","20071211",
"419","급수공사대행업","09_30_06_P","4311000","431100016200900001","2015-11-25","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 화천군 사내면 문화마을*길 ***","","진흥건설","2016-06-20 13:02:11","I","2023-06-13 00:00:00","","245801.931005006","507345.889301052","0","20151125","20171124",
"420","급수공사대행업","09_30_06_P","4311000","431100016201000001","2010-04-16","","01","영업/정상","11","정상","","","","","","","","","강원특별자치도 화천군 화천읍 화천새싹길 **","","(주)제이투","2016-06-20 13:07:03","I","2023-06-13 00:00:00","","261884.486270575","511729.461429577","1","20100416","20170816",
"421","급수공사대행업","09_30_06_P","4311000","431100016200700001","2016-04-12","","01","영업/정상","11","정상","","","","","033-442-2227","","","강원특별자치도 화천군 화천읍 중리","강원특별자치도 화천군 화천읍 상승로*길 **","","동아기전","2016-06-20 11:56:57","I","2023-06-13 00:00:00","","261931.480389065","512148.566321312","1","20160412","20180411",
"422","급수공사대행업","09_30_06_P","4311000","431100016200700002","2010-03-22","","01","영업/정상","11","정상","","","","","442-0981","","","강원특별자치도 화천군 화천읍 중리 ***번지 *   호","강원특별자치도 화천군 화천읍 산수화로 **-*","","화천수도","2016-06-20 13:05:47","I","2023-06-13 00:00:00","","262243.372855132","512466.179602299","0","20100322","20180320",
"423","급수공사대행업","09_30_06_P","4331000","433100016202300002","2023-07-13","","01","영업/정상","11","정상","","","","","0334623734","","","강원특별자치도 인제군 상남면 상남리 ***-*","강원특별자치도 인제군 상남면 아홉사리로 ****","","세븐건설","2023-07-13 17:47:34","I","2023-07-15 00:19:09","","310672.391217672","485313.815615302","0","20230714","20250713",
"424","급수공사대행업","09_30_06_P","4331000","433100016201800003","2018-06-25","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 인제로 ***-*","","덕산건설(주)","2018-06-22 17:19:19","I","2023-06-13 00:00:00","","302965.388631015","508102.043055569","0","","",
"425","급수공사대행업","09_30_06_P","4331000","433100016201800004","2018-06-25","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 남북리 ***","강원특별자치도 인제군 인제읍 인제로***번길 **","","하나토건(주)","2018-06-22 17:19:21","I","2023-06-13 00:00:00","","302558.123996429","507568.003717996","0","","",
"426","급수공사대행업","09_30_06_P","4331000","433100016201800005","2018-06-25","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 합강리 ***-*","강원특별자치도 인제군 인제읍 인제로***번길 *-*","","대아건설(주)","2018-06-22 17:19:24","I","2023-06-13 00:00:00","","303538.098443718","508698.229458285","0","","",
"427","급수공사대행업","09_30_06_P","4331000","433100016201800006","2018-06-25","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 비봉로**번길 **","","청수건설(주)","2018-06-22 17:19:26","I","2023-06-13 00:00:00","","302836.974732471","507534.159044452","0","","",
"428","급수공사대행업","09_30_06_P","4331000","433100016201800007","2018-06-25","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 기린면 현리 ***-**","강원특별자치도 인제군 기린면 내린천로 ****","","(주)청송","2018-06-22 17:19:28","I","2023-06-13 00:00:00","","315744.679931183","495726.660846416","0","","",
"429","급수공사대행업","09_30_06_P","4331000","433100016201900001","2019-03-15","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 상남면 상남리 ***-*","강원특별자치도 인제군 상남면 내린천로 ****","","석주건설(주)","2019-03-11 17:20:58","I","2023-06-13 00:00:00","","310528.274827457","486407.672628201","0","","",
"430","급수공사대행업","09_30_06_P","4331000","433100016202000001","2020-07-22","","01","영업/정상","11","정상","","","","","033-462-2065","","","강원특별자치도 인제군 북면 원통리 ***-*","강원특별자치도 인제군 북면 원통로 ***","","동연건설(주)","2020-07-22 10:38:44","I","2023-06-13 00:00:00","","307051.879405173","514918.629855928","0","20200722","20220721",
"431","급수공사대행업","09_30_06_P","4331000","433100016202000002","2020-09-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 기린면 현리 ***-**","강원특별자치도 인제군 기린면 내린천로 ****","","(주)청송","2020-09-16 16:57:53","I","2023-06-13 00:00:00","","315744.679931183","495726.660846416","0","20200916","20220915",
"432","급수공사대행업","09_30_06_P","4331000","433100016202000003","2020-09-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 남북리 ***","강원특별자치도 인제군 인제읍 인제로***번길 **","","하나토건(주)","2020-09-16 16:57:58","I","2023-06-13 00:00:00","","302558.123996429","507568.003717996","0","20200916","20220915",
"433","급수공사대행업","09_30_06_P","4331000","433100016202000004","2020-09-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 비봉로**번길 **","","청수건설(주)","2020-09-16 16:58:01","I","2023-06-13 00:00:00","","302836.974732471","507534.159044452","0","20200916","20220915",
"434","급수공사대행업","09_30_06_P","4331000","433100016202000005","2020-09-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 남면 신남리 ***-*","강원특별자치도 인제군 남면 신남로**번길 **","","(합)토성건설","2020-09-16 16:58:04","I","2023-06-13 00:00:00","","295104.488773764","496557.764071305","0","20200916","20220915",
"435","급수공사대행업","09_30_06_P","4331000","433100016202000006","2020-09-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 인제로 ***-*, *층 *호","","(주)덕산건설","2020-09-16 16:58:07","I","2023-06-13 00:00:00","","302965.388631015","508102.043055569","0","20200916","20220915",
"436","급수공사대행업","09_30_06_P","4331000","433100016202000007","2020-09-16","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 합강리 ***-*","강원특별자치도 인제군 인제읍 인제로***번길 *-*","","대아건설(주)","2020-09-16 17:04:40","I","2023-06-13 00:00:00","","303538.098443718","508698.229458285","0","20200916","20220915",
"437","급수공사대행업","09_30_06_P","4331000","433100016202000009","2020-12-17","","01","영업/정상","11","정상","","","","","463-6268","","","강원특별자치도 인제군 인제읍 합강리 ***-*","강원특별자치도 인제군 인제읍 인제로***번길 *-*","","(주)에이치에스건설","2020-12-17 14:07:28","I","2023-06-13 00:00:00","","303538.098443718","508698.229458285","0","20201217","20221216",
"438","급수공사대행업","09_30_06_P","4331000","433100016202100001","2021-07-02","","01","영업/정상","11","정상","","","","","461-6140","","","강원특별자치도 인제군 남면 신남리 ***-*","강원특별자치도 인제군 남면 신남로 **","","대영건설(주)","2021-07-02 09:35:49","I","2023-06-13 00:00:00","","294869.32289396","496830.529360889","0","20210702","20240701",
"439","급수공사대행업","09_30_06_P","4331000","433100016202300001","2023-06-08","","01","영업/정상","11","정상","","","","","033-461-2601","","","강원특별자치도 인제군 북면 원통리 ***-** 제일의원","강원특별자치도 인제군 북면 원통로 ***, 제일의원 *층","","영우건설(주)","2023-06-08 13:47:52","I","2023-06-13 00:00:00","","305393.664760377","513846.289993906","0","20230608","20250607",
"440","급수공사대행업","09_30_06_P","4331000","433100016201000001","2012-06-08","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 인제읍 상동리 ***번지 **  호","","","칠성수도공무소","2015-01-05 21:13:22","I","2023-06-13 00:00:00","","","","1","20120616","20150615",
"441","급수공사대행업","09_30_06_P","4331000","433100016201000005","2012-06-08","","01","영업/정상","11","정상","","","","","033)461-6140","","","강원특별자치도 인제군 남면 신남리 ***번지 *   호","","","창우건설(주)","2015-01-05 21:13:22","I","2023-06-13 00:00:00","","","","1","20120616","20150615",
"442","급수공사대행업","09_30_06_P","4331000","433100016201800001","2018-06-25","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 남면 신남리 ***-*","강원특별자치도 인제군 남면 신남로**번길 **","","토성건설","2018-06-22 17:19:15","I","2023-06-13 00:00:00","","295104.488773764","496557.764071305","0","","",
"443","급수공사대행업","09_30_06_P","4331000","433100016201800002","2018-06-25","","01","영업/정상","11","정상","","","","","","","","강원특별자치도 인제군 북면 원통리 ***-*","강원특별자치도 인제군 북면 원통로 ***","","동연건설(주)","2018-06-22 17:19:17","I","2023-06-13 00:00:00","","307051.879405173","514918.629855928","0","","",
"444","급수공사대행업","09_30_06_P","4331000","433100016202000008","2020-10-22","","01","영업/정상","11","정상","","","","","461-2601","","","강원특별자치도 인제군 북면 원통리 ***-** 제일의원","강원특별자치도 인제군 북면 원통로 ***, 제일의원 *층","","영우종합건설(주)","2020-10-23 14:40:33","I","2023-06-13 00:00:00","","305393.664760377","513846.289993906","0","","20221021",
"445","급수공사대행업","09_30_06_P","4331000","433100016202400001","2024-01-30","","01","영업/정상","11","정상","","","","","07077996268","","","강원특별자치도 인제군 인제읍 합강리 ***-*","강원특별자치도 인제군 인제읍 인제로***번길 *-*","","(주)에이치에스건설","2024-01-30 17:44:37","I","2024-02-01 00:16:07","","303538.098443718","508698.229458285","0","20240130","20260129",
"446","급수공사대행업","09_30_06_P","4341000","434100016200300002","2001-06-30","","01","영업/정상","11","정상","","","","","681-3692","","","강원특별자치도 고성군 간성읍 상리 ***번지  *   호","","","대동수도공무소","2015-01-05 21:07:05","I","2023-06-13 00:00:00","","","","3","20010709","20010708",
"447","급수공사대행업","09_30_06_P","4341000","434100016200300003","2002-10-11","","01","영업/정상","11","정상","","","","","631-4278","","","강원특별자치도 고성군 토성면 용암리 ***번지  *   호","","","(주)토성개발","2015-01-05 21:07:05","I","2023-06-13 00:00:00","","","","4","20021011","20051010",
"448","급수공사대행업","09_30_06_P","4341000","434100016200300004","2003-05-01","","01","영업/정상","11","정상","","","","","682-4200","","","강원특별자치도 고성군 간성읍 동호리 ***번지  *  호","","","(주)금강개발","2015-01-05 21:07:05","I","2023-06-13 00:00:00","","","","4","20030508","20060507",
"449","급수공사대행업","09_30_06_P","4341000","434100016200300005","2002-03-09","","01","영업/정상","11","정상","","","","","681-7326","","","강원특별자치도 고성군 간성읍 하리 *번지","","","신성설비","2015-01-05 21:07:05","I","2023-06-13 00:00:00","","","","1","20020309","20050308",
"450","급수공사대행업","09_30_06_P","4341000","434100016200300006","2002-10-22","","01","영업/정상","11","정상","","","","","682-4991","","","강원특별자치도 고성군 거진읍 반암리 ***번지","","","(주)한일개발","2015-01-05 21:07:05","I","2023-06-13 00:00:00","","","","1","20021022","20051021",
"451","급수공사대행업","09_30_06_P","4341000","434100016200300007","2003-04-25","","01","영업/정상","11","정상","","","","","681-1180","","","강원특별자치도 고성군 간성읍 신안리 ***번지","","","(합자)동방토건","2015-01-05 21:07:05","I","2023-06-13 00:00:00","","","","1","20030425","20060424",
"452","급수공사대행업","09_30_06_P","4351000","435100016200700001","2007-10-23","","01","영업/정상","11","정상","","","","","033)672-1388","","","강원특별자치도 양양군 현북면 잔교리 ***번지","","","새천년건설","2015-01-05 21:12:26","I","2023-06-13 00:00:00","","","","0","20071023","20091022",
"453","급수공사대행업","09_30_06_P","4351000","435100016200700002","2007-10-29","","01","영업/정상","11","정상","","","","","033)672-1910","","","강원특별자치도 양양군 양양읍 연창리 ***번지 **  호","","","양주건설(주)","2015-01-05 21:12:26","I","2023-06-13 00:00:00","","","","0","20071029","20091030",
